compound_dir,reduced_formula,n_sites,icohp_per_atom,delta_icohp_per_atom_vs_most_bonding,compound_id,mp_id,family,theoretical,energy_above_hull_eV_per_atom
/home/gilles/viability/mp_dataset/structures/extension_RbF_exp_mp-2064,RbF,2,-5.961615000000002,0.0,extension_RbF_exp_mp-2064,mp-2064,extension,False,0.05158332500000107
/home/gilles/viability/mp_dataset/structures/extension_RbF_theo_mp-11718,RbF,2,-3.986929999999998,1.974685000000004,extension_RbF_theo_mp-11718,mp-11718,extension,True,0.0
/home/gilles/viability/mp_dataset/structures/extension_RbN3_exp_mp-581833,RbN3,4,-11.1018225,0.0,extension_RbN3_exp_mp-581833,mp-581833,extension,False,0.019336026250000415
/home/gilles/viability/mp_dataset/structures/extension_RbN3_theo_mp-1219567,RbN3,4,-8.88603749999999,2.215785000000011,extension_RbN3_theo_mp-1219567,mp-1219567,extension,True,0.79660387875
/home/gilles/viability/mp_dataset/structures/extension_RbP_theo_mp-1058499,RbP,2,-2.2853299999999996,0.0,extension_RbP_theo_mp-1058499,mp-1058499,extension,True,0.9881531929166671
/home/gilles/viability/mp_dataset/structures/extension_RbP_exp_mp-1179688,RbP,2,-2.2642800000000003,0.021049999999999347,extension_RbP_exp_mp-1179688,mp-1179688,extension,False,0.9878872979166671
/home/gilles/viability/mp_dataset/structures/extension_RbS_exp_mp-558071,RbS,4,-2.9991574999999995,0.0,extension_RbS_exp_mp-558071,mp-558071,extension,False,0.0018650299999998232
/home/gilles/viability/mp_dataset/structures/extension_RbS_theo_mp-1179684,RbS,2,-0.5861350000000001,2.4130224999999994,extension_RbS_theo_mp-1179684,mp-1179684,extension,True,0.9974513208333313
/home/gilles/viability/mp_dataset/structures/extension_Sr3P4_exp_mp-14288,Sr3P4,14,-3.5123885714285707,0.0,extension_Sr3P4_exp_mp-14288,mp-14288,extension,False,0.0
/home/gilles/viability/mp_dataset/structures/extension_Sr3P4_theo_mp-682953,Sr3P4,14,-3.480231428571428,0.03215714285714277,extension_Sr3P4_theo_mp-682953,mp-682953,extension,True,0.00811516785714339
/home/gilles/viability/mp_dataset/structures/extension_SrF2_theo_mp-1102911,SrF2,12,-2.2672999999999983,0.0,extension_SrF2_theo_mp-1102911,mp-1102911,extension,True,0.02665916666666579
/home/gilles/viability/mp_dataset/structures/extension_SrF2_exp_mp-1102240,SrF2,12,-1.8732366666666647,0.39406333333333365,extension_SrF2_exp_mp-1102240,mp-1102240,extension,False,0.06457278833333291
/home/gilles/viability/mp_dataset/structures/exp_stable_SrO2_mp-2697,SrO2,3,-5.1734199999999975,0.0,exp_stable_SrO2_mp-2697,mp-2697,exp_stable,False,0.0
/home/gilles/viability/mp_dataset/structures/extension_SrO2_theo_mp-2763179,SrO2,12,-4.275414166666671,0.8980058333333263,extension_SrO2_theo_mp-2763179,mp-2763179,extension,True,0.011030372499999608
/home/gilles/viability/mp_dataset/structures/extension_SrO2_exp_mp-726705,SrO2,12,-4.107105,1.0663149999999977,extension_SrO2_exp_mp-726705,mp-726705,extension,False,0.009602360833331325
/home/gilles/viability/mp_dataset/structures/theo_metastable_TaP_mp-1187244,TaP,2,-12.483180000000003,0.0,theo_metastable_TaP_mp-1187244,mp-1187244,theo_metastable,True,0.0032522499999991794
/home/gilles/viability/mp_dataset/structures/exp_stable_TaP_mp-1067587,TaP,4,-11.413982500000001,1.0691975000000014,exp_stable_TaP_mp-1067587,mp-1067587,exp_stable,False,0.0
/home/gilles/viability/mp_dataset/structures/exp_stable_TiNi_mp-1048,TiNi,4,-5.503777500000002,0.0,exp_stable_TiNi_mp-1048,mp-1048,exp_stable,False,0.0
/home/gilles/viability/mp_dataset/structures/theo_metastable_TiNi_mp-1067248,TiNi,4,-5.434017499999996,0.06976000000000582,theo_metastable_TiNi_mp-1067248,mp-1067248,theo_metastable,True,0.0020067824999996375
/home/gilles/viability/mp_dataset/structures/extension_TiO2baddeleyite_mp-430,TiO2,12,-7.892744999999998,0.0,extension_TiO2baddeleyite_mp-430,mp-430,extension,False,0.03948350083333452
/home/gilles/viability/mp_dataset/structures/extension_TiO2II_mp-1439,TiO2,12,-7.873310833333331,0.01943416666666664,extension_TiO2II_mp-1439,mp-1439,extension,False,0.004523600833332253
/home/gilles/viability/mp_dataset/structures/extension_TiO2OII_mp-9173,TiO2,12,-7.868494166666654,0.02425083333334399,extension_TiO2OII_mp-9173,mp-9173,extension,False,0.05749979000000138
/home/gilles/viability/mp_dataset/structures/theo_metastable_TiSi2_mp-570991,TiSi2,3,-10.081653333333334,0.0,theo_metastable_TiSi2_mp-570991,mp-570991,theo_metastable,True,0.17960538666666537
/home/gilles/viability/mp_dataset/structures/exp_stable_TiSi2_mp-1077503,TiSi2,6,-9.627813333333341,0.45383999999999247,exp_stable_TiSi2_mp-1077503,mp-1077503,exp_stable,False,0.0
/home/gilles/viability/mp_dataset/structures/theo_metastable_Zn_mp-2647117,Zn,1,-19.399560000000005,0.0,theo_metastable_Zn_mp-2647117,mp-2647117,theo_metastable,True,0.07166242999999994
/home/gilles/viability/mp_dataset/structures/extension_Zn_mp-79,Zn,2,-17.401605,1.9979550000000046,extension_Zn_mp-79,mp-79,extension,False,0.0
