compound_id,mp_id,formula,theoretical,energy_above_hull_eV_per_atom,formation_energy_per_atom_eV,delta_energy_per_atom_eV,delta_icohp_per_atom_eV,bonding_label,viability_label,warnings
extension_Re2Si_mp-669547,mp-669547,Re2Si,False,0.3323728517857134,0.1351910124999994,-0.1351910124999994,-2.646923333333325,exobondic,unstable_nonexistent,"exobondic sign means no bonding-derived kinetic barrier was found, but per Reitz & Dronskowski (ic-2026-04181q) this never proves the compound cannot exist -- slow, non-bond-breaking decomposition pathways (e.g. Mn2O7's gradual O2 loss) are not captured by this static sign criterion; check the literature before concluding UNSTABLE_NONEXISTENT."
extension_Re3N5_mp-1080194,mp-1080194,Re3N5,True,0.15380868749999976,0.10932227671875339,-0.10932227671875339,-2.0545162500000007,exobondic,unstable_nonexistent,"exobondic sign means no bonding-derived kinetic barrier was found, but per Reitz & Dronskowski (ic-2026-04181q) this never proves the compound cannot exist -- slow, non-bond-breaking decomposition pathways (e.g. Mn2O7's gradual O2 loss) are not captured by this static sign criterion; check the literature before concluding UNSTABLE_NONEXISTENT."
extension_Re3Pd_mp-862586,mp-862586,Re3Pd,True,0.0,-0.05744695312499459,0.05744695312499459,-3.849486249999998,exobondic,stable_on_hull,
extension_Re5Si3_mp-1105959,mp-1105959,Re5Si3,False,0.15830164888392595,-0.06352792031250232,0.06352792031250232,-1.9135568749999976,exobondic,stable_on_hull,
extension_ReC_anchor_mp-1079494,mp-1079494,ReC,False,0.636191904375,0.5961835281250032,-0.5961835281250032,-2.662481250000001,exobondic,unstable_nonexistent,"exobondic sign means no bonding-derived kinetic barrier was found, but per Reitz & Dronskowski (ic-2026-04181q) this never proves the compound cannot exist -- slow, non-bond-breaking decomposition pathways (e.g. Mn2O7's gradual O2 loss) are not captured by this static sign criterion; check the literature before concluding UNSTABLE_NONEXISTENT."
extension_ReC_poly_mp-1009731,mp-1009731,ReC,True,1.1149929443750004,1.0749845681250036,-1.0749845681250036,-1.9955149999999868,exobondic,unstable_nonexistent,"exobondic sign means no bonding-derived kinetic barrier was found, but per Reitz & Dronskowski (ic-2026-04181q) this never proves the compound cannot exist -- slow, non-bond-breaking decomposition pathways (e.g. Mn2O7's gradual O2 loss) are not captured by this static sign criterion; check the literature before concluding UNSTABLE_NONEXISTENT."
extension_RuC_anchor_mp-10030,mp-10030,RuC,False,0.6494276712500024,0.6494276712500024,-0.6494276712500024,-2.1301325,exobondic,unstable_nonexistent,"exobondic sign means no bonding-derived kinetic barrier was found, but per Reitz & Dronskowski (ic-2026-04181q) this never proves the compound cannot exist -- slow, non-bond-breaking decomposition pathways (e.g. Mn2O7's gradual O2 loss) are not captured by this static sign criterion; check the literature before concluding UNSTABLE_NONEXISTENT."
extension_RuC_poly_mp-1009787,mp-1009787,RuC,True,0.9096720512499985,0.9096720512499985,-0.9096720512499985,-2.860482500000007,exobondic,unstable_nonexistent,"exobondic sign means no bonding-derived kinetic barrier was found, but per Reitz & Dronskowski (ic-2026-04181q) this never proves the compound cannot exist -- slow, non-bond-breaking decomposition pathways (e.g. Mn2O7's gradual O2 loss) are not captured by this static sign criterion; check the literature before concluding UNSTABLE_NONEXISTENT."
extension_RuRh3_mp-974335,mp-974335,RuRh3,True,0.0347198320833364,0.03435010375000047,-0.03435010375000047,-4.136302500000004,exobondic,unstable_nonexistent,"exobondic sign means no bonding-derived kinetic barrier was found, but per Reitz & Dronskowski (ic-2026-04181q) this never proves the compound cannot exist -- slow, non-bond-breaking decomposition pathways (e.g. Mn2O7's gradual O2 loss) are not captured by this static sign criterion; check the literature before concluding UNSTABLE_NONEXISTENT."
extension_S4N2_cod4031496,,S2N,,,,,0.6645116666666766,,insufficient_data,no MP formation_energy_per_atom (COD-sourced compound)
extension_S4N4_cod7017102,,SN,,,,,1.06550656249998,,insufficient_data,no MP formation_energy_per_atom (COD-sourced compound)
extension_SN_anchor_mp-236,mp-236,SN,False,0.5086555859375004,0.5086555859375004,-0.5086555859375004,0.14396843750001764,endobondic,metastable_viable,
extension_SN_poly_mp-1078816,mp-1078816,SN,True,0.8090262296875004,0.8090262296875004,-0.8090262296875004,-1.2463253124999918,exobondic,unstable_nonexistent,"exobondic sign means no bonding-derived kinetic barrier was found, but per Reitz & Dronskowski (ic-2026-04181q) this never proves the compound cannot exist -- slow, non-bond-breaking decomposition pathways (e.g. Mn2O7's gradual O2 loss) are not captured by this static sign criterion; check the literature before concluding UNSTABLE_NONEXISTENT."
extension_SN_poly_mp-1173453,mp-1173453,SN,True,0.7225484081597227,0.7225484081597229,-0.7225484081597229,-0.7054240624999988,exobondic,unstable_nonexistent,"exobondic sign means no bonding-derived kinetic barrier was found, but per Reitz & Dronskowski (ic-2026-04181q) this never proves the compound cannot exist -- slow, non-bond-breaking decomposition pathways (e.g. Mn2O7's gradual O2 loss) are not captured by this static sign criterion; check the literature before concluding UNSTABLE_NONEXISTENT."
extension_SN_poly_mp-684642,mp-684642,SN,True,0.5498053901041668,0.5498053901041671,-0.5498053901041671,0.7256326041666874,endobondic,metastable_viable,
extension_Sb2S5_mp-1359089,mp-1359089,Sb2S5,True,0.08012190446428491,-0.1250516849553581,0.1250516849553581,-0.45679008928571513,exobondic,stable_on_hull,
extension_ScOs3_mp-981384,mp-981384,ScOs3,True,0.384095409375,0.09903331625000078,-0.09903331625000078,-2.6732237500000036,exobondic,unstable_nonexistent,"exobondic sign means no bonding-derived kinetic barrier was found, but per Reitz & Dronskowski (ic-2026-04181q) this never proves the compound cannot exist -- slow, non-bond-breaking decomposition pathways (e.g. Mn2O7's gradual O2 loss) are not captured by this static sign criterion; check the literature before concluding UNSTABLE_NONEXISTENT."
extension_Si3H_mp-995193,mp-995193,Si3H,True,0.03147248546874959,0.02890454156250044,-0.02890454156250044,-0.03981875000000734,exobondic,unstable_nonexistent,"exobondic sign means no bonding-derived kinetic barrier was found, but per Reitz & Dronskowski (ic-2026-04181q) this never proves the compound cannot exist -- slow, non-bond-breaking decomposition pathways (e.g. Mn2O7's gradual O2 loss) are not captured by this static sign criterion; check the literature before concluding UNSTABLE_NONEXISTENT."
extension_Si3Pt_mp-972763,mp-972763,Si3Pt,True,0.2618652343750014,-0.08664157749999646,0.08664157749999646,-0.4837062500000009,exobondic,stable_on_hull,
extension_Si3W5_mp-31219,mp-31219,Si3W5,False,0.025065460000000428,-0.14362240250000013,0.14362240250000013,-10.167215625000008,exobondic,stable_on_hull,
extension_SiH2_mp-1192532,mp-1192532,SiH2,False,0.04434195949999964,0.0374941090833327,-0.0374941090833327,-0.09803699999999733,exobondic,unstable_nonexistent,"exobondic sign means no bonding-derived kinetic barrier was found, but per Reitz & Dronskowski (ic-2026-04181q) this never proves the compound cannot exist -- slow, non-bond-breaking decomposition pathways (e.g. Mn2O7's gradual O2 loss) are not captured by this static sign criterion; check the literature before concluding UNSTABLE_NONEXISTENT."
extension_SiO2_anchor_mp-9258,mp-9258,SiO2,False,0.5770440263888901,-2.6957873175000002,2.6957873175000002,3.3331550000000334,endobondic,stable_on_hull,
extension_SiO2_poly_mp-10064,mp-10064,SiO2,True,1.27794353388889,-1.9948878100000005,1.9948878100000005,2.17348916666667,endobondic,stable_on_hull,
extension_SiO2_poly_mp-556044,mp-556044,SiO2,True,1.4573660394444454,-1.8154653044444444,1.8154653044444444,0.09582722222222273,endobondic,stable_on_hull,
extension_SiO2_poly_mp-638049,mp-638049,SiO2,True,1.7447606447222235,-1.5280706991666666,1.5280706991666666,0.38490638888887335,endobondic,stable_on_hull,
extension_SiTc3_mp-972784,mp-972784,SiTc3,True,0.1528513418749995,-0.10735772187499748,0.10735772187499748,-2.525182500000005,exobondic,stable_on_hull,
extension_SiTe2_mp-2755,mp-2755,SiTe2,False,0.0482593716666635,0.048259371666664684,-0.048259371666664684,0.5602738888888901,endobondic,metastable_viable,
extension_Sn3S_mp-1187038,mp-1187038,Sn3S,True,0.3167847331250009,0.08074417554687585,-0.08074417554687585,-4.045278281249993,exobondic,unstable_nonexistent,"exobondic sign means no bonding-derived kinetic barrier was found, but per Reitz & Dronskowski (ic-2026-04181q) this never proves the compound cannot exist -- slow, non-bond-breaking decomposition pathways (e.g. Mn2O7's gradual O2 loss) are not captured by this static sign criterion; check the literature before concluding UNSTABLE_NONEXISTENT."
extension_Sn3Se_mp-1187055,mp-1187055,Sn3Se,True,0.2596551493749999,0.032881995234376404,-0.032881995234376404,-3.890402499999995,exobondic,unstable_nonexistent,"exobondic sign means no bonding-derived kinetic barrier was found, but per Reitz & Dronskowski (ic-2026-04181q) this never proves the compound cannot exist -- slow, non-bond-breaking decomposition pathways (e.g. Mn2O7's gradual O2 loss) are not captured by this static sign criterion; check the literature before concluding UNSTABLE_NONEXISTENT."
extension_SnP_mp-475,mp-475,SnP,False,0.040785102499999226,0.036222141011904796,-0.036222141011904796,-1.2021488690476225,exobondic,unstable_nonexistent,"exobondic sign means no bonding-derived kinetic barrier was found, but per Reitz & Dronskowski (ic-2026-04181q) this never proves the compound cannot exist -- slow, non-bond-breaking decomposition pathways (e.g. Mn2O7's gradual O2 loss) are not captured by this static sign criterion; check the literature before concluding UNSTABLE_NONEXISTENT."
extension_SnPb3_mp-1187118,mp-1187118,SnPb3,True,0.08925198000000023,0.08925198000000023,-0.08925198000000023,-5.195581249999997,exobondic,unstable_nonexistent,"exobondic sign means no bonding-derived kinetic barrier was found, but per Reitz & Dronskowski (ic-2026-04181q) this never proves the compound cannot exist -- slow, non-bond-breaking decomposition pathways (e.g. Mn2O7's gradual O2 loss) are not captured by this static sign criterion; check the literature before concluding UNSTABLE_NONEXISTENT."
extension_Sr3N2_mp-1013529,mp-1013529,Sr3N2,True,0.5582295490000018,-0.11248128250000064,0.11248128250000064,-2.4326070000000013,exobondic,stable_on_hull,
extension_Sr3P4_exp_mp-14288,mp-14288,Sr3P4,False,0.0,-1.1078930374149658,1.1078930374149658,-1.047186564625852,exobondic,stable_on_hull,
extension_Sr3P4_theo_mp-682953,mp-682953,Sr3P4,True,0.00811516785714339,-1.0997778695578222,1.0997778695578222,-1.079343707482995,exobondic,stable_on_hull,
extension_SrB2_mp-1008755,mp-1008755,SrB2,True,0.5325422407407405,0.12886528574074063,-0.12886528574074063,-2.788526111111107,exobondic,unstable_nonexistent,"exobondic sign means no bonding-derived kinetic barrier was found, but per Reitz & Dronskowski (ic-2026-04181q) this never proves the compound cannot exist -- slow, non-bond-breaking decomposition pathways (e.g. Mn2O7's gradual O2 loss) are not captured by this static sign criterion; check the literature before concluding UNSTABLE_NONEXISTENT."
extension_SrF2_exp_mp-1102240,mp-1102240,SrF2,False,0.06457278833333291,-4.164941925,4.164941925,-0.5421183333333337,exobondic,stable_on_hull,
extension_SrF2_theo_mp-1102911,mp-1102911,SrF2,True,0.02665916666666579,-4.202855546666667,4.202855546666667,-0.14805500000000027,exobondic,stable_on_hull,
extension_SrN6_mp-2131,mp-2131,SrN6,False,0.009174299285714227,-0.25793000178571546,0.25793000178571546,1.8720071428571552,endobondic,stable_on_hull,
extension_SrN_exp_mp-1058586,mp-1058586,SrN,False,0.4343258274999986,-0.23450164187500278,0.23450164187500278,-2.077675,exobondic,stable_on_hull,
extension_SrO10_mp-1208655,mp-1208655,SrO10,True,0.6930220472727271,0.09180046545454572,-0.09180046545454572,-2.6795220454545357,exobondic,unstable_nonexistent,"exobondic sign means no bonding-derived kinetic barrier was found, but per Reitz & Dronskowski (ic-2026-04181q) this never proves the compound cannot exist -- slow, non-bond-breaking decomposition pathways (e.g. Mn2O7's gradual O2 loss) are not captured by this static sign criterion; check the literature before concluding UNSTABLE_NONEXISTENT."
extension_SrO2_exp_mp-726705,mp-726705,SrO2,False,0.009602360833331325,-2.1948767725000002,2.1948767725000002,-1.9205191666666679,exobondic,stable_on_hull,
extension_SrO2_theo_mp-2763179,mp-2763179,SrO2,True,0.011030372499999608,-2.193448760833332,2.193448760833332,-1.752209999999997,exobondic,stable_on_hull,
extension_SrS_exp_mp-10627,mp-10627,SrS,False,0.2996298049999986,-2.125360496406252,2.125360496406252,-0.1088340624999975,exobondic,stable_on_hull,
extension_TaBe12_mp-567842,mp-567842,TaBe12,False,0.0,-0.1386066982564108,0.1386066982564108,-2.2281800000000307,exobondic,stable_on_hull,
extension_TaN_anchor_mp-1497,mp-1497,TaN,False,0.4515790083333364,-0.9071271397083317,0.9071271397083317,-3.469009166666666,exobondic,stable_on_hull,
extension_TaN_poly_mp-1009831,mp-1009831,TaN,True,0.8162796533333321,-0.5424264947083373,0.5424264947083373,-1.5921975000000064,exobondic,stable_on_hull,
extension_TaN_poly_mp-1009833,mp-1009833,TaN,True,0.49169759333333474,-0.8670085547083346,0.8670085547083346,-2.8766025000000024,exobondic,stable_on_hull,
extension_Tc3Mo_mp-1187395,mp-1187395,Tc3Mo,True,0.11694241874999989,0.11694241874999989,-0.11694241874999989,-4.943746250000006,exobondic,unstable_nonexistent,"exobondic sign means no bonding-derived kinetic barrier was found, but per Reitz & Dronskowski (ic-2026-04181q) this never proves the compound cannot exist -- slow, non-bond-breaking decomposition pathways (e.g. Mn2O7's gradual O2 loss) are not captured by this static sign criterion; check the literature before concluding UNSTABLE_NONEXISTENT."
extension_Tc3Os_mp-862779,mp-862779,Tc3Os,True,0.0,-0.06844598375000288,0.06844598375000288,-3.7992862500000086,exobondic,stable_on_hull,
extension_Tc3W_mp-1187398,mp-1187398,Tc3W,True,0.10723927500000485,0.10723927500000485,-0.10723927500000485,-7.079180000000008,exobondic,unstable_nonexistent,"exobondic sign means no bonding-derived kinetic barrier was found, but per Reitz & Dronskowski (ic-2026-04181q) this never proves the compound cannot exist -- slow, non-bond-breaking decomposition pathways (e.g. Mn2O7's gradual O2 loss) are not captured by this static sign criterion; check the literature before concluding UNSTABLE_NONEXISTENT."
extension_Te2Pd7_mp-1217443,mp-1217443,Te2Pd7,True,0.11441960977299814,-0.13105697605137553,0.13105697605137553,-4.945139629629632,exobondic,stable_on_hull,
extension_Ti2Cu_mp-742,mp-742,Ti2Cu,False,0.0,-0.11303320444444627,0.11303320444444627,-0.718290000000002,exobondic,stable_on_hull,
extension_Ti3Nb_mp-1217091,mp-1217091,Ti3Nb,True,0.06679139250000077,0.06679139250000077,-0.06679139250000077,-1.4185012499999967,exobondic,unstable_nonexistent,"exobondic sign means no bonding-derived kinetic barrier was found, but per Reitz & Dronskowski (ic-2026-04181q) this never proves the compound cannot exist -- slow, non-bond-breaking decomposition pathways (e.g. Mn2O7's gradual O2 loss) are not captured by this static sign criterion; check the literature before concluding UNSTABLE_NONEXISTENT."
extension_TiMo2_mp-1216675,mp-1216675,TiMo2,True,0.061337100370366215,-0.058206392222227045,0.058206392222227045,-3.375598333333336,exobondic,stable_on_hull,
extension_TiO2II_mp-1439,mp-1439,TiO2,False,0.004523600833332253,-3.5035318511111115,3.5035318511111115,-0.6461000000000053,exobondic,stable_on_hull,
extension_TiO2OII_mp-9173,mp-9173,TiO2,False,0.05749979000000138,-3.4505556619444433,3.4505556619444433,-0.6509166666666827,exobondic,stable_on_hull,
extension_TiO2baddeleyite_mp-430,mp-430,TiO2,False,0.03948350083333452,-3.46857195111111,3.46857195111111,-0.6266658333333387,exobondic,stable_on_hull,
extension_Tl3Au_mp-1080569,mp-1080569,Tl3Au,True,0.06940479416666534,0.03507191666665932,-0.03507191666665932,-6.136671249999998,exobondic,unstable_nonexistent,"exobondic sign means no bonding-derived kinetic barrier was found, but per Reitz & Dronskowski (ic-2026-04181q) this never proves the compound cannot exist -- slow, non-bond-breaking decomposition pathways (e.g. Mn2O7's gradual O2 loss) are not captured by this static sign criterion; check the literature before concluding UNSTABLE_NONEXISTENT."
extension_TlAs_mp-1007770,mp-1007770,TlAs,True,0.11668702583332902,0.11668702583332902,-0.11668702583332902,-0.5143275000000056,exobondic,unstable_nonexistent,"exobondic sign means no bonding-derived kinetic barrier was found, but per Reitz & Dronskowski (ic-2026-04181q) this never proves the compound cannot exist -- slow, non-bond-breaking decomposition pathways (e.g. Mn2O7's gradual O2 loss) are not captured by this static sign criterion; check the literature before concluding UNSTABLE_NONEXISTENT."
extension_TlAu3_mp-1187508,mp-1187508,TlAu3,True,0.12302775499999541,0.1058613162499924,-0.1058613162499924,-11.142267500000003,exobondic,unstable_nonexistent,"exobondic sign means no bonding-derived kinetic barrier was found, but per Reitz & Dronskowski (ic-2026-04181q) this never proves the compound cannot exist -- slow, non-bond-breaking decomposition pathways (e.g. Mn2O7's gradual O2 loss) are not captured by this static sign criterion; check the literature before concluding UNSTABLE_NONEXISTENT."
extension_TlC_anchor_mp-567465,mp-567465,TlC,False,2.10802690958333,2.10802690958333,-2.10802690958333,-3.1403725000000122,exobondic,unstable_nonexistent,"exobondic sign means no bonding-derived kinetic barrier was found, but per Reitz & Dronskowski (ic-2026-04181q) this never proves the compound cannot exist -- slow, non-bond-breaking decomposition pathways (e.g. Mn2O7's gradual O2 loss) are not captured by this static sign criterion; check the literature before concluding UNSTABLE_NONEXISTENT."
extension_TlC_poly_mp-1058887,mp-1058887,TlC,True,2.375719474583331,2.375719474583331,-2.375719474583331,-3.3638225000000013,exobondic,unstable_nonexistent,"exobondic sign means no bonding-derived kinetic barrier was found, but per Reitz & Dronskowski (ic-2026-04181q) this never proves the compound cannot exist -- slow, non-bond-breaking decomposition pathways (e.g. Mn2O7's gradual O2 loss) are not captured by this static sign criterion; check the literature before concluding UNSTABLE_NONEXISTENT."
extension_TlN_anchor_mp-1017982,mp-1017982,TlN,False,0.7334453533333338,0.7334453533333338,-0.7334453533333338,-1.2879599999999982,exobondic,unstable_nonexistent,"exobondic sign means no bonding-derived kinetic barrier was found, but per Reitz & Dronskowski (ic-2026-04181q) this never proves the compound cannot exist -- slow, non-bond-breaking decomposition pathways (e.g. Mn2O7's gradual O2 loss) are not captured by this static sign criterion; check the literature before concluding UNSTABLE_NONEXISTENT."
extension_TlN_poly_mp-1002222,mp-1002222,TlN,True,0.9711865358333327,0.9711865358333327,-0.9711865358333327,0.13903250000000078,endobondic,metastable_viable,
extension_TlN_poly_mp-1007778,mp-1007778,TlN,True,0.733738815833334,0.733738815833334,-0.733738815833334,-0.732997499999998,exobondic,unstable_nonexistent,"exobondic sign means no bonding-derived kinetic barrier was found, but per Reitz & Dronskowski (ic-2026-04181q) this never proves the compound cannot exist -- slow, non-bond-breaking decomposition pathways (e.g. Mn2O7's gradual O2 loss) are not captured by this static sign criterion; check the literature before concluding UNSTABLE_NONEXISTENT."
extension_W9C4_mp-684989,mp-684989,W9C4,True,0.07193477384615221,-0.022551838461534038,0.022551838461534038,-13.726525384615389,exobondic,stable_on_hull,
extension_WBr5_mp-1436789,mp-1436789,WBr5,True,0.9777983063888893,0.053990249166666615,-0.053990249166666615,-1.8226983333333326,exobondic,unstable_nonexistent,"exobondic sign means no bonding-derived kinetic barrier was found, but per Reitz & Dronskowski (ic-2026-04181q) this never proves the compound cannot exist -- slow, non-bond-breaking decomposition pathways (e.g. Mn2O7's gradual O2 loss) are not captured by this static sign criterion; check the literature before concluding UNSTABLE_NONEXISTENT."
extension_WC_anchor_mp-13136,mp-13136,WC,False,0.4476605100000022,0.29411976500000137,-0.29411976500000137,-6.268437500000012,exobondic,unstable_nonexistent,"exobondic sign means no bonding-derived kinetic barrier was found, but per Reitz & Dronskowski (ic-2026-04181q) this never proves the compound cannot exist -- slow, non-bond-breaking decomposition pathways (e.g. Mn2O7's gradual O2 loss) are not captured by this static sign criterion; check the literature before concluding UNSTABLE_NONEXISTENT."
extension_WC_poly_mp-1008630,mp-1008630,WC,True,0.8989987500000005,0.7454580049999997,-0.7454580049999997,-5.940042499999986,exobondic,unstable_nonexistent,"exobondic sign means no bonding-derived kinetic barrier was found, but per Reitz & Dronskowski (ic-2026-04181q) this never proves the compound cannot exist -- slow, non-bond-breaking decomposition pathways (e.g. Mn2O7's gradual O2 loss) are not captured by this static sign criterion; check the literature before concluding UNSTABLE_NONEXISTENT."
extension_WC_poly_mp-1008635,mp-1008635,WC,True,0.6728768300000034,0.5193360850000026,-0.5193360850000026,-7.7315475000000085,exobondic,unstable_nonexistent,"exobondic sign means no bonding-derived kinetic barrier was found, but per Reitz & Dronskowski (ic-2026-04181q) this never proves the compound cannot exist -- slow, non-bond-breaking decomposition pathways (e.g. Mn2O7's gradual O2 loss) are not captured by this static sign criterion; check the literature before concluding UNSTABLE_NONEXISTENT."
extension_Y3Co_mp-1105598,mp-1105598,Y3Co,False,0.0,-0.10596457250000046,0.10596457250000046,-2.9096656250000006,exobondic,stable_on_hull,
extension_Zn13Rh_mp-13447,mp-13447,Zn13Rh,False,0.0,-0.13494432535714346,0.13494432535714346,-6.820618928571436,exobondic,stable_on_hull,
extension_Zn2Ag_mp-1093999,mp-1093999,Zn2Ag,True,0.0,-0.02648108166666911,0.02648108166666911,-7.150766666666674,exobondic,stable_on_hull,
extension_Zn3Au_mp-1188000,mp-1188000,Zn3Au,True,0.027401257187502637,-0.14945355749999933,0.14945355749999933,-8.66530875,exobondic,stable_on_hull,
extension_Zn3N2_mp-1524551,mp-1524551,Zn3N2,True,0.014135124999999249,-0.028787678000000483,0.028787678000000483,-4.296067999999987,exobondic,stable_on_hull,
extension_Zn3N2_mp-9460,mp-9460,Zn3N2,False,0.0,-0.04292280300000044,0.04292280300000044,-4.427874749999985,exobondic,stable_on_hull,
extension_Zn7Tc_mp-1206378,mp-1206378,Zn7Tc,True,0.0825775456249982,-0.05204390562500194,0.05204390562500194,-6.232846249999993,exobondic,stable_on_hull,
extension_Zr3Fe_mp-31205,mp-31205,Zr3Fe,False,0.0,-0.1094675950000017,0.1094675950000017,-1.5835700000000017,exobondic,stable_on_hull,
extension_ZrHg3_mp-1608,mp-1608,ZrHg3,False,0.02171306624999403,-0.06165371937500774,0.06165371937500774,1.107718749999993,endobondic,stable_on_hull,
gasref_ZnSn_NiAs,,ZnSn,True,,,,-5.013747499999997,,insufficient_data,no MP formation_energy_per_atom (COD-sourced compound)
hull_ionic_NaCl_mp-22862,,NaCl,,0.0,,,0.37354750000000037,,insufficient_data,no MP formation_energy_per_atom (COD-sourced compound)
hull_metallic_AlNi_mp-1487,,AlNi,,0.0,,,3.0197300000000045,,insufficient_data,no MP formation_energy_per_atom (COD-sourced compound)
metastable_ionic_LiBr_mp-23259,,LiBr,,0.009895712500000542,,,4.0582291666666706,,insufficient_data,no MP formation_energy_per_atom (COD-sourced compound)
metastable_metallic_BeCu_mp-2323,,BeCu,,0.005036342500000401,,,5.037086249999994,,insufficient_data,no MP formation_energy_per_atom (COD-sourced compound)
theo_metastable_Al4Si_mp-1228120,mp-1228120,Al4Si,True,0.11491430399999913,0.11491430399999984,-0.11491430399999984,0.6603129999999993,endobondic,metastable_viable,
theo_metastable_AlSb_mp-1023918,mp-1023918,AlSb,True,0.18779470750000016,-0.06518077750000018,0.06518077750000018,-4.166435000000003,exobondic,stable_on_hull,
theo_metastable_B3Ir2_mp-1228647,mp-1228647,B3Ir2,True,0.06085322616666744,-0.1111847268333321,0.1111847268333321,-6.439124000000004,exobondic,stable_on_hull,
theo_metastable_B6Pb_mp-1096825,mp-1096825,B6Pb,True,0.115100015000003,0.11510001500000401,-0.11510001500000401,-2.1018785714285713,exobondic,unstable_nonexistent,"exobondic sign means no bonding-derived kinetic barrier was found, but per Reitz & Dronskowski (ic-2026-04181q) this never proves the compound cannot exist -- slow, non-bond-breaking decomposition pathways (e.g. Mn2O7's gradual O2 loss) are not captured by this static sign criterion; check the literature before concluding UNSTABLE_NONEXISTENT."
theo_metastable_BPd5_mp-1228665,mp-1228665,BPd5,True,0.13249513083333042,-0.08821138208333441,0.08821138208333441,-7.324416111111108,exobondic,stable_on_hull,
theo_metastable_BeAu3_mp-983539,mp-983539,BeAu3,True,0.18183134000000178,0.08000512375000035,-0.08000512375000035,-11.26242937500001,exobondic,unstable_nonexistent,"exobondic sign means no bonding-derived kinetic barrier was found, but per Reitz & Dronskowski (ic-2026-04181q) this never proves the compound cannot exist -- slow, non-bond-breaking decomposition pathways (e.g. Mn2O7's gradual O2 loss) are not captured by this static sign criterion; check the literature before concluding UNSTABLE_NONEXISTENT."
theo_metastable_BeCl2_mp-1190080,mp-1190080,BeCl2,True,0.01870443305555547,-1.8274701494444443,1.8274701494444443,1.9870758333333332,endobondic,stable_on_hull,
theo_metastable_CaGe2_mp-643542,mp-643542,CaGe2,True,0.0978748566666674,-0.4575655433333357,0.4575655433333357,-1.4506833333333333,exobondic,stable_on_hull,
theo_metastable_CoSe2_mp-1390196,mp-1390196,CoSe2,True,0.07343032750000056,-0.2722482618749993,0.2722482618749993,-0.6308166666666631,exobondic,stable_on_hull,
theo_metastable_Cr2C_mp-1226378,mp-1226378,Cr2C,True,0.06254013708333694,-0.03604538166666534,0.03604538166666534,-0.25900833333333867,exobondic,stable_on_hull,
theo_metastable_CrMo_mp-1226200,mp-1226200,CrMo,True,0.11631646000000018,0.11631646000000018,-0.11631646000000018,-1.3396875000000001,exobondic,unstable_nonexistent,"exobondic sign means no bonding-derived kinetic barrier was found, but per Reitz & Dronskowski (ic-2026-04181q) this never proves the compound cannot exist -- slow, non-bond-breaking decomposition pathways (e.g. Mn2O7's gradual O2 loss) are not captured by this static sign criterion; check the literature before concluding UNSTABLE_NONEXISTENT."
theo_metastable_Ga2Se3_mp-1224809,mp-1224809,Ga2Se3,True,0.006252534999998005,-0.6946149294375005,0.6946149294375005,1.4066290000000052,endobondic,stable_on_hull,
theo_metastable_GeS_mp-12910,mp-12910,GeS,True,0.0761541225000002,-0.42503283624999977,0.42503283624999977,-1.2556515624999962,exobondic,stable_on_hull,
theo_metastable_HCl_mp-684609,mp-684609,HCl,True,0.053566722500000274,-0.7609282406249998,0.7609282406249998,0.9904674999999994,endobondic,stable_on_hull,
theo_metastable_HfMo_mp-1224314,mp-1224314,HfMo,True,0.19909284749999756,0.0690783037499898,-0.0690783037499898,-2.3153750000000013,exobondic,unstable_nonexistent,"exobondic sign means no bonding-derived kinetic barrier was found, but per Reitz & Dronskowski (ic-2026-04181q) this never proves the compound cannot exist -- slow, non-bond-breaking decomposition pathways (e.g. Mn2O7's gradual O2 loss) are not captured by this static sign criterion; check the literature before concluding UNSTABLE_NONEXISTENT."
theo_metastable_IN2_mp-1097011,mp-1097011,IN2,True,0.07299064583333248,-0.0824328016666674,0.0824328016666674,-0.07858833333333592,exobondic,stable_on_hull,
theo_metastable_InSe2_mp-1232036,mp-1232036,InSe2,True,0.17326202766492926,-0.3989775288107656,0.3989775288107656,-1.4409099999999977,exobondic,stable_on_hull,
theo_metastable_IrCl3_mp-729507,mp-729507,IrCl3,True,0.030088630624999446,-0.9297515512499994,0.9297515512499994,-1.8955243750000008,exobondic,stable_on_hull,
theo_metastable_K5As4_mp-684799,mp-684799,K5As4,True,0.05643723222222263,-0.3641723795833336,0.3641723795833336,-0.4922911111111144,exobondic,stable_on_hull,
theo_metastable_KSn3_mp-1185151,mp-1185151,KSn3,True,0.05729916087053466,-0.12330395556249929,0.12330395556249929,-3.779799999999998,exobondic,stable_on_hull,
theo_metastable_Li3Ag_mp-976408,mp-976408,Li3Ag,True,0.0013151149999997003,-0.1210302612499996,0.1210302612499996,-0.6531675000000039,exobondic,stable_on_hull,
theo_metastable_LiTl3_mp-1185253,mp-1185253,LiTl3,True,0.046669947499999864,-0.08112993416666825,0.08112993416666825,-1.4423716666666602,exobondic,stable_on_hull,
