compound_id,mp_id,formula,bond_type,family,theoretical,energy_above_hull_eV_at,spacegroup_symbol,is_metal,formation_energy_per_atom,icobi_primary_mean,icobi_primary_pair,icohp_primary_mean,icohp_primary_pair,is_mixed_zintl,icobi_mean,icohp_mean,antibond_w_normalized,icobi_label
exp_stable_Zr2Au_mp-2348,mp-2348,Zr2Au,metallic,exp_stable,False,0.0,I4/mmm,True,,0.30945923076923076,Zr-Zr,-2.020295,Au-Au,False,0.30945923076923076,-2.020295,0.0,metallic
exp_stable_Zr5Pb3_mp-681992,mp-681992,Zr5Pb3,metallic,exp_stable,False,0.0,P6_3/mcm,True,,0.3301105555555556,Pb-Zr,-1.973867962962963,Pb-Zr,False,0.3301105555555556,-1.973867962962963,0.0,metallic
exp_stable_ZrMo2_mp-2049,mp-2049,ZrMo2,metallic,exp_stable,False,0.0,Fd-3m,True,,0.4670725,Mo-Mo,-1.6863358333333334,Mo-Mo,False,0.4670725,-1.6863358333333334,0.0002125712942651,metallic
extension_Ag3As_mp-1183193,mp-1183193,Ag3As,,extension,True,0.08839697750000042,P6_3/mmc,True,0.08839697750000042,0.22362374999999993,Ag-As,-1.3101870833333333,Ag-Ag,False,0.22362374999999993,-1.3101870833333333,,metallic
extension_Ag3Pt_mp-12065,mp-12065,Ag3Pt,metallic,extension,False,0.020805422500000503,Pm-3m,True,-0.020391218749995943,0.21129250000000002,Ag-Pt,-1.5965308333333332,Ag-Pt,False,0.21129250000000002,-1.5965308333333332,,metallic
extension_Ag3Sb_mp-2273,mp-2273,Ag3Sb,metallic,extension,False,0.0508994350000016,Pmm2,True,0.0508994350000016,0.240598,Ag-Sb,-1.522091,Ag-Sb,False,0.240598,-1.522091,,metallic
extension_AgH_mp-1096804,mp-1096804,AgH,,extension,True,0.1208983966666679,P6_3mc,False,0.1208983966666679,0.20388749999999997,Ag-H,-1.54511,Ag-H,False,0.20388749999999997,-1.54511,,ionic
extension_AgI_mp-22915,mp-22915,AgI,,extension,False,0.39273725999999964,Pm-3m,True,-0.07502263833333256,0.21258375,Ag-I,-1.1433799999999998,Ag-I,False,0.21258375,-1.1433799999999998,,metallic
extension_AgN_anchor_mp-1091417,mp-1091417,AgN,,extension,False,1.5201297641666667,Cmce,True,,0.46240375,Ag-N,-3.4180562500000007,Ag-N,False,0.46240375,-3.4180562500000007,0.0088150534590147,metallic
extension_AgN_poly_mp-1009766,mp-1009766,AgN,,extension,True,1.5494896491666665,F-43m,True,,0.48535,Ag-N,-3.5762324999999997,Ag-N,False,0.48535,-3.5762324999999997,0.0277220699274688,metallic
extension_AgN_poly_mp-1424734,mp-1424734,AgN,,extension,True,1.9196186741666672,Ama2,True,,0.8238225,Ag-N,-5.9445974999999995,Ag-N,False,0.8238225,-5.9445974999999995,0.0107289213539912,metallic
extension_AgN_poly_mp-1428312,mp-1428312,AgN,,extension,True,1.6518583891666676,Pm-3m,True,,0.21767874999999998,Ag-N,-1.4991012499999998,Ag-N,False,0.21767874999999998,-1.4991012499999998,0.0082828641711677,metallic
extension_AgPb3_mp-1183256,mp-1183256,AgPb3,metallic,extension,True,0.08509275833333874,I4/mmm,True,0.08509275833333874,0.21811916666666673,Pb-Pb,-1.2747891666666666,Ag-Pb,False,0.21811916666666673,-1.2747891666666666,,metallic
extension_AgPd_mp-1183222,mp-1183222,AgPd,metallic,extension,True,0.0069558550000010655,P-6m2,True,-0.06563816750000129,0.1928733333333333,Pd-Pd,-1.4703933333333337,Ag-Pd,False,0.1928733333333333,-1.4703933333333337,,metallic
extension_Ag_mp-124,mp-124,Ag,,extension,False,0.0021267149999992796,Fm-3m,True,,0.15447166666666665,Ag-Ag,-1.2495533333333333,Ag-Ag,False,0.15447166666666665,-1.2495533333333333,0.0,metallic
extension_Al12Mo_mp-550,mp-550,Al12Mo,metallic,extension,False,0.014142691923076711,Im-3,True,-0.11324264153846177,0.32381916666666666,Al-Mo,-1.5618828333333332,Al-Al,False,0.32381916666666666,-1.5618828333333332,,metallic
extension_Al2W_mp-12524,mp-12524,Al2W,metallic,extension,False,0.09311756111111436,P6_422,True,-0.05821597088888729,0.4363716666666666,W-W,-2.487961666666666,Al-W,False,0.4363716666666666,-2.487961666666666,,metallic
extension_Al3Ag_mp-1183130,mp-1183130,Al3Ag,metallic,extension,True,0.0712581868749993,Pm-3m,True,0.04710001012499987,0.24443250000000002,Al-Al,-1.4592933333333333,Ag-Al,False,0.24443250000000002,-1.4592933333333333,,metallic
extension_Al3As_mp-1183129,mp-1183129,Al3As,,extension,True,0.36364852500000033,Pm-3m,True,0.05012713687500181,0.22534583333333338,Al-Al,-1.3901908333333335,Al-Al,False,0.22534583333333338,-1.3901908333333335,,metallic
extension_AlAg2_mp-985805,mp-985805,AlAg2,metallic,extension,True,0.007656157999999635,Cmcm,True,-0.05676564666666669,0.27232500000000004,Al-Al,-1.5387785,Ag-Al,False,0.27232500000000004,-1.5387785,,metallic
extension_AlAg_mp-1228901,mp-1228901,AlAg,metallic,extension,True,0.01833040100000005,P-6m2,True,-0.02998595250000058,0.24358166666666667,Ag-Al,-1.7117166666666668,Ag-Al,False,0.24358166666666667,-1.7117166666666668,,metallic
extension_AlH3_mp-1106356,mp-1106356,AlH3,covalent,extension,False,0.010014458750000621,Fd-3m,False,-0.06361762406249927,0.4073512500000001,Al-H,-2.4373575,Al-H,False,0.4073512500000001,-2.4373575,,ionic
extension_Al_mp-134,mp-134,Al,,extension,False,0.0,Fm-3m,True,,0.22704000000000002,Al-Al,-1.4193316666666667,Al-Al,False,0.22704000000000002,-1.4193316666666667,0.0,metallic
extension_As3W2_mp-11696,mp-11696,As3W2,,extension,False,0.0,C2/m,True,-0.09276986950000037,0.7072083333333331,As-W,-4.3348466666666665,As-W,False,0.7072083333333331,-4.3348466666666665,,metallic
extension_As4S3_mp-27543,mp-27543,As4S3,covalent,extension,False,0.006355647857141378,Pnma,False,-0.1304276883482142,0.9714483333333335,As-S,-5.273086666666667,As-S,False,0.9714483333333335,-5.273086666666667,,covalent
extension_As4S3_mp-557321,mp-557321,As4S3,covalent,extension,False,0.006840436428570129,Pnma,False,-0.12994289977678516,0.9717391666666667,As-S,-5.281556666666669,As-S,False,0.9717391666666667,-5.281556666666669,,covalent
extension_As_mp-158,mp-158,As,,extension,False,0.0,Cmce,True,,0.8847766666666667,As-As,-3.968256666666667,As-As,False,0.8847766666666667,-3.968256666666667,0.0102834557981681,metallic
extension_Au2S_mp-947,mp-947,Au2S,covalent,extension,False,0.0,Pn-3m,False,-0.11834182593750124,0.629725,Au-S,-4.803626250000001,Au-S,False,0.629725,-4.803626250000001,,covalent
extension_Au_mp-81,mp-81,Au,,extension,False,0.0,Fm-3m,True,,0.19621666666666668,Au-Au,-1.3380883333333333,Au-Au,False,0.19621666666666668,-1.3380883333333333,9.083553923661516e-06,metallic
extension_BPd5_mp-1228665,mp-1228665,BPd5,,extension,True,0.13249513083333042,I4/mmm,True,-0.08821138208333441,0.47542,B-Pd,-3.9868350000000006,B-Pd,False,0.47542,-3.9868350000000006,,metallic
extension_B_mp-160,mp-160,B,covalent,extension,False,0.0,R-3m,False,,0.5202615384615384,B-B,-4.796036153846154,B-B,False,0.5202615384615384,-4.796036153846154,0.0,ionic
extension_Ba3Ca_mp-1183342,mp-1183342,Ba3Ca,metallic,extension,True,0.03921404749999979,I4/mmm,True,0.03921404749999979,0.0,Ba-Ba,0.0,Ba-Ba,False,0.0,0.0,,metallic
extension_Ba3N2_mp-1013528,mp-1013528,Ba3N2,,extension,True,0.6831039496666662,Pm-3m,True,0.11286758399999997,0.07631166666666667,Ba-N,-0.6612349999999999,Ba-Ba,False,0.07631166666666667,-0.6612349999999999,,metallic
extension_Ba4Pd_mp-1214438,mp-1214438,Ba4Pd,,extension,True,0.15571698099999987,Fd-3m,False,-0.06396342699999984,0.46007,Ba-Pd,-3.3443300000000002,Ba-Pd,False,0.46007,-3.3443300000000002,,ionic
extension_Ba5P4_exp_mp-17566,mp-17566,Ba5P4,,extension,False,3.472888887223746e-05,Pnma,False,,0.9039625,P-P,-3.4926725,P-P,True,0.9039625,-3.4926725,0.2103793002577319,mixed
extension_BaCl2_exp_mp-23199,mp-23199,BaCl2,ionic,extension,False,0.006785772499999787,Pnma,False,,0.06368111111111112,Ba-Cl,-0.43075,Ba-Cl,False,0.06368111111111112,-0.43075,0.302743863479163,ionic
extension_BaF3_exp_mp-1080821,mp-1080821,BaF3,ionic,extension,False,0.0,P2_1/m,False,,0.22791499999999998,F-F,-0.788265,F-F,False,0.22791499999999998,-0.788265,0.316907529862852,ionic
extension_BaF3_theo_mp-1183303,mp-1183303,BaF3,,extension,True,0.061207927499999926,I4/mmm,True,,0.03504,Ba-Ba,-0.527715,Ba-Ba,False,0.03504,-0.527715,0.2805440014255167,metallic
extension_BaMg3_mp-1016218,mp-1016218,BaMg3,metallic,extension,True,0.17140638551136345,Pmm2,True,0.12058222625000026,0.002256,Ba-Mg,-0.07553,Ba-Ba,False,0.002256,-0.07553,,metallic
extension_BaN2_exp_mp-1102371,mp-1102371,BaN2,,extension,False,2.056778179166667,Cc,True,,0.16048264705882354,N-N,-0.4471129411764706,Ba-N,False,0.16048264705882354,-0.4471129411764706,0.1038962022959975,metallic
extension_BaO_exp_mp-1008500,mp-1008500,BaO,ionic,extension,False,0.01888829749999843,P6_3/mmc,False,,0.07881166666666667,Ba-O,-0.637998888888889,Ba-Ba,False,0.07881166666666667,-0.637998888888889,0.1467805357504045,ionic
extension_BaO_theo_mp-1950989,mp-1950989,BaO,ionic,extension,True,0.04343597749999972,P6_3/mmc,False,,0.106972,Ba-O,-0.43668699999999994,Ba-O,False,0.106972,-0.43668699999999994,0.2224612804976571,ionic
extension_BaP10_mp-28035,mp-28035,BaP10,,extension,False,0.0036162985064951414,Cmc2_1,False,-0.2570918210389595,0.9058367857142857,P-P,-4.829743571428572,P-P,True,0.9058367857142857,-4.829743571428572,,mixed
extension_BaS3_exp_mp-556296,mp-556296,BaS3,,extension,False,0.04356796437499888,P2_12_12,False,,0.9200625,S-S,-5.28504125,S-S,True,0.9200625,-5.28504125,0.1083855045813719,mixed
extension_Ba_mp-122,mp-122,Ba,,extension,False,0.0,Im-3m,True,,0.00015333333333333337,Ba-Ba,-0.012208333333333335,Ba-Ba,False,0.00015333333333333337,-0.012208333333333335,8.239994492123845,metallic
extension_Be12Mo_mp-1475,mp-1475,Be12Mo,metallic,extension,False,0.0,I4/mmm,True,-0.1278044192307687,0.2043183823529411,Be-Be,-1.9102947058823527,Be-Be,False,0.2043183823529411,-1.9102947058823527,,metallic
extension_Be3N2_exp_mp-18337,mp-18337,Be3N2,,extension,False,0.0,Ia-3,False,,0.4759015625000001,Be-N,-4.701456979166665,Be-N,False,0.4759015625000001,-4.701456979166665,0.0,ionic
extension_Be3N2_theo_mp-1017550,mp-1017550,Be3N2,,extension,True,0.20808621349999967,P-3m1,False,,0.3952071428571428,Be-N,-3.87526,Be-N,False,0.3952071428571428,-3.87526,0.0,ionic
extension_Be3P2_exp_mp-567841,mp-567841,Be3P2,,extension,False,0.0,Ia-3,False,,0.5636840624999999,Be-P,-3.828172604166666,Be-P,False,0.5636840624999999,-3.828172604166666,0.0,covalent
extension_Be3P2_mp-1084771,mp-1084771,Be3P2,,extension,True,0.15672523674999983,Pn-3m,False,-0.0746364168571425,0.5501083333333335,Be-P,-3.762572916666666,Be-P,False,0.5501083333333335,-3.762572916666666,,covalent
extension_Be3P2_mp-567841,mp-567841,Be3P2,,extension,False,0.0,Ia-3,False,-0.23136165360714217,0.5636840624999999,Be-P,-3.8281724999999995,Be-P,False,0.5636840624999999,-3.8281724999999995,,covalent
extension_Be3P2_theo_mp-1084771,mp-1084771,Be3P2,,extension,True,0.15672523674999983,Pn-3m,False,,0.5501083333333335,Be-P,-3.762572916666666,Be-P,False,0.5501083333333335,-3.762572916666666,0.0,covalent
extension_BeCl2_exp_mp-23267,mp-23267,BeCl2,ionic,extension,False,0.008707515833333623,Ibam,False,,0.71649125,Be-Cl,-5.63515375,Be-Cl,False,0.71649125,-5.63515375,0.0020572312450739,covalent
extension_BeCl2_theo_mp-1172909,mp-1172909,BeCl2,ionic,extension,True,3.1687985972222217,I-43m,False,,0.3696966666666666,Cl-Cl,-0.9454158333333335,Cl-Cl,False,0.3696966666666666,-0.9454158333333335,0.8094791345319935,ionic
extension_BeF2_exp_mp-15951,mp-15951,BeF2,ionic,extension,False,0.00039670611111120024,P3_121,False,,0.5268683333333333,Be-F,-6.858454166666665,Be-F,False,0.5268683333333333,-6.858454166666665,0.0035240553789083,ionic
extension_BeF2_theo_mp-975644,mp-975644,BeF2,,extension,True,2.518145377222223,P6/mmm,True,,0.15479333333333334,Be-F,-1.6978,Be-Be,False,0.15479333333333334,-1.6978,0.0862984056197376,metallic
extension_BeO_exp_mp-7599,mp-7599,BeO,ionic,extension,False,0.015346631250000797,P4_2/mnm,False,,0.5147674999999999,Be-O,-5.7846487500000014,Be-O,False,0.5147674999999999,-5.7846487500000014,0.0,ionic
extension_BeO_theo_mp-1778,mp-1778,BeO,ionic,extension,True,0.006973667500000502,F-43m,False,,0.52325,Be-O,-5.850662499999999,Be-O,False,0.52325,-5.850662499999999,0.0,ionic
extension_Be_mp-87,mp-87,Be,,extension,False,0.0,P6_3/mmc,True,,0.20327035714285718,Be-Be,-1.8975232142857141,Be-Be,False,0.20327035714285718,-1.8975232142857141,0.0,metallic
extension_Bi2O3_anchor_mp-558953,mp-558953,Bi2O3,,extension,False,0.600030676500003,P2_1/c,True,,0.9517,O-O,-6.74443,O-O,True,0.9517,-6.74443,0.0328258570187714,metallic
extension_Bi2O3_poly_mp-1383505,mp-1383505,Bi2O3,,extension,True,0.9067888160000024,P1,True,,0.95064,Bi-O,-7.19847,Bi-O,False,0.95064,-7.19847,0.0609158407079646,metallic
extension_Bi2O3_poly_mp-674644,mp-674644,Bi2O3,,extension,True,0.6198849705000029,P1,False,,0.93323,O-O,-7.54564,O-O,True,0.93323,-7.54564,0.0130740206921883,mixed
extension_Bi2O3_poly_mp-714859,mp-714859,Bi2O3,,extension,True,2.402893258000003,P1,False,,1.11099,Bi-O,-10.13257,Bi-O,False,1.11099,-10.13257,0.0646218352077117,covalent
extension_Br_mp-23154,mp-23154,Br,,extension,False,0.0,Cmce,False,,0.78268,Br-Br,-3.53622,Br-Br,False,0.78268,-3.53622,0.4256661308458067,covalent
extension_C(NO)2_mp-1197051,mp-1197051,C(NO)2,covalent,extension,False,1.1348039342500007,P2_12_12_1,False,0.07356992324999823,1.761745,N-N,-16.760926875,N-O,True,1.761745,-16.760926875,,mixed
extension_C2N2O_mp-1214250,mp-1214250,C2N2O,covalent,extension,True,0.47205626016666535,P6_3/m,False,-0.058560745333333365,2.457618333333333,N-N,-22.406681666666667,N-N,True,2.457618333333333,-22.406681666666667,,mixed
extension_C3N4_anchor_mp-571653,mp-571653,C3N4,covalent,extension,False,0.4981181882142849,P-43m,False,,0.9531383333333333,C-N,-10.495645833333333,C-N,False,0.9531383333333333,-10.495645833333333,0.0149826157559283,covalent
extension_C3N4_mp-567885,mp-567885,C3N4,covalent,extension,True,0.1475561110714274,P-6m2,False,0.1475561110714279,1.2497894444444446,C-N,-13.107528333333331,C-N,False,1.2497894444444446,-13.107528333333331,,covalent
extension_C3N4_mp-570572,mp-570572,C3N4,covalent,extension,False,0.14726764821428517,R3m,False,0.14726764821428567,1.2498188888888888,C-N,-13.088386666666667,C-N,False,1.2498188888888888,-13.088386666666667,,covalent
extension_C3N4_mp-971683,mp-971683,C3N4,covalent,extension,True,0.12167648535714193,P3_1,False,0.12167648535714329,1.2478862962962964,C-N,-13.29954962962963,C-N,False,1.2478862962962964,-13.29954962962963,,covalent
extension_C3N4_poly_mp-1182484,mp-1182484,C3N4,covalent,extension,True,0.5848164510714273,P6_3/m,False,,1.9178966666666664,C-N,-15.358590833333336,C-N,False,1.9178966666666664,-15.358590833333336,0.0,covalent
extension_C3N4_poly_mp-2852,mp-2852,C3N4,covalent,extension,True,0.5033424574999987,I-43d,False,,0.9574575000000002,C-N,-10.909941666666668,C-N,False,0.9574575000000002,-10.909941666666668,0.0106349019252548,covalent
extension_C3N4_poly_mp-563,mp-563,C3N4,covalent,extension,True,1.5118795946428563,Fd-3m,False,,0.7047071875,C-N,-7.147733125,C-N,False,0.7047071875,-7.147733125,0.0086403964157007,covalent
extension_CMcarbon_mp-1080826,mp-1080826,C,covalent,extension,True,0.30091549999999856,C2/m,False,,0.944626875,C-C,-9.57682375,C-C,False,0.944626875,-9.57682375,0.0,covalent
extension_CWcarbon_mp-1190171,mp-1190171,C,covalent,extension,True,0.29267010687499884,Pnma,False,,0.94454875,C-C,-9.579762187500002,C-C,False,0.94454875,-9.579762187500002,0.0,covalent
extension_Ca3N2_exp_mp-1047,mp-1047,Ca3N2,,extension,False,0.01669766374999959,R-3c,False,,0.17809583333333331,Ca-N,-0.6014729166666667,Ca-N,False,0.17809583333333331,-0.6014729166666667,0.1047649547205162,ionic
extension_Ca3N2_mp-844,mp-844,Ca3N2,,extension,False,0.0,Ia-3,False,,0.18195291666666658,Ca-N,-0.6211278125,Ca-N,False,0.18195291666666658,-0.6211278125,0.0836895818730529,ionic
extension_Ca3N2_theo_mp-1013524,mp-1013524,Ca3N2,,extension,True,0.5111703895000002,Pm-3m,True,,0.11066722222222221,Ca-N,-0.36229611111111104,Ca-N,False,0.11066722222222221,-0.36229611111111104,0.0089602611940298,metallic
extension_Ca3Zn_mp-1039229,mp-1039229,Ca3Zn,metallic,extension,True,0.15884041124999992,I4/mmm,True,0.024939257500000034,0.12222083333333332,Ca-Zn,-0.3874341666666667,Ca-Zn,False,0.12222083333333332,-0.3874341666666667,,metallic
extension_CaCl2_exp_mp-23214,mp-23214,CaCl2,ionic,extension,False,0.0011452108333331878,Pnnm,False,,0.10539083333333332,Ca-Cl,-0.7539733333333333,Ca-Cl,False,0.10539083333333332,-0.7539733333333333,0.2048327130786186,ionic
extension_CaCl2_theo_mp-1120739,mp-1120739,CaCl2,ionic,extension,True,0.04218543083333426,Fm-3m,False,,0.0814475,Ca-Cl,-0.5707837499999999,Ca-Cl,False,0.0814475,-0.5707837499999999,0.3236486724086723,ionic
extension_CaF2_exp_mp-10464,mp-10464,CaF2,ionic,extension,False,0.03464170166666669,Pnma,False,,0.05654666666666667,Ca-F,-0.5566169444444447,Ca-F,False,0.05654666666666667,-0.5566169444444447,0.2423551772107035,ionic
extension_CaF2_theo_mp-554355,mp-554355,CaF2,ionic,extension,True,0.24025145999999964,P4/mmm,False,,0.059082499999999996,Ca-F,-0.54395125,Ca-F,False,0.059082499999999996,-0.54395125,0.1286422342372317,ionic
extension_CaN6_mp-656097,mp-656097,CaN6,,extension,True,0.07920592142857252,C2,False,-0.19476508821428645,1.8851525000000002,N-N,-17.79871625,N-N,True,1.8851525000000002,-17.79871625,,mixed
extension_CaN6_mp-676,mp-676,CaN6,,extension,False,0.04061298999999963,Fddd,False,-0.2333580196428581,1.8841025,N-N,-18.14513875,N-N,True,1.8841025,-18.14513875,,mixed
extension_CaN_mp-1058549,mp-1058549,CaN,,extension,False,0.39816828843749974,Fm-3m,True,,0.12009000000000002,Ca-N,-0.6934366666666666,Ca-N,False,0.12009000000000002,-0.6934366666666666,0.0450365067829457,metallic
extension_CaNi_mp-1059707,mp-1059707,CaNi,metallic,extension,False,0.16564980624999937,Pm-3m,True,0.023789325000000083,0.06775333333333333,Ni-Ni,-0.19104625000000003,Ca-Ni,False,0.06775333333333333,-0.19104625000000003,,metallic
extension_CaO_exp_mp-1079707,mp-1079707,CaO,ionic,extension,False,0.20976985500000023,Cmce,False,,0.10080799999999998,Ca-O,-0.5792775000000001,Ca-O,False,0.10080799999999998,-0.5792775000000001,0.1805417353447403,ionic
extension_CaO_mp-2605,mp-2605,CaO,ionic,extension,False,0.0,Fm-3m,False,,0.11434166666666667,Ca-O,-0.7028033333333332,Ca-O,False,0.11434166666666667,-0.7028033333333332,0.089737541514447,ionic
extension_CaO_theo_mp-1181903,mp-1181903,CaO,,extension,True,2.7281320512499994,Fd-3m,True,,0.07251833333333334,Ca-Ca,-0.551605,Ca-Ca,False,0.07251833333333334,-0.551605,0.1864773489456609,metallic
extension_Ca_mp-21,mp-21,Ca,,extension,False,0.0056160399999996,Im-3m,True,,0.0025300000000000006,Ca-Ca,-0.030427500000000003,Ca-Ca,False,0.0025300000000000006,-0.030427500000000003,3.2205579189057167,metallic
extension_CdIn3_mp-1183674,mp-1183674,CdIn3,metallic,extension,True,0.06416026750000015,Fm-3m,True,0.06416026750000015,0.24171875000000004,Cd-In,-1.4735175,Cd-In,False,0.24171875000000004,-1.4735175,,metallic
extension_CdP4_mp-7904,mp-7904,CdP4,covalent,extension,False,0.0,P2_1/c,False,-0.12074253238095167,0.9223180000000001,P-P,-5.1380490000000005,P-P,True,0.9223180000000001,-5.1380490000000005,,mixed
extension_CdSb3_mp-1183739,mp-1183739,CdSb3,metallic,extension,True,0.13193314687499935,P6_3/mmc,True,0.08399822218749975,0.2091308333333333,Cd-Sb,-1.18030375,Cd-Sb,False,0.2091308333333333,-1.18030375,,metallic
extension_Cd_mp-94,mp-94,Cd,,extension,False,0.0,P6_3/mmc,True,,0.2423261111111111,Cd-Cd,-1.6119283333333332,Cd-Cd,False,0.2423261111111111,-1.6119283333333332,0.0,metallic
extension_Cdiamond_mp-66,mp-66,C,covalent,extension,False,0.11226490000000133,Fd-3m,False,,0.94974,C-C,-9.6601875,C-C,False,0.94974,-9.6601875,0.0,covalent
extension_Cgraphite_mp-48,mp-48,C,,extension,False,0.00312185499999984,P6_3/mmc,True,,1.219475,C-C,-11.538683333333333,C-C,False,1.219475,-11.538683333333333,0.0,metallic
extension_Cl_mp-22848,mp-22848,Cl2,,extension,False,0.0,Cmce,False,,0.92543,Cl-Cl,-5.57283,Cl-Cl,False,0.92543,-5.57283,0.4555134754613969,covalent
extension_Clonsdaleite_mp-47,mp-47,C,covalent,extension,False,0.13947721750000142,P6_3/mmc,False,,0.948215,C-C,-9.78315125,C-C,False,0.948215,-9.78315125,3.652208515718264e-05,covalent
extension_CoGe_mp-21237,mp-21237,CoGe,metallic,extension,False,0.0,C2/m,True,-0.07247457375000188,0.4260553846153846,Co-Ge,-2.9354019230769235,Co-Ge,False,0.4260553846153846,-2.9354019230769235,,metallic
extension_CoRe_mp-1225995,mp-1225995,CoRe,metallic,extension,True,0.1217252000000002,P-6m2,True,0.11845653291666736,0.36114333333333337,Co-Co,-2.2350333333333334,Co-Co,False,0.36114333333333337,-2.2350333333333334,,metallic
extension_CoSn_mp-20536,mp-20536,CoSn,metallic,extension,False,0.0,P6/mmm,True,-0.09587967583333305,0.4900333333333333,Co-Co,-2.776411111111111,Co-Sn,False,0.4900333333333333,-2.776411111111111,,metallic
extension_Co_mp-102,mp-102,Co,,extension,False,0.0,Fm-3m,True,,0.26800666666666667,Co-Co,-1.9149649999999998,Co-Co,False,0.26800666666666667,-1.9149649999999998,0.0189058031096303,metallic
extension_Cr5Si3_mp-7506,mp-7506,Cr5Si3,metallic,extension,False,0.05473733324999941,I4/mcm,True,-0.12199586687500208,0.403105,Si-Si,-3.18312,Si-Si,False,0.403105,-3.18312,,metallic
extension_CrRe3_mp-1183703,mp-1183703,CrRe3,metallic,extension,True,0.13309992375000235,Pm-3m,True,0.13309992375000235,0.33579416666666667,Re-Re,-1.4730091666666665,Re-Re,False,0.33579416666666667,-1.4730091666666665,,metallic
extension_CrW_mp-1226162,mp-1226162,CrW,metallic,extension,True,0.12119496999999768,Cmmm,True,0.12119496999999768,0.5826566666666667,W-W,-3.445486666666667,W-W,True,0.5826566666666667,-3.445486666666667,,metallic
extension_Cr_mp-90,mp-90,Cr,,extension,False,0.0,Im-3m,True,,0.24870750000000003,Cr-Cr,-0.6244795000000001,Cr-Cr,False,0.24870750000000003,-0.6244795000000001,0.0114713212369026,metallic
extension_Cs2S_exp_mp-1077814,mp-1077814,Cs2S,,extension,False,0.06672482000000102,P6_3/mmc,False,,0.08043428571428571,Cs-Cs,-1.0010514285714287,Cs-Cs,False,0.08043428571428571,-1.0010514285714287,0.0682014497109384,ionic
extension_CsCl_exp_mp-573697,mp-573697,CsCl,ionic,extension,False,0.007141250000000099,Fm-3m,False,,0.059480000000000005,Cl-Cs,-0.34531500000000004,Cl-Cs,False,0.059480000000000005,-0.34531500000000004,0.0489995234126777,ionic
extension_CsF_exp_mp-8455,mp-8455,CsF,ionic,extension,False,0.10877166999999943,Pm-3m,False,,0.12238666666666669,Cs-Cs,-1.510206666666667,Cs-Cs,False,0.12238666666666669,-1.510206666666667,0.0523169472813578,ionic
extension_CsN3_exp_mp-510557,mp-510557,CsN3,,extension,False,0.0,I4/mcm,False,,1.8888,N-N,-17.762385,N-N,True,1.8888,-17.762385,0.0,mixed
extension_CsN3_mp-1225892,mp-1225892,CsN3,,extension,True,0.011297812499998727,P4/mmm,False,-0.20555697781250082,1.8982700000000001,N-N,-17.572515,N-N,True,1.8982700000000001,-17.572515,,mixed
extension_CsN3_mp-510557,mp-510557,CsN3,,extension,False,0.0,I4/mcm,False,-0.21685479031249955,1.8888,N-N,-17.762385,N-N,True,1.8888,-17.762385,,mixed
extension_CsN3_theo_mp-1225892,mp-1225892,CsN3,,extension,True,0.011297812499998727,P4/mmm,False,,1.8982700000000001,N-N,-17.572515,N-N,True,1.8982700000000001,-17.572515,0.0,mixed
extension_CsO2_exp_mp-1441,mp-1441,CsO2,,extension,False,0.03485998833333248,I4/mmm,True,,1.0941999999999998,O-O,-11.46266,O-O,True,1.0941999999999998,-11.46266,0.1142625631868131,metallic
extension_CsO2_theo_mp-1096936,mp-1096936,CsO2,,extension,True,0.0940473483333335,Cmmm,True,,1.12984,O-O,-11.05564,O-O,True,1.12984,-11.05564,0.1196634679411883,metallic
extension_CsP7_exp_mp-1201790,mp-1201790,CsP7,,extension,False,0.0,Pbcm,False,,0.93427325,P-P,-4.9186295,P-P,True,0.93427325,-4.9186295,0.006222442139476,mixed
extension_CsP7_mp-1201790,mp-1201790,CsP7,,extension,False,0.0,Pbcm,False,-0.24634146729166595,0.93427325,P-P,-4.91862975,P-P,True,0.93427325,-4.91862975,,mixed
extension_CsP7_mp-1213206,mp-1213206,CsP7,,extension,True,8.425187500016307e-05,Pca2_1,False,-0.2462572154166658,0.93356375,P-P,-4.931817250000001,P-P,True,0.93356375,-4.931817250000001,,mixed
extension_CsP7_theo_mp-1213206,mp-1213206,CsP7,,extension,True,8.425187500016307e-05,Pca2_1,False,,0.93356375,P-P,-4.931817250000001,P-P,True,0.93356375,-4.931817250000001,0.0063672492039103,mixed
extension_CsRb_mp-1225895,mp-1225895,CsRb,metallic,extension,True,0.03448047142241284,Cmmm,True,0.03448047142241284,0.06276999999999999,Cs-Rb,-0.16283999999999998,Cs-Cs,False,0.06276999999999999,-0.16283999999999998,,metallic
extension_Cs_mp-1,mp-1,Cs,,extension,False,0.019341450000002425,Im-3m,True,,0.0556275,Cs-Cs,-0.123,Cs-Cs,False,0.0556275,-0.123,0.1696309290128476,metallic
extension_Cu2S_mp-12087,mp-12087,Cu2S,,extension,False,0.09426421770833393,Fm-3m,True,-0.11781005802083182,0.14947375,Cu-S,-0.9496149999999999,Cu-S,False,0.14947375,-0.9496149999999999,,metallic
extension_Cu2S_mp-553942,mp-553942,Cu2S,,extension,False,0.23845627437500028,P6_3/mmc,True,0.026381998645833942,0.08300214285714287,Cu-S,-0.4779167857142858,Cu-S,False,0.08300214285714287,-0.4779167857142858,,metallic
