compound_id,mp_id,formula,family,bond_type,is_metal,theoretical,energy_above_hull_eV_per_atom,reaction_string,delta_icohp_total,delta_icohp_per_atom
exp_metastable_MgCl2_mp-570259,mp-570259,MgCl2,exp_metastable,,,False,0.0006391266666669893,MgCl2 -> Mg + Cl2,-0.4634999999999998,-0.15449999999999994
exp_metastable_MgH2_mp-23711,mp-23711,MgH2,exp_metastable,,,False,0.0018755891666670799,MgH2 -> Mg + H2,5.292710000000017,0.4410591666666681
exp_metastable_MgPd3_mp-7753,mp-7753,MgPd3,exp_metastable,,,False,0.01137175124999068,MgPd3 -> Mg + 3 Pd,22.39867999999998,5.599669999999995
exp_metastable_Mo3Se4_mp-21021,mp-21021,Mo3Se4,exp_metastable,,,False,0.06087143499999925,0.3333 Mo3Se4 -> Mo + 1.333 Se,39.33515000000001,2.8096535714285724
exp_metastable_NaN3_mp-1066400,mp-1066400,NaN3,exp_metastable,,,False,0.0029249474999994973,NaN3 -> Na + 1.5 N2,7.196615000000058,1.7991537500000145
exp_metastable_Nb2O5_mp-1595,mp-1595,Nb2O5,exp_metastable,,,False,0.007537548265307947,0.5 Nb2O5 -> Nb + 1.25 O2,14.482328750000079,2.068904107142868
exp_metastable_NiB_mp-14019,mp-14019,NiB,exp_metastable,,,False,0.0018463106250017347,NiB -> Ni + B,3.2368733333333424,0.8092183333333356
exp_metastable_NiHg4_mp-570835,mp-570835,NiHg4,exp_metastable,,,False,0.01705295800000073,NiHg4 -> Ni + 4 Hg,1.8045933333333366,0.36091866666666733
exp_metastable_NiS_mp-1547,mp-1547,NiS,exp_metastable,,,False,0.014181840833332515,NiS -> Ni + S,6.885729374999993,1.1476215624999988
exp_metastable_PS_mp-612,mp-612,PS,exp_metastable,,,False,0.026489451484373205,PS -> P + S,0.4068169047618255,0.025426056547614095
exp_metastable_PbAu2_mp-19871,mp-19871,PbAu2,exp_metastable,,,False,0.004742635416668861,PbAu2 -> Pb + 2 Au,65.65555000000009,10.942591666666681
exp_metastable_PbSe_mp-22009,mp-22009,PbSe,exp_metastable,,,False,0.07310882999999535,PbSe -> Pb + Se,11.809650000000008,2.952412500000002
exp_metastable_Rb2Hg7_mp-31474,mp-31474,Rb2Hg7,exp_metastable,,,False,0.00452349037037425,0.5 Rb2Hg7 -> Rb + 3.5 Hg,10.656888333333384,1.1840987037037094
exp_metastable_Re3Ge7_mp-29141,mp-29141,Re3Ge7,exp_metastable,,,False,0.012616640750003683,0.3333 Re3Ge7 -> Re + 2.333 Ge,4.913719999999898,0.2456859999999949
exp_metastable_SiO2_mp-546794,mp-546794,SiO2,exp_metastable,,,False,0.005647450555557043,SiO2 -> Si + O2,-12.85172499999996,-2.1419541666666597
exp_metastable_SiRh_mp-2287,mp-2287,SiRh,exp_metastable,,,False,0.02456185499999819,SiRh -> Si + Rh,8.30537000000001,1.0381712500000013
exp_metastable_SiS2_mp-1095294,mp-1095294,SiS2,exp_metastable,,,False,0.003013171666665926,SiS2 -> Si + 2 S,-11.952554999999919,-0.9960462499999932
exp_metastable_Sn7Ir5_mp-20466,mp-20466,Sn7Ir5,exp_metastable,,,False,0.002421364999996456,0.1429 Sn7Ir5 -> Sn + 0.7143 Ir,83.68484999999987,6.973737499999989
exp_metastable_Sr2As_mp-15697,mp-15697,Sr2As,exp_metastable,,,False,0.08000544425926037,0.5 Sr2As -> Sr + 0.5 As,4.0013900000000255,0.6668983333333376
exp_metastable_Sr5Sn3_mp-17720,mp-17720,Sr5Sn3,exp_metastable,,,False,0.003021452500000521,0.2 Sr5Sn3 -> Sr + 0.6 Sn,35.164369999999955,2.197773124999997
exp_metastable_SrAl2_mp-1638,mp-1638,SrAl2,exp_metastable,,,False,0.013571949999999333,SrAl2 -> Sr + 2 Al,43.93181,7.321968333333333
exp_metastable_Ta7Co6_mp-1104548,mp-1104548,Ta7Co6,exp_metastable,,,False,0.0014632612820477675,0.1429 Ta7Co6 -> Ta + 0.8571 Co,122.28420999999992,9.406477692307686
exp_metastable_Te2Au_mp-567525,mp-567525,Te2Au,exp_metastable,,,False,0.027432493333336083,0.5 Te2Au -> Te + 0.5 Au,6.6925033333333594,2.230834444444453
exp_metastable_Te2Ir_mp-1551,mp-1551,Te2Ir,exp_metastable,,,False,0.0030421406944398655,0.5 Te2Ir -> Te + 0.5 Ir,18.269080000000002,2.0298977777777782
exp_metastable_Ti3Ge_mp-1189044,mp-1189044,Ti3Ge,exp_metastable,,,False,0.013003969652777059,0.3333 Ti3Ge -> Ti + 0.3333 Ge,21.784990000000093,1.3615618750000058
exp_metastable_Y2O3_mp-558573,mp-558573,Y2O3,exp_metastable,,,False,0.03422779625000061,0.5 Y2O3 -> Y + 0.75 O2,-17.144416250000006,-1.1429610833333337
exp_metastable_ZnAg_mp-1912,mp-1912,ZnAg,exp_metastable,,,False,0.011211470555556602,ZnAg -> Zn + Ag,9.156515000000002,4.578257500000001
exp_metastable_ZrBr_mp-1065846,mp-1065846,ZrBr,exp_metastable,,,False,0.0007946975000017176,ZrBr -> Zr + Br,0.9956000000000316,0.2489000000000079
exp_metastable_ZrGa3_mp-30685,mp-30685,ZrGa3,exp_metastable,,,False,0.013019501250001397,ZrGa3 -> Zr + 3 Ga,-4.8990525000000105,-1.2247631250000026
exp_metastable_ZrRh_mp-2808,mp-2808,ZrRh,exp_metastable,,,False,0.08393397999999763,ZrRh -> Zr + Rh,2.3122150000000232,1.1561075000000116
exp_stable_As2S3_mp-1189572,mp-1189572,As2S3,exp_stable,,,False,0.0,0.5 As2S3 -> As + 1.5 S,6.127967499999983,0.3063983749999991
exp_stable_AsF3_mp-28027,mp-28027,AsF3,exp_stable,,,False,0.0,AsF3 -> As + 1.5 F2,-14.325110000000095,-0.8953193750000059
exp_stable_BI3_mp-23189,mp-23189,BI3,exp_stable,,,False,0.0,BI3 -> B + 3 I,-0.004756666666636988,-0.0005945833333296235
exp_stable_BW_mp-7832,mp-7832,BW,exp_stable,,,False,0.0,BW -> B + W,60.366356666666775,7.545794583333347
exp_stable_BaAu2_mp-30363,mp-30363,BaAu2,exp_stable,,,False,0.0,BaAu2 -> Ba + 2 Au,26.217710000000036,8.73923666666668
exp_stable_BaCl2_mp-568662,mp-568662,BaCl2,exp_stable,,,False,0.0,BaCl2 -> Ba + Cl2,0.3810100000000034,0.12700333333333447
exp_stable_BaH2_mp-23715,mp-23715,BaH2,exp_stable,,,False,0.0,BaH2 -> Ba + H2,5.922340000000009,0.49352833333333407
exp_stable_Be2Cu_mp-2031,mp-2031,Be2Cu,exp_stable,,,False,0.0,0.5 Be2Cu -> Be + 0.5 Cu,6.81375000000002,1.1356250000000034
exp_stable_Be2Nb3_mp-11272,mp-11272,Be2Nb3,exp_stable,,,False,0.0,0.5 Be2Nb3 -> Be + 1.5 Nb,56.16182000000012,5.616182000000012
exp_stable_Be2V_mp-11281,mp-11281,Be2V,exp_stable,,,False,0.0,0.5 Be2V -> Be + 0.5 V,36.0255600000002,3.0021300000000166
exp_stable_CaAl4_mp-1749,mp-1749,CaAl4,exp_stable,,,False,0.0,CaAl4 -> Ca + 4 Al,44.904369999999986,8.980873999999996
exp_stable_CaSn_mp-2450,mp-2450,CaSn,exp_stable,,,False,0.0,CaSn -> Ca + Sn,10.227590000000006,2.5568975000000016
exp_stable_CdPd_mp-1696,mp-1696,CdPd,exp_stable,,,False,0.0,CdPd -> Cd + Pd,24.679710000000014,6.169927500000004
exp_stable_CoB_mp-20857,mp-20857,CoB,exp_stable,,,False,0.0,CoB -> Co + B,38.02745666666662,4.753432083333328
exp_stable_Cs2As3_mp-15557,mp-15557,Cs2As3,exp_stable,,,False,0.0,0.5 Cs2As3 -> Cs + 1.5 As,1.3861200000000409,0.1386120000000041
exp_stable_FeS_mp-505531,mp-505531,FeS,exp_stable,,,False,0.0,FeS -> Fe + S,-0.7331337500000146,-0.18328343750000364
exp_stable_Ge2Os_mp-10032,mp-10032,Ge2Os,exp_stable,,,False,0.0,0.5 Ge2Os -> Ge + 0.5 Os,-1.0690200000000019,-0.1781700000000003
exp_stable_HfTc2_mp-1095669,mp-1095669,HfTc2,exp_stable,,,False,0.0,HfTc2 -> Hf + 2 Tc,43.10261000000003,3.5918841666666688
exp_stable_Hg4Pt_mp-936,mp-936,Hg4Pt,exp_stable,,,False,0.0,0.25 Hg4Pt -> Hg + 0.25 Pt,12.953843333333317,2.5907686666666634
exp_stable_HgF2_mp-8177,mp-8177,HgF2,exp_stable,,,False,0.0,HgF2 -> Hg + F2,-2.952206666666676,-0.984068888888892
exp_stable_InBr_mp-22870,mp-22870,InBr,exp_stable,,,False,0.0,InBr -> In + Br,15.982190000000031,3.995547500000008
exp_stable_KI_mp-22898,mp-22898,KI,exp_stable,,,False,0.0,KI -> K + I,-1.0996149999999982,-0.5498074999999991
exp_stable_KN3_mp-827,mp-827,KN3,exp_stable,,,False,0.0,KN3 -> K + 1.5 N2,14.97419000000005,1.8717737500000062
exp_stable_Li2Se_mp-2286,mp-2286,Li2Se,exp_stable,,,False,0.0,0.5 Li2Se -> Li + 0.5 Se,-7.2650266666666745,-2.421675555555558
exp_stable_LiB_mp-1001835,mp-1001835,LiB,exp_stable,,,False,0.0,LiB -> Li + B,3.6185366666666994,0.9046341666666748
exp_stable_Mg2Ni_mp-2137,mp-2137,Mg2Ni,exp_stable,,,False,0.0,0.5 Mg2Ni -> Mg + 0.5 Ni,25.029999999999994,1.3905555555555553
exp_stable_MgP4_mp-384,mp-384,MgP4,exp_stable,,,False,0.0,MgP4 -> Mg + 4 P,1.067631904761896,0.10676319047618961
exp_stable_MnAl12_mp-1104165,mp-1104165,MnAl12,exp_stable,,,False,0.0,MnAl12 -> Mn + 12 Al,106.27197620689655,8.174767400530504
exp_stable_MoSe2_mp-1634,mp-1634,MoSe2,exp_stable,,,False,0.0,MoSe2 -> Mo + 2 Se,5.68490000000002,0.9474833333333367
exp_stable_NaS_mp-2400,mp-2400,NaS,exp_stable,,,False,0.0,NaS -> Na + S,3.9621325000000027,0.49526656250000034
exp_stable_Nb3Ir_mp-1458,mp-1458,Nb3Ir,exp_stable,,,False,0.0,0.3333 Nb3Ir -> Nb + 0.3333 Ir,80.97848999999997,10.122311249999996
exp_stable_NbGa3_mp-1973,mp-1973,NbGa3,exp_stable,,,False,0.0,NbGa3 -> Nb + 3 Ga,3.0292725000000047,0.7573181250000012
exp_stable_PI2_mp-29443,mp-29443,PI2,exp_stable,,,False,0.0,PI2 -> P + 2 I,0.5140254761905183,0.08567091269841971
exp_stable_PbSe_mp-2201,mp-2201,PbSe,exp_stable,,,False,0.0,PbSe -> Pb + Se,4.96356000000001,2.481780000000005
exp_stable_RbI_mp-22903,mp-22903,RbI,exp_stable,,,False,0.0,RbI -> Rb + I,-1.6384774999999987,-0.8192387499999993
exp_stable_Sc5Ge3_mp-17190,mp-17190,Sc5Ge3,exp_stable,,,False,0.0,0.2 Sc5Ge3 -> Sc + 0.6 Ge,8.400039999999862,0.5250024999999914
exp_stable_ScAg2_mp-1018128,mp-1018128,ScAg2,exp_stable,,,False,0.0,ScAg2 -> Sc + 2 Ag,8.052505000000018,2.6841683333333393
exp_stable_ScTe_mp-10026,mp-10026,ScTe,exp_stable,,,False,0.0,ScTe -> Sc + Te,-3.6080966666666683,-0.9020241666666671
exp_stable_SnPt_mp-19856,mp-19856,SnPt,exp_stable,,,False,0.0,SnPt -> Sn + Pt,20.721320000000034,5.1803300000000085
exp_stable_SrO2_mp-2697,mp-2697,SrO2,exp_stable,,,False,0.0,SrO2 -> Sr + O2,2.5626125000000126,0.8542041666666709
exp_stable_SrSi_mp-2661,mp-2661,SrSi,exp_stable,,,False,0.0,SrSi -> Sr + Si,5.365820000000015,1.3414550000000038
exp_stable_Ta5Ge3_mp-17593,mp-17593,Ta5Ge3,exp_stable,,,False,0.0,0.2 Ta5Ge3 -> Ta + 0.6 Ge,81.38890999999998,5.086806874999999
exp_stable_TaP_mp-1067587,mp-1067587,TaP,exp_stable,,,False,0.0,TaP -> Ta + P,9.092725476190502,2.2731813690476255
exp_stable_TaSb2_mp-11697,mp-11697,TaSb2,exp_stable,,,False,0.0,TaSb2 -> Ta + 2 Sb,10.708130000000054,1.7846883333333423
exp_stable_Te2Pd_mp-782,mp-782,Te2Pd,exp_stable,,,False,0.0,0.5 Te2Pd -> Te + 0.5 Pd,-4.134386666666661,-1.378128888888887
exp_stable_Te2Ru_mp-267,mp-267,Te2Ru,exp_stable,,,False,0.0,0.5 Te2Ru -> Te + 0.5 Ru,-3.9416333333333498,-0.6569388888888916
exp_stable_TeO2_mp-8377,mp-8377,TeO2,exp_stable,,,False,0.0,TeO2 -> Te + O2,1.7868466666665483,0.14890388888887904
exp_stable_Ti3In_mp-866046,mp-866046,Ti3In,exp_stable,,,False,0.0,0.3333 Ti3In -> Ti + 0.3333 In,20.773649999999996,2.5967062499999995
exp_stable_Ti3Pt_mp-2339,mp-2339,Ti3Pt,exp_stable,,,False,0.0,0.3333 Ti3Pt -> Ti + 0.3333 Pt,29.123690000000025,3.640461250000003
exp_stable_TiBe12_mp-1104067,mp-1104067,TiBe12,exp_stable,,,False,0.0,TiBe12 -> Ti + 12 Be,22.65128500000003,1.7424065384615408
exp_stable_TiNi_mp-1048,mp-1048,TiNi,exp_stable,,,False,0.0,TiNi -> Ti + Ni,6.355820000000012,1.588955000000003
exp_stable_TiO_mp-1071163,mp-1071163,TiO,exp_stable,,,False,0.0,TiO -> Ti + 0.5 O2,0.8467762500001115,0.14112937500001857
exp_stable_TiSi2_mp-1077503,mp-1077503,TiSi2,exp_stable,,,False,0.0,TiSi2 -> Ti + 2 Si,-5.280969999999996,-0.8801616666666661
exp_stable_TlCl_mp-571079,mp-571079,TlCl,exp_stable,,,False,0.0,TlCl -> Tl + 0.5 Cl2,9.186970000000015,2.2967425000000037
exp_stable_VNi2_mp-11531,mp-11531,VNi2,exp_stable,,,False,0.0,VNi2 -> V + 2 Ni,9.314180000000007,3.1047266666666693
exp_stable_WO2_mp-1524394,mp-1524394,WO2,exp_stable,,,False,0.0,WO2 -> W + O2,55.16779000000028,4.597315833333357
exp_stable_Zr2Au_mp-2348,mp-2348,Zr2Au,exp_stable,,,False,0.0,0.5 Zr2Au -> Zr + 0.5 Au,6.537570000000038,2.1791900000000126
exp_stable_Zr5Pb3_mp-681992,mp-681992,Zr5Pb3,exp_stable,,,False,0.0,0.2 Zr5Pb3 -> Zr + 0.6 Pb,37.36045000000016,2.33502812500001
exp_stable_ZrMo2_mp-2049,mp-2049,ZrMo2,exp_stable,,,False,0.0,ZrMo2 -> Zr + 2 Mo,41.217390000000044,6.869565000000008
extension_AgN_anchor_mp-1091417,mp-1091417,AgN,extension,,True,False,1.5201297641666667,AgN -> Ag + 0.5 N2,60.700130000000215,7.587516250000027
extension_AgN_poly_mp-1009766,mp-1009766,AgN,extension,,True,True,1.5494896491666665,AgN -> Ag + 0.5 N2,12.991315000000036,6.495657500000018
extension_AgN_poly_mp-1424734,mp-1424734,AgN,extension,,True,True,1.9196186741666672,AgN -> Ag + 0.5 N2,32.36284000000006,8.090710000000016
extension_AgN_poly_mp-1428312,mp-1428312,AgN,extension,,True,True,1.6518583891666676,AgN -> Ag + 0.5 N2,10.711745000000047,5.355872500000023
extension_Ba5P4_exp_mp-17566,mp-17566,Ba5P4,extension,,False,False,3.472888887223746e-05,0.2 Ba5P4 -> Ba + 0.8 P,34.52278380952373,0.9589662169312148
extension_BaCl2_exp_mp-23199,mp-23199,BaCl2,extension,ionic,False,False,0.006785772499999787,BaCl2 -> Ba + Cl2,2.6927899999999845,0.22439916666666537
extension_BaF3_exp_mp-1080821,mp-1080821,BaF3,extension,ionic,False,False,0.0,BaF3 -> Ba + 1.5 F2,6.94371999999999,0.8679649999999988
extension_BaF3_theo_mp-1183303,mp-1183303,BaF3,extension,,True,True,0.061207927499999926,BaF3 -> Ba + 1.5 F2,0.9973899999999922,0.24934749999999806
extension_BaN2_exp_mp-1102371,mp-1102371,BaN2,extension,,True,False,2.056778179166667,BaN2 -> Ba + N2,103.49814000000012,8.62484500000001
extension_BaO_exp_mp-1008500,mp-1008500,BaO,extension,ionic,False,False,0.01888829749999843,BaO -> Ba + 0.5 O2,1.288457500000007,0.32211437500000173
extension_BaO_theo_mp-1950989,mp-1950989,BaO,extension,ionic,False,True,0.04343597749999972,BaO -> Ba + 0.5 O2,6.451647500000011,1.6129118750000027
extension_BaS3_exp_mp-556296,mp-556296,BaS3,extension,,False,False,0.04356796437499888,BaS3 -> Ba + 3 S,9.972767499999932,0.6232979687499958
extension_Be3N2_exp_mp-18337,mp-18337,Be3N2,extension,,False,False,0.0,0.3333 Be3N2 -> Be + 0.3333 N2,2.985349999999812,0.07463374999999531
extension_Be3N2_theo_mp-1017550,mp-1017550,Be3N2,extension,,False,True,0.20808621349999967,0.3333 Be3N2 -> Be + 0.3333 N2,-1.980217500000009,-0.3960435000000018
extension_Be3P2_exp_mp-567841,mp-567841,Be3P2,extension,,False,False,0.0,0.3333 Be3P2 -> Be + 0.6667 P,8.44261380952446,0.2110653452381115
extension_Be3P2_theo_mp-1084771,mp-1084771,Be3P2,extension,,False,True,0.15672523674999983,0.3333 Be3P2 -> Be + 0.6667 P,1.7951959523811354,0.17951959523811353
extension_BeCl2_exp_mp-23267,mp-23267,BeCl2,extension,ionic,False,False,0.008707515833333623,BeCl2 -> Be + Cl2,-10.92223499999998,-1.8203724999999966
extension_BeCl2_theo_mp-1172909,mp-1172909,BeCl2,extension,ionic,False,True,3.1687985972222217,BeCl2 -> Be + Cl2,208.10443000000015,5.7806786111111155
extension_BeF2_exp_mp-15951,mp-15951,BeF2,extension,ionic,False,False,0.00039670611111120024,BeF2 -> Be + F2,-28.362617499999786,-3.151401944444421
extension_BeF2_theo_mp-975644,mp-975644,BeF2,extension,,True,True,2.518145377222223,BeF2 -> Be + F2,2.0446774999999526,0.6815591666666508
extension_BeO_exp_mp-7599,mp-7599,BeO,extension,ionic,False,False,0.015346631250000797,BeO -> Be + 0.5 O2,-22.290815000000066,-2.7863518750000082
extension_BeO_theo_mp-1778,mp-1778,BeO,extension,ionic,False,True,0.006973667500000502,BeO -> Be + 0.5 O2,-8.878218749999956,-4.439109374999978
extension_C3N4_anchor_mp-571653,mp-571653,C3N4,extension,covalent,False,False,0.4981181882142849,0.3333 C3N4 -> C + 0.6667 N2,-7.845724999999916,-1.120817857142845
extension_C3N4_poly_mp-1182484,mp-1182484,C3N4,extension,covalent,False,True,0.5848164510714273,0.3333 C3N4 -> C + 0.6667 N2,50.95869000000016,3.63990642857144
extension_C3N4_poly_mp-2852,mp-2852,C3N4,extension,covalent,False,True,0.5033424574999987,0.3333 C3N4 -> C + 0.6667 N2,-25.83890000000028,-1.8456357142857343
extension_C3N4_poly_mp-563,mp-563,C3N4,extension,covalent,False,True,1.5118795946428563,0.3333 C3N4 -> C + 0.6667 N2,6.2975800000000675,0.4498271428571477
extension_Ca3N2_exp_mp-1047,mp-1047,Ca3N2,extension,,False,False,0.01669766374999959,0.3333 Ca3N2 -> Ca + 0.3333 N2,44.88066000000012,4.488066000000012
extension_Ca3N2_mp-844,mp-844,Ca3N2,extension,,False,False,0.0,0.3333 Ca3N2 -> Ca + 0.3333 N2,177.49640000000056,4.437410000000014
extension_Ca3N2_theo_mp-1013524,mp-1013524,Ca3N2,extension,,True,True,0.5111703895000002,0.3333 Ca3N2 -> Ca + 0.3333 N2,22.44892000000006,4.489784000000013
extension_CaCl2_exp_mp-23214,mp-23214,CaCl2,extension,ionic,False,False,0.0011452108333331878,CaCl2 -> Ca + Cl2,1.9193799999999968,0.3198966666666661
extension_CaCl2_theo_mp-1120739,mp-1120739,CaCl2,extension,ionic,False,True,0.04218543083333426,CaCl2 -> Ca + Cl2,0.6625400000000008,0.22084666666666694
extension_CaF2_exp_mp-10464,mp-10464,CaF2,extension,ionic,False,False,0.03464170166666669,CaF2 -> Ca + F2,2.672039999999967,0.22266999999999726
extension_CaF2_theo_mp-554355,mp-554355,CaF2,extension,ionic,False,True,0.24025145999999964,CaF2 -> Ca + F2,0.5442199999999993,0.1814066666666664
extension_CaN_mp-1058549,mp-1058549,CaN,extension,,True,False,0.39816828843749974,CaN -> Ca + 0.5 N2,9.836595000000035,4.918297500000017
extension_CaO_exp_mp-1079707,mp-1079707,CaO,extension,ionic,False,False,0.20976985500000023,CaO -> Ca + 0.5 O2,17.701575000000037,2.2126968750000047
extension_CaO_mp-2605,mp-2605,CaO,extension,ionic,False,False,0.0,CaO -> Ca + 0.5 O2,1.9049437500000082,0.9524718750000041
extension_CaO_theo_mp-1181903,mp-1181903,CaO,extension,,True,True,2.7281320512499994,CaO -> Ca + 0.5 O2,23.976815000000034,2.9971018750000042
extension_Cs2S_exp_mp-1077814,mp-1077814,Cs2S,extension,,False,False,0.06672482000000102,0.5 Cs2S -> Cs + 0.5 S,-5.732433750000002,-0.9554056250000004
extension_CsCl_exp_mp-573697,mp-573697,CsCl,extension,ionic,False,False,0.007141250000000099,CsCl -> Cs + 0.5 Cl2,-1.7659649999999978,-0.8829824999999989
extension_CsF_exp_mp-8455,mp-8455,CsF,extension,ionic,False,False,0.10877166999999943,CsF -> Cs + 0.5 F2,-7.692800000000005,-3.8464000000000027
extension_CsN3_exp_mp-510557,mp-510557,CsN3,extension,,False,False,0.0,CsN3 -> Cs + 1.5 N2,18.322590000000105,2.290323750000013
extension_CsN3_theo_mp-1225892,mp-1225892,CsN3,extension,,False,True,0.011297812499998727,CsN3 -> Cs + 1.5 N2,6.665695000000035,1.6664237500000088
extension_CsO2_exp_mp-1441,mp-1441,CsO2,extension,,True,False,0.03485998833333248,CsO2 -> Cs + O2,-0.19987249999999435,-0.06662416666666478
extension_CsO2_theo_mp-1096936,mp-1096936,CsO2,extension,,True,True,0.0940473483333335,CsO2 -> Cs + O2,-2.322982500000009,-0.774327500000003
extension_CsP7_exp_mp-1201790,mp-1201790,CsP7,extension,,False,False,0.0,CsP7 -> Cs + 7 P,9.528936666666596,0.2977792708333311
extension_CsP7_theo_mp-1213206,mp-1213206,CsP7,extension,,False,True,8.425187500016307e-05,CsP7 -> Cs + 7 P,8.533346666666574,0.26666708333333045
extension_K2O_exp_mp-971,mp-971,K2O,extension,ionic,False,False,0.0,0.5 K2O -> K + 0.25 O2,2.614227500000016,0.435704583333336
extension_K2O_theo_mp-1223784,mp-1223784,K2O,extension,,True,True,0.19996455333333385,0.5 K2O -> K + 0.25 O2,4.691493750000002,1.5638312500000007
extension_K2S_exp_mp-1022,mp-1022,K2S,extension,,False,False,0.0,0.5 K2S -> K + 0.5 S,1.007753124999998,0.3359177083333327
extension_KCl_exp_mp-23289,mp-23289,KCl,extension,ionic,False,False,0.07764382000000003,KCl -> K + 0.5 Cl2,-1.5232549999999927,-0.7616274999999963
extension_KF3_exp_mp-1544557,mp-1544557,KF3,extension,ionic,False,False,0.01249103906249971,KF3 -> K + 1.5 F2,36.83634999999995,1.1511359374999985
extension_KF3_theo_mp-2749823,mp-2749823,KF3,extension,ionic,False,True,0.011928009062500244,KF3 -> K + 1.5 F2,36.816239999999986,1.1505074999999996
extension_KN2_anchor_mp-1071868,mp-1071868,KN2,extension,,True,False,1.1629511857777777,KN2 -> K + N2,20.54653000000006,3.4244216666666767
extension_KN2_poly_mp-1180757,mp-1180757,KN2,extension,,True,True,1.2293322591111107,KN2 -> K + N2,25.71886000000007,4.286476666666679
extension_KN3_theo_mp-636056,mp-636056,KN3,extension,,True,True,1.0369771337499998,KN3 -> K + 1.5 N2,47.9927000000001,5.999087500000012
extension_KP_exp_mp-1058315,mp-1058315,KP,extension,,True,False,1.008041285,KP -> K + P,4.319927738095244,2.159963869047622
extension_KP_theo_mp-1057787,mp-1057787,KP,extension,,True,True,1.0092306499999992,KP -> K + P,4.273297738095245,2.1366488690476224
extension_Li2O_exp_mp-1960,mp-1960,Li2O,extension,ionic,False,False,0.0,0.5 Li2O -> Li + 0.25 O2,-7.00976291666667,-2.33658763888889
extension_Li2O_theo_mp-755894,mp-755894,Li2O,extension,ionic,False,True,0.0843597108333336,0.5 Li2O -> Li + 0.25 O2,-23.377551666666648,-1.948129305555554
extension_Li2S_exp_mp-1125,mp-1125,Li2S,extension,,False,False,0.061509288333333245,0.5 Li2S -> Li + 0.5 S,-22.205444166666638,-1.8504536805555531
extension_Li2S_theo_mp-557142,mp-557142,Li2S,extension,,False,True,0.1749633300000002,0.5 Li2S -> Li + 0.5 S,-9.031017083333332,-1.5051695138888885
extension_Li3N_exp_mp-2341,mp-2341,Li3N,extension,,False,False,0.003927161250000033,0.3333 Li3N -> Li + 0.1667 N2,-4.932009999999963,-0.6165012499999953
extension_LiCl_exp_mp-22905,mp-22905,LiCl,extension,ionic,False,False,0.02431463874999995,LiCl -> Li + 0.5 Cl2,-22.42414333333332,-2.803017916666665
extension_LiCl_theo_mp-1185319,mp-1185319,LiCl,extension,ionic,False,True,0.0038527562499997003,LiCl -> Li + 0.5 Cl2,-10.001836666666655,-2.500459166666664
extension_LiF_exp_mp-1138,mp-1138,LiF,extension,ionic,False,False,0.0,LiF -> Li + 0.5 F2,-8.934693333333339,-4.4673466666666695
extension_LiF_theo_mp-1009009,mp-1009009,LiF,extension,ionic,False,True,0.2875420599999998,LiF -> Li + 0.5 F2,-9.02611333333331,-4.513056666666655
extension_LiP5_exp_mp-2412,mp-2412,LiP5,extension,,False,False,0.007694938690475439,LiP5 -> Li + 5 P,-21.70378857142856,-0.9043245238095233
extension_LiP5_theo_mp-32760,mp-32760,LiP5,extension,,False,True,0.09630660601190577,LiP5 -> Li + 5 P,-20.861178571428553,-0.8692157738095231
