compound_id,mp_id,formula,family,bond_type,is_metal,theoretical,energy_above_hull_eV_per_atom,reaction_string,delta_icohp_windowed_total,delta_icohp_windowed_per_atom
extension_K2O_exp_mp-971,mp-971,K2O,extension,ionic,False,False,0.0,0.5 K2O -> K + 0.25 O2,-2.9526650000000005,-0.49211083333333344
extension_K2O_theo_mp-1223784,mp-1223784,K2O,extension,,True,True,0.19996455333333385,0.5 K2O -> K + 0.25 O2,-0.9582625000000002,-0.31942083333333343
extension_K2S_exp_mp-1022,mp-1022,K2S,extension,,False,False,0.0,0.5 K2S -> K + 0.5 S,-1.2319784375000005,-0.41065947916666684
extension_KCl_exp_mp-23289,mp-23289,KCl,extension,ionic,False,False,0.07764382000000003,KCl -> K + 0.5 Cl2,-0.798640000000002,-0.399320000000001
extension_KF3_exp_mp-1544557,mp-1544557,KF3,extension,ionic,False,False,0.01249103906249971,KF3 -> K + 1.5 F2,-13.847490000000004,-0.4327340625000001
extension_KF3_theo_mp-2749823,mp-2749823,KF3,extension,ionic,False,True,0.011928009062500244,KF3 -> K + 1.5 F2,-13.911060000000028,-0.43472062500000086
extension_KN2_anchor_mp-1071868,mp-1071868,KN2,extension,,True,False,1.1629511857777777,KN2 -> K + N2,-0.24917,-0.041528333333333334
extension_KN2_poly_mp-1180757,mp-1180757,KN2,extension,,True,True,1.2293322591111107,KN2 -> K + N2,0.5250000000000006,0.08750000000000009
extension_KN3_theo_mp-636056,mp-636056,KN3,extension,,True,True,1.0369771337499998,KN3 -> K + 1.5 N2,-1.4390799999999997,-0.17988499999999996
extension_KP_exp_mp-1058315,mp-1058315,KP,extension,,True,False,1.008041285,KP -> K + P,-0.8587716666666665,-0.42938583333333324
extension_KP_theo_mp-1057787,mp-1057787,KP,extension,,True,True,1.0092306499999992,KP -> K + P,-0.9012716666666664,-0.4506358333333332
extension_Li2O_exp_mp-1960,mp-1960,Li2O,extension,ionic,False,False,0.0,0.5 Li2O -> Li + 0.25 O2,-0.5138825000000002,-0.17129416666666675
extension_Li2O_theo_mp-755894,mp-755894,Li2O,extension,ionic,False,True,0.0843597108333336,0.5 Li2O -> Li + 0.25 O2,2.4226599999999934,0.20188833333333278
extension_Li2S_exp_mp-1125,mp-1125,Li2S,extension,,False,False,0.061509288333333245,0.5 Li2S -> Li + 0.5 S,6.821586250000003,0.5684655208333336
extension_Li2S_theo_mp-557142,mp-557142,Li2S,extension,,False,True,0.1749633300000002,0.5 Li2S -> Li + 0.5 S,4.134773125000002,0.689128854166667
extension_Li3N_exp_mp-2341,mp-2341,Li3N,extension,,False,False,0.003927161250000033,0.3333 Li3N -> Li + 0.1667 N2,6.144070000000009,0.7680087500000011
extension_LiCl_exp_mp-22905,mp-22905,LiCl,extension,ionic,False,False,0.02431463874999995,LiCl -> Li + 0.5 Cl2,-1.5945399999999985,-0.19931749999999981
extension_LiCl_theo_mp-1185319,mp-1185319,LiCl,extension,ionic,False,True,0.0038527562499997003,LiCl -> Li + 0.5 Cl2,-3.1642599999999996,-0.7910649999999999
extension_LiF_exp_mp-1138,mp-1138,LiF,extension,ionic,False,False,0.0,LiF -> Li + 0.5 F2,-0.8213999999999999,-0.41069999999999995
extension_LiF_theo_mp-1009009,mp-1009009,LiF,extension,ionic,False,True,0.2875420599999998,LiF -> Li + 0.5 F2,0.88088,0.44044
extension_LiP5_exp_mp-2412,mp-2412,LiP5,extension,,False,False,0.007694938690475439,LiP5 -> Li + 5 P,4.793846666666653,0.19974361111111053
extension_LiP5_theo_mp-32760,mp-32760,LiP5,extension,,False,True,0.09630660601190577,LiP5 -> Li + 5 P,6.33029666666665,0.2637623611111104
extension_MgCl2_exp_mp-23210,mp-23210,MgCl2,extension,ionic,False,False,0.0,MgCl2 -> Mg + Cl2,-2.677000000000005,-0.297444444444445
extension_MgCl2_theo_mp-569626,mp-569626,MgCl2,extension,ionic,False,True,0.19913082333333376,MgCl2 -> Mg + Cl2,-3.420960000000004,-0.5701600000000007
extension_MgF2_exp_mp-1072956,mp-1072956,MgF2,extension,ionic,False,False,0.0024727899999996694,MgF2 -> Mg + F2,-4.987770000000004,-0.8312950000000007
extension_MgF2_theo_mp-1062842,mp-1062842,MgF2,extension,ionic,False,True,0.26364889999999974,MgF2 -> Mg + F2,-2.3263900000000017,-0.775463333333334
extension_MgO_exp_mp-549706,mp-549706,MgO,extension,ionic,False,False,0.11804199249999936,MgO -> Mg + 0.5 O2,-1.486345000000003,-0.37158625000000073
extension_MgO_theo_mp-1009127,mp-1009127,MgO,extension,ionic,False,True,0.7484379050000003,MgO -> Mg + 0.5 O2,0.6926574999999988,0.3463287499999994
extension_MgS_exp_mp-1315,mp-1315,MgS,extension,,False,False,0.0,MgS -> Mg + S,0.8544815624999996,0.4272407812499998
extension_MgS_theo_mp-13032,mp-13032,MgS,extension,,False,True,0.034344234999999834,MgS -> Mg + S,0.2988715624999998,0.1494357812499999
extension_Mn2O7_mp-28338,mp-28338,Mn2O7,extension,,False,False,0.3346113968981488,0.5 Mn2O7 -> Mn + 1.75 O2,-57.93830068965521,-0.8046986206896557
extension_MnO2_mp-510408,mp-510408,MnO2,extension,,True,False,0.04644304472222238,MnO2 -> Mn + O2,-2.879807586206898,-0.47996793103448304
extension_Na2Cl_theo_mp-1077015,mp-1077015,Na2Cl,extension,,True,True,0.23910790120689684,0.5 Na2Cl -> Na + 0.25 Cl2,-2.1819700000000006,-0.36366166666666677
extension_Na2O_exp_mp-2352,mp-2352,Na2O,extension,ionic,False,False,0.0,0.5 Na2O -> Na + 0.25 O2,-2.5597625000000006,-0.8532541666666669
extension_Na2O_theo_mp-1975297,mp-1975297,Na2O,extension,ionic,False,True,0.09812461166666742,0.5 Na2O -> Na + 0.25 O2,-4.1709950000000005,-0.6951658333333334
extension_NaN3_exp_mp-22003,mp-22003,NaN3,extension,,False,False,0.0017140024999999781,NaN3 -> Na + 1.5 N2,-1.765880000000002,-0.4414700000000005
extension_NaN3_theo_mp-1065265,mp-1065265,NaN3,extension,,False,True,1.0162235174999994,NaN3 -> Na + 1.5 N2,-1.176849999999999,-0.29421249999999977
extension_NaS_exp_mp-409,mp-409,NaS,extension,,False,False,0.002286554999999524,NaS -> Na + S,0.6489793749999992,0.05408161458333327
extension_NaS_theo_mp-1180106,mp-1180106,NaS,extension,,False,True,1.0060650862499996,NaS -> Na + S,-1.1170834375000003,-0.5585417187500001
extension_NbO_anchor_mp-2692,mp-2692,NbO,extension,,True,False,0.7887604083333315,NbO -> Nb + 0.5 O2,1.5124174999999993,0.7562087499999997
extension_NbO_poly_mp-634965,mp-634965,NbO,extension,,True,True,0.8240059083333318,NbO -> Nb + 0.5 O2,0.27079750000000047,0.13539875000000023
extension_NbP_anchor_mp-9830,mp-9830,NbP,extension,,True,False,0.6020631175000002,NbP -> Nb + P,2.5191966666666685,0.6297991666666671
extension_NbP_poly_mp-1220317,mp-1220317,NbP,extension,,True,True,0.6208620024999991,NbP -> Nb + P,2.016838333333334,1.008419166666667
extension_OsC_anchor_mp-7142,mp-7142,OsC,extension,,True,False,0.9160852612500001,OsC -> Os + C,0.4382049999999996,0.2191024999999998
extension_OsC_poly_mp-1009537,mp-1009537,OsC,extension,,True,True,1.4795162512500006,OsC -> Os + C,0.5605250000000007,0.28026250000000036
extension_OsC_poly_mp-1009539,mp-1009539,OsC,extension,,True,True,1.3918186662499998,OsC -> Os + C,1.4649350000000019,0.7324675000000009
extension_OsC_poly_mp-999308,mp-999308,OsC,extension,,True,True,0.9277737837499984,OsC -> Os + C,1.4248599999999996,0.3562149999999999
extension_PbN6_mp-667338,mp-667338,PbN6,extension,covalent,False,False,0.10931083119047358,PbN6 -> Pb + 3 N2,-33.21948000000001,-0.39547000000000015
extension_Rb2O_exp_mp-1394,mp-1394,Rb2O,extension,ionic,False,False,0.0031695866666665573,0.5 Rb2O -> Rb + 0.25 O2,-1.7396750000000005,-0.2899458333333334
extension_Rb2O_theo_mp-2023482,mp-2023482,Rb2O,extension,ionic,False,True,0.047853428888886995,0.5 Rb2O -> Rb + 0.25 O2,-2.4460275000000005,-0.27178083333333336
extension_RbCl_exp_mp-23299,mp-23299,RbCl,extension,ionic,False,False,0.02977404000000128,RbCl -> Rb + 0.5 Cl2,-1.1424100000000021,-0.5712050000000011
extension_RbF_exp_mp-2064,mp-2064,RbF,extension,ionic,False,False,0.05158332500000107,RbF -> Rb + 0.5 F2,-1.3246300000000024,-0.6623150000000012
extension_RbF_theo_mp-11718,mp-11718,RbF,extension,ionic,False,True,0.0,RbF -> Rb + 0.5 F2,-1.5322300000000024,-0.7661150000000012
extension_RbN3_exp_mp-581833,mp-581833,RbN3,extension,,False,False,0.019336026250000415,RbN3 -> Rb + 1.5 N2,-2.079284999999999,-0.5198212499999998
extension_RbN3_theo_mp-1219567,mp-1219567,RbN3,extension,,False,True,0.79660387875,RbN3 -> Rb + 1.5 N2,-0.107815,-0.02695375
extension_RbP_exp_mp-1179688,mp-1179688,RbP,extension,,True,False,0.9878872979166671,RbP -> Rb + P,-0.7894816666666666,-0.3947408333333333
extension_RbP_theo_mp-1058499,mp-1058499,RbP,extension,,True,True,0.9881531929166671,RbP -> Rb + P,-0.8236316666666664,-0.4118158333333332
extension_RbS_exp_mp-558071,mp-558071,RbS,extension,,False,False,0.0018650299999998232,RbS -> Rb + S,1.1243031249999988,0.2810757812499997
extension_RbS_theo_mp-1179684,mp-1179684,RbS,extension,,False,True,0.9974513208333313,RbS -> Rb + S,-0.5781284375000003,-0.28906421875000016
extension_ReC_anchor_mp-1079494,mp-1079494,ReC,extension,,True,False,0.636191904375,ReC -> Re + C,1.2049699999999968,0.1506212499999996
extension_ReC_poly_mp-1009731,mp-1009731,ReC,extension,,True,True,1.1149929443750004,ReC -> Re + C,0.12398000000000059,0.061990000000000295
extension_RuC_anchor_mp-10030,mp-10030,RuC,extension,,True,False,0.6494276712500024,RuC -> Ru + C,0.15948499999999854,0.07974249999999927
extension_RuC_poly_mp-1009787,mp-1009787,RuC,extension,,True,True,0.9096720512499985,RuC -> Ru + C,1.0715549999999978,0.5357774999999989
extension_SN_anchor_mp-236,mp-236,SN,extension,covalent,False,False,0.5086555859375004,SN -> S + 0.5 N2,-0.16938375000000372,-0.021172968750000465
extension_SN_poly_mp-1078816,mp-1078816,SN,extension,,True,True,0.8090262296875004,SN -> S + 0.5 N2,-1.0669837500000061,-0.13337296875000076
extension_SN_poly_mp-1173453,mp-1173453,SN,extension,,True,True,0.7225484081597227,SN -> S + 0.5 N2,-1.4020618750000118,-0.03894616319444477
extension_SN_poly_mp-684642,mp-684642,SN,extension,,True,True,0.5498053901041668,SN -> S + 0.5 N2,-2.9447518750000334,-0.08179866319444537
extension_SiO2_anchor_mp-9258,mp-9258,SiO2,extension,covalent,False,False,0.5770440263888901,SiO2 -> Si + O2,-5.32605,-0.44383750000000005
extension_SiO2_poly_mp-10064,mp-10064,SiO2,extension,covalent,False,True,1.27794353388889,SiO2 -> Si + O2,-1.5899800000000006,-0.5299933333333335
extension_SiO2_poly_mp-556044,mp-556044,SiO2,extension,,True,True,1.4573660394444454,SiO2 -> Si + O2,-25.47343,-0.7075952777777778
extension_SiO2_poly_mp-638049,mp-638049,SiO2,extension,,True,True,1.7447606447222235,SiO2 -> Si + O2,-11.470330000000011,-0.31862027777777807
extension_Sr3P4_exp_mp-14288,mp-14288,Sr3P4,extension,,False,False,0.0,0.3333 Sr3P4 -> Sr + 1.333 P,0.12292666666666996,0.008780476190476425
extension_Sr3P4_theo_mp-682953,mp-682953,Sr3P4,extension,,False,True,0.00811516785714339,0.3333 Sr3P4 -> Sr + 1.333 P,-0.030123333333338387,-0.0021516666666670276
extension_SrF2_exp_mp-1102240,mp-1102240,SrF2,extension,ionic,False,False,0.06457278833333291,SrF2 -> Sr + F2,-12.069200000000007,-1.0057666666666674
extension_SrF2_theo_mp-1102911,mp-1102911,SrF2,extension,ionic,False,True,0.02665916666666579,SrF2 -> Sr + F2,-10.955390000000005,-0.912949166666667
extension_SrN_exp_mp-1058586,mp-1058586,SrN,extension,,True,False,0.4343258274999986,SrN -> Sr + 0.5 N2,-1.1357300000000008,-0.5678650000000004
extension_SrO2_exp_mp-726705,mp-726705,SrO2,extension,ionic,False,False,0.009602360833331325,SrO2 -> Sr + O2,0.01890000000000569,0.0015750000000004742
extension_SrO2_theo_mp-2763179,mp-2763179,SrO2,extension,ionic,False,True,0.011030372499999608,SrO2 -> Sr + O2,-0.9523199999999878,-0.07935999999999899
extension_SrS_exp_mp-10627,mp-10627,SrS,extension,,False,False,0.2996298049999986,SrS -> Sr + S,0.15289656249999917,0.07644828124999958
extension_TaN_anchor_mp-1497,mp-1497,TaN,extension,,True,False,0.4515790083333364,TaN -> Ta + 0.5 N2,6.494495000000008,1.0824158333333347
extension_TaN_poly_mp-1009831,mp-1009831,TaN,extension,,True,True,0.8162796533333321,TaN -> Ta + 0.5 N2,2.315655000000002,1.157827500000001
extension_TaN_poly_mp-1009833,mp-1009833,TaN,extension,,True,True,0.49169759333333474,TaN -> Ta + 0.5 N2,1.835095000000003,0.9175475000000015
extension_TiO2II_mp-1439,mp-1439,TiO2,extension,,False,False,0.004523600833332253,TiO2 -> Ti + O2,-4.089450000000002,-0.3407875000000002
extension_TiO2OII_mp-9173,mp-9173,TiO2,extension,,False,False,0.05749979000000138,TiO2 -> Ti + O2,-3.5629700000000017,-0.2969141666666668
extension_TiO2baddeleyite_mp-430,mp-430,TiO2,extension,,False,False,0.03948350083333452,TiO2 -> Ti + O2,-3.326770000000005,-0.27723083333333376
extension_TlC_anchor_mp-567465,mp-567465,TlC,extension,,True,False,2.10802690958333,TlC -> Tl + C,0.25139,0.125695
extension_TlC_poly_mp-1058887,mp-1058887,TlC,extension,,True,True,2.375719474583331,TlC -> Tl + C,0.34053000000000083,0.17026500000000042
extension_TlN_anchor_mp-1017982,mp-1017982,TlN,extension,,True,False,0.7334453533333338,TlN -> Tl + 0.5 N2,0.9219100000000036,0.2304775000000009
extension_TlN_poly_mp-1002222,mp-1002222,TlN,extension,,True,True,0.9711865358333327,TlN -> Tl + 0.5 N2,0.23048500000000122,0.11524250000000061
extension_TlN_poly_mp-1007778,mp-1007778,TlN,extension,,True,True,0.733738815833334,TlN -> Tl + 0.5 N2,0.4671250000000015,0.23356250000000076
extension_WC_anchor_mp-13136,mp-13136,WC,extension,,True,False,0.4476605100000022,WC -> W + C,1.5115099999999997,0.7557549999999998
extension_WC_poly_mp-1008630,mp-1008630,WC,extension,,True,True,0.8989987500000005,WC -> W + C,0.9825799999999998,0.4912899999999999
extension_WC_poly_mp-1008635,mp-1008635,WC,extension,,True,True,0.6728768300000034,WC -> W + C,0.5934200000000023,0.29671000000000114
hull_ionic_NaCl_mp-22862,,NaCl,hull,ionic,False,,0.0,NaCl -> Na + 0.5 Cl2,-1.145975000000002,-0.572987500000001
hull_metallic_AlNi_mp-1487,,AlNi,hull,metallic,True,,0.0,AlNi -> Al + Ni,-2.5109200000000014,-1.2554600000000007
metastable_ionic_LiBr_mp-23259,,LiBr,metastable,ionic,False,,0.009895712500000542,LiBr -> Li + Br,-0.14347999999999783,-0.07173999999999892
metastable_metallic_BeCu_mp-2323,,BeCu,metastable,metallic,True,,0.005036342500000401,BeCu -> Be + Cu,-1.9650849999999997,-0.9825424999999999
theo_metastable_Al4Si_mp-1228120,mp-1228120,Al4Si,theo_metastable,,True,True,0.11491430399999913,0.25 Al4Si -> Al + 0.25 Si,1.3604749999999992,0.27209499999999986
theo_metastable_AlSb_mp-1023918,mp-1023918,AlSb,theo_metastable,,True,True,0.18779470750000016,AlSb -> Al + Sb,0.44743,0.1118575
theo_metastable_B3Ir2_mp-1228647,mp-1228647,B3Ir2,theo_metastable,,True,True,0.06085322616666744,0.3333 B3Ir2 -> B + 0.6667 Ir,-2.6273600000000004,-0.262736
theo_metastable_B6Pb_mp-1096825,mp-1096825,B6Pb,theo_metastable,,False,True,0.115100015000003,0.1667 B6Pb -> B + 0.1667 Pb,-3.434120000000002,-0.4905885714285717
theo_metastable_BPd5_mp-1228665,mp-1228665,BPd5,theo_metastable,,True,True,0.13249513083333042,BPd5 -> B + 5 Pd,-5.512850000000014,-0.9188083333333356
theo_metastable_BeAu3_mp-983539,mp-983539,BeAu3,theo_metastable,,True,True,0.18183134000000178,BeAu3 -> Be + 3 Au,3.337295,0.83432375
theo_metastable_BeCl2_mp-1190080,mp-1190080,BeCl2,theo_metastable,,False,True,0.01870443305555547,BeCl2 -> Be + Cl2,-17.274080000000016,-0.959671111111112
theo_metastable_CaGe2_mp-643542,mp-643542,CaGe2,theo_metastable,,True,True,0.0978748566666674,CaGe2 -> Ca + 2 Ge,-0.47160000000000146,-0.15720000000000048
theo_metastable_CoSe2_mp-1390196,mp-1390196,CoSe2,theo_metastable,,True,True,0.07343032750000056,CoSe2 -> Co + 2 Se,0.585256666666655,0.048771388888887914
theo_metastable_Cr2C_mp-1226378,mp-1226378,Cr2C,theo_metastable,,True,True,0.06254013708333694,0.5 Cr2C -> Cr + 0.5 C,0.17554999999999835,0.05851666666666611
theo_metastable_CrMo_mp-1226200,mp-1226200,CrMo,theo_metastable,,True,True,0.11631646000000018,CrMo -> Cr + Mo,-0.22131000000000056,-0.11065500000000028
theo_metastable_Ga2Se3_mp-1224809,mp-1224809,Ga2Se3,theo_metastable,,False,True,0.006252534999998005,0.5 Ga2Se3 -> Ga + 1.5 Se,-0.019275000000000708,-0.0038550000000001417
theo_metastable_GeS_mp-12910,mp-12910,GeS,theo_metastable,,False,True,0.0761541225000002,GeS -> Ge + S,0.25119312500000013,0.06279828125000003
theo_metastable_HCl_mp-684609,mp-684609,HCl,theo_metastable,,False,True,0.053566722500000274,2 HCl -> H2 + Cl2,0.556146250000001,0.2780731250000005
theo_metastable_HfMo_mp-1224314,mp-1224314,HfMo,theo_metastable,,True,True,0.19909284749999756,HfMo -> Hf + Mo,-1.2997799999999997,-0.6498899999999999
theo_metastable_IN2_mp-1097011,mp-1097011,IN2,theo_metastable,,True,True,0.07299064583333248,IN2 -> I + N2,-1.8042599999999982,-0.3007099999999997
theo_metastable_InSe2_mp-1232036,mp-1232036,InSe2,theo_metastable,,True,True,0.17326202766492926,InSe2 -> In + 2 Se,1.0261733333333343,0.17102888888888904
theo_metastable_IrCl3_mp-729507,mp-729507,IrCl3,theo_metastable,,False,True,0.030088630624999446,IrCl3 -> Ir + 1.5 Cl2,-7.0836000000000165,-0.44272500000000103
theo_metastable_K5As4_mp-684799,mp-684799,K5As4,theo_metastable,,True,True,0.05643723222222263,0.2 K5As4 -> K + 0.8 As,0.8443199999999985,0.09381333333333317
theo_metastable_KSn3_mp-1185151,mp-1185151,KSn3,theo_metastable,,True,True,0.05729916087053466,KSn3 -> K + 3 Sn,-0.8479500000000015,-0.10599375000000019
theo_metastable_Li3Ag_mp-976408,mp-976408,Li3Ag,theo_metastable,,True,True,0.0013151149999997003,0.3333 Li3Ag -> Li + 0.3333 Ag,-0.028770000000001517,-0.007192500000000379
theo_metastable_LiTl3_mp-1185253,mp-1185253,LiTl3,theo_metastable,,True,True,0.046669947499999864,LiTl3 -> Li + 3 Tl,2.0790500000000014,0.5197625000000003
theo_metastable_Mg15B_mp-1023515,mp-1023515,Mg15B,theo_metastable,,True,True,0.19432971906249996,0.06667 Mg15B -> Mg + 0.06667 B,4.082110000000007,0.25513187500000045
theo_metastable_MgF2_mp-560236,mp-560236,MgF2,theo_metastable,,False,True,0.10763880333333375,MgF2 -> Mg + F2,-5.806850000000004,-0.967808333333334
theo_metastable_MgSn_mp-1094669,mp-1094669,MgSn,theo_metastable,,True,True,0.0559883787500004,MgSn -> Mg + Sn,0.5262399999999995,0.26311999999999974
theo_metastable_MgSn_mp-1094801,mp-1094801,MgSn,theo_metastable,,True,True,0.021182148749999463,MgSn -> Mg + Sn,0.7335299999999991,0.36676499999999956
theo_metastable_MnN_mp-1009130,mp-1009130,MnN,theo_metastable,,False,True,0.01508596781249949,MnN -> Mn + 0.5 N2,-0.008948793103449038,-0.004474396551724519
theo_metastable_Na2Cl_mp-990084,mp-990084,Na2Cl,theo_metastable,,True,True,0.1105395928735633,0.5 Na2Cl -> Na + 0.25 Cl2,-1.2369700000000006,-0.41232333333333354
theo_metastable_Na3Cl_mp-1064484,mp-1064484,Na3Cl,theo_metastable,,True,True,0.145649899310345,0.3333 Na3Cl -> Na + 0.1667 Cl2,-1.0563850000000004,-0.2640962500000001
theo_metastable_NbRh2_mp-1220414,mp-1220414,NbRh2,theo_metastable,,True,True,0.10426935750000332,NbRh2 -> Nb + 2 Rh,-1.8255300000000045,-0.3042550000000008
theo_metastable_NbS2_mp-774873,mp-774873,NbS2,theo_metastable,,True,True,0.05761998666666823,NbS2 -> Nb + 2 S,1.9568662500000014,0.3261443750000002
theo_metastable_PtCl2_mp-1219748,mp-1219748,PtCl2,theo_metastable,,False,True,0.04902293166666505,PtCl2 -> Pt + Cl2,-6.533470000000005,-1.0889116666666674
theo_metastable_Sc2O3_mp-755313,mp-755313,Sc2O3,theo_metastable,,False,True,0.03639289474999963,0.5 Sc2O3 -> Sc + 0.75 O2,-2.939285000000001,-0.2939285000000001
theo_metastable_ScTc3_mp-867262,mp-867262,ScTc3,theo_metastable,,True,True,0.11536893812500004,ScTc3 -> Sc + 3 Tc,0.5887850000000006,0.14719625000000014
theo_metastable_SiAu3_mp-1186998,mp-1186998,SiAu3,theo_metastable,,True,True,0.16429186749999758,SiAu3 -> Si + 3 Au,3.9176950000000015,0.9794237500000004
theo_metastable_Sn7Pd5_mp-1219006,mp-1219006,Sn7Pd5,theo_metastable,,True,True,0.04139117625000566,0.1429 Sn7Pd5 -> Sn + 0.7143 Pd,-15.273250000000012,-1.2727708333333343
theo_metastable_SnBr2_mp-978985,mp-978985,SnBr2,theo_metastable,,False,True,0.040465399999999985,SnBr2 -> Sn + 2 Br,-1.350960000000001,-0.22516000000000017
theo_metastable_Sr3As4_mp-678007,mp-678007,Sr3As4,theo_metastable,,False,True,0.006247547857142877,0.3333 Sr3As4 -> Sr + 1.333 As,-0.450040000000004,-0.03214571428571457
theo_metastable_Sr3Sn_mp-1187136,mp-1187136,Sr3Sn,theo_metastable,,True,True,0.11112304583333454,0.3333 Sr3Sn -> Sr + 0.3333 Sn,-0.5785750000000003,-0.14464375000000007
theo_metastable_SrTl3_mp-1206636,mp-1206636,SrTl3,theo_metastable,,True,True,0.029404816250000465,SrTl3 -> Sr + 3 Tl,1.509005000000002,0.3772512500000005
theo_metastable_Ta4C3_mp-1218000,mp-1218000,Ta4C3,theo_metastable,,True,True,0.03350051428571277,0.25 Ta4C3 -> Ta + 0.75 C,8.747889999999998,1.249698571428571
theo_metastable_TaP_mp-1187244,mp-1187244,TaP,theo_metastable,,True,True,0.0032522499999991794,TaP -> Ta + P,1.2817483333333357,0.6408741666666679
theo_metastable_TaRe_mp-1217894,mp-1217894,TaRe,theo_metastable,,True,True,0.11133223291667349,TaRe -> Ta + Re,2.100440000000001,1.0502200000000006
theo_metastable_TcW_mp-1217337,mp-1217337,TcW,theo_metastable,,True,True,0.10564943749999856,TcW -> Tc + W,0.6085100000000022,0.3042550000000011
theo_metastable_TiMo2_mp-1216675,mp-1216675,TiMo2,theo_metastable,,True,True,0.061337100370366215,TiMo2 -> Ti + 2 Mo,-0.5220349999999995,-0.17401166666666648
theo_metastable_TiNi_mp-1067248,mp-1067248,TiNi,theo_metastable,,True,True,0.0020067824999996375,TiNi -> Ti + Ni,-2.7634600000000016,-0.6908650000000004
theo_metastable_TiSi2_mp-570991,mp-570991,TiSi2,theo_metastable,,True,True,0.17960538666666537,TiSi2 -> Ti + 2 Si,-1.1089649999999989,-0.3696549999999996
theo_metastable_TiW_mp-1216621,mp-1216621,TiW,theo_metastable,,True,True,0.022547341666665943,TiW -> Ti + W,-2.345044999999998,-1.172522499999999
theo_metastable_Tl3Ga_mp-1187539,mp-1187539,Tl3Ga,theo_metastable,,True,True,0.09724636562500422,0.3333 Tl3Ga -> Tl + 0.3333 Ga,0.8541875000000008,0.2135468750000002
theo_metastable_Tl4Sn_mp-1216560,mp-1216560,Tl4Sn,theo_metastable,,True,True,0.045918155999999044,0.25 Tl4Sn -> Tl + 0.25 Sn,0.8897800000000036,0.17795600000000072
theo_metastable_VCo3_mp-1095057,mp-1095057,VCo3,theo_metastable,,True,True,0.09418410500000007,VCo3 -> V + 3 Co,0.6618399999999864,0.0827299999999983
theo_metastable_VN_mp-1017532,mp-1017532,VN,theo_metastable,,True,True,0.10796184249999996,VN -> V + 0.5 N2,1.993280000000005,0.49832000000000126
theo_metastable_Y3Co_mp-1189329,mp-1189329,Y3Co,theo_metastable,,True,True,0.0015564962500009827,0.3333 Y3Co -> Y + 0.3333 Co,9.583369999999984,0.598960624999999
theo_metastable_YAg3_mp-1187811,mp-1187811,YAg3,theo_metastable,,True,True,0.059440931413043074,YAg3 -> Y + 3 Ag,2.510760000000001,0.6276900000000003
theo_metastable_ZnPb3_mp-1187949,mp-1187949,ZnPb3,theo_metastable,,True,True,0.11069147749999786,ZnPb3 -> Zn + 3 Pb,0.47022499999999756,0.11755624999999939
theo_metastable_Zr3Be_mp-1188016,mp-1188016,Zr3Be,theo_metastable,,True,True,0.14302901249999955,0.3333 Zr3Be -> Zr + 0.3333 Be,-1.2447299999999983,-0.3111824999999996
theo_metastable_Zr3Ge_mp-1188039,mp-1188039,Zr3Ge,theo_metastable,,True,True,0.18508675843749955,0.3333 Zr3Ge -> Zr + 0.3333 Ge,-0.753579999999995,-0.09419749999999938
theo_metastable_ZrO2_mp-775909,mp-775909,ZrO2,theo_metastable,,False,True,0.06265508166666578,ZrO2 -> Zr + O2,-3.1746900000000013,-0.5291150000000002
theo_metastable_ZrTi_mp-1215236,mp-1215236,ZrTi,theo_metastable,,True,True,0.0883353483333309,ZrTi -> Zr + Ti,0.1375700000000022,0.0687850000000011
