compound_id,mp_id,formula,family,bond_type,is_metal,theoretical,energy_above_hull_eV_per_atom,delta_per_formula_unit_eV,delta_per_atom_eV,delta_per_bond_eV
extension_Re2Si_mp-669547,mp-669547,Re2Si,extension,metallic,True,False,0.3323728517857134,-7.940769999999976,-2.646923333333325,-0.010205951972009963
extension_Re3N5_mp-1080194,mp-1080194,Re3N5,extension,metallic,True,True,0.15380868749999976,-16.436130000000006,-2.0545162500000007,-0.10397277012511047
extension_Re3Pd_mp-862586,mp-862586,Re3Pd,extension,metallic,True,True,0.0,-15.397944999999993,-3.849486249999998,0.027737198801100593
extension_Re5Si3_mp-1105959,mp-1105959,Re5Si3,extension,metallic,True,False,0.15830164888392595,-15.30845499999998,-1.9135568749999976,-0.0014238734647780693
extension_ReC_anchor_mp-1079494,mp-1079494,ReC,extension,metallic,True,False,0.636191904375,-5.324962500000002,-2.662481250000001,-0.07265325609756101
extension_ReC_poly_mp-1009731,mp-1009731,ReC,extension,metallic,True,True,1.1149929443750004,-3.9910299999999737,-1.9955149999999868,-0.10060666666666651
extension_RuC_anchor_mp-10030,mp-10030,RuC,extension,metallic,True,False,0.6494276712500024,-4.260265,-2.1301325,-0.1224724208333334
extension_RuC_poly_mp-1009787,mp-1009787,RuC,extension,metallic,True,True,0.9096720512499985,-5.720965000000014,-2.860482500000007,-0.12508338907103841
extension_RuRh3_mp-974335,mp-974335,RuRh3,extension,metallic,True,True,0.0347198320833364,-16.545210000000015,-4.136302500000004,-0.03394073500000011
extension_S4N2_cod4031496,,S2N,extension,covalent,,,,1.9935350000000298,0.6645116666666766,0.013226033211188037
extension_S4N4_cod7017102,,SN,extension,covalent,,,,2.13101312499996,1.06550656249998,-0.008518090316953886
extension_SN_anchor_mp-236,mp-236,SN,extension,covalent,False,False,0.5086555859375004,0.2879368750000353,0.14396843750001764,0.012374255992398664
extension_SN_poly_mp-1078816,mp-1078816,SN,extension,metallic,True,True,0.8090262296875004,-2.4926506249999836,-1.2463253124999918,-0.13716449932486519
extension_SN_poly_mp-1173453,mp-1173453,SN,extension,metallic,True,True,0.7225484081597227,-1.4108481249999976,-0.7054240624999988,0.02175717172307612
extension_SN_poly_mp-684642,mp-684642,SN,extension,metallic,True,True,0.5498053901041668,1.4512652083333748,0.7256326041666874,0.007136734983995363
extension_Sb2S5_mp-1359089,mp-1359089,Sb2S5,extension,metallic,True,True,0.08012190446428491,-3.197530625000006,-0.45679008928571513,0.07251832449930845
extension_ScOs3_mp-981384,mp-981384,ScOs3,extension,metallic,True,True,0.384095409375,-10.692895000000014,-2.6732237500000036,-0.04691766789732779
extension_Si3H_mp-995193,mp-995193,Si3H,extension,mixed,False,True,0.03147248546874959,-0.15927500000002937,-0.03981875000000734,-0.0011090538847120524
extension_Si3Pt_mp-972763,mp-972763,Si3Pt,extension,metallic,True,True,0.2618652343750014,-1.9348250000000036,-0.4837062500000009,0.08218622410175713
extension_Si3W5_mp-31219,mp-31219,Si3W5,extension,metallic,True,False,0.025065460000000428,-81.33772500000006,-10.167215625000008,0.009558015373364204
extension_SiH2_mp-1192532,mp-1192532,SiH2,extension,mixed,False,False,0.04434195949999964,-0.294110999999992,-0.09803699999999733,-0.09871282754010685
extension_SiO2_anchor_mp-9258,mp-9258,SiO2,extension,ionic,False,False,0.5770440263888901,9.9994650000001,3.3331550000000334,-0.031450213018490186
extension_SiO2_poly_mp-10064,mp-10064,SiO2,extension,ionic,False,True,1.27794353388889,6.520467500000009,2.17348916666667,-0.10987098524532912
extension_SiO2_poly_mp-556044,mp-556044,SiO2,extension,metallic,True,True,1.4573660394444454,0.2874816666666682,0.09582722222222273,0.08218486326777091
extension_SiO2_poly_mp-638049,mp-638049,SiO2,extension,metallic,True,True,1.7447606447222235,1.1547191666666201,0.38490638888887335,-0.022784530406365827
extension_SiTc3_mp-972784,mp-972784,SiTc3,extension,metallic,True,True,0.1528513418749995,-10.10073000000002,-2.525182500000005,0.001488641387195011
extension_SiTe2_mp-2755,mp-2755,SiTe2,extension,metallic,True,False,0.0482593716666635,1.6808216666666702,0.5602738888888901,0.12671797916666672
extension_Sn3S_mp-1187038,mp-1187038,Sn3S,extension,metallic,True,True,0.3167847331250009,-16.18111312499997,-4.045278281249993,-0.06602032088943238
extension_Sn3Se_mp-1187055,mp-1187055,Sn3Se,extension,metallic,True,True,0.2596551493749999,-15.56160999999998,-3.890402499999995,-0.017359240890687966
extension_SnP_mp-475,mp-475,SnP,extension,metallic,True,False,0.040785102499999226,-2.404297738095245,-1.2021488690476225,-0.10590695286624235
extension_SnPb3_mp-1187118,mp-1187118,SnPb3,extension,metallic,True,True,0.08925198000000023,-20.78232499999999,-5.195581249999997,-0.10269879058441539
extension_Sr3N2_mp-1013529,mp-1013529,Sr3N2,extension,metallic,True,True,0.5582295490000018,-12.163035000000006,-2.4326070000000013,-0.31237345256917004
extension_Sr3P4_exp_mp-14288,mp-14288,Sr3P4,extension,mixed,False,False,0.0,-7.330305952380964,-1.047186564625852,-0.24147519610982943
extension_Sr3P4_theo_mp-682953,mp-682953,Sr3P4,extension,mixed,False,True,0.00811516785714339,-7.555405952380966,-1.079343707482995,-0.24247646948193896
extension_SrB2_mp-1008755,mp-1008755,SrB2,extension,metallic,True,True,0.5325422407407405,-8.365578333333321,-2.788526111111107,-0.059958359726962396
extension_SrF2_exp_mp-1102240,mp-1102240,SrF2,extension,ionic,False,False,0.06457278833333291,-1.626355000000001,-0.5421183333333337,-0.005359318960149462
extension_SrF2_theo_mp-1102911,mp-1102911,SrF2,extension,ionic,False,True,0.02665916666666579,-0.4441650000000008,-0.14805500000000027,-0.01148852272727273
extension_SrN6_mp-2131,mp-2131,SrN6,extension,mixed,False,False,0.009174299285714227,13.104050000000086,1.8720071428571552,-2.875312480620155
extension_SrN_exp_mp-1058586,mp-1058586,SrN,extension,metallic,True,False,0.4343258274999986,-4.15535,-2.077675,-0.4885202432432432
extension_SrO10_mp-1208655,mp-1208655,SrO10,extension,metallic,True,True,0.6930220472727271,-29.47474249999989,-2.6795220454545357,-0.08620918633638852
extension_SrO2_exp_mp-726705,mp-726705,SrO2,extension,mixed,False,False,0.009602360833331325,-5.761557500000004,-1.9205191666666679,-0.08038653510039007
extension_SrO2_theo_mp-2763179,mp-2763179,SrO2,extension,mixed,False,True,0.011030372499999608,-5.256629999999991,-1.752209999999997,-0.07790488406973453
extension_SrS_exp_mp-10627,mp-10627,SrS,extension,ionic,False,False,0.2996298049999986,-0.217668124999995,-0.1088340624999975,-0.21166122994652375
extension_TaBe12_mp-567842,mp-567842,TaBe12,extension,metallic,True,False,0.0,-28.9663400000004,-2.2281800000000307,0.034430224603603926
extension_TaN_anchor_mp-1497,mp-1497,TaN,extension,metallic,True,False,0.4515790083333364,-6.938018333333332,-3.469009166666666,-0.25340641320365453
extension_TaN_poly_mp-1009831,mp-1009831,TaN,extension,metallic,True,True,0.8162796533333321,-3.1843950000000127,-1.5921975000000064,-0.24024780448717958
extension_TaN_poly_mp-1009833,mp-1009833,TaN,extension,metallic,True,True,0.49169759333333474,-5.753205000000005,-2.8766025000000024,-0.30459351877289376
extension_Tc3Mo_mp-1187395,mp-1187395,Tc3Mo,extension,metallic,True,True,0.11694241874999989,-19.774985000000022,-4.943746250000006,-0.04286892641476897
extension_Tc3Os_mp-862779,mp-862779,Tc3Os,extension,metallic,True,True,0.0,-15.197145000000035,-3.7992862500000086,-0.011697485795454765
extension_Tc3W_mp-1187398,mp-1187398,Tc3W,extension,metallic,True,True,0.10723927500000485,-28.316720000000032,-7.079180000000008,0.015825526737189233
extension_Te2Pd7_mp-1217443,mp-1217443,Te2Pd7,extension,metallic,True,True,0.11441960977299814,-44.50625666666669,-4.945139629629632,0.0810182903789865
extension_Ti2Cu_mp-742,mp-742,Ti2Cu,extension,metallic,True,False,0.0,-2.154870000000006,-0.718290000000002,0.002495110428269609
extension_Ti3Nb_mp-1217091,mp-1217091,Ti3Nb,extension,metallic,True,True,0.06679139250000077,-5.674004999999987,-1.4185012499999967,0.04412022558661152
extension_TiMo2_mp-1216675,mp-1216675,TiMo2,extension,metallic,True,True,0.061337100370366215,-10.126795000000008,-3.375598333333336,0.1745891844919785
extension_TiO2II_mp-1439,mp-1439,TiO2,extension,covalent,False,False,0.004523600833332253,-1.938300000000016,-0.6461000000000053,-0.0506994361875186
extension_TiO2OII_mp-9173,mp-9173,TiO2,extension,covalent,False,False,0.05749979000000138,-1.952750000000048,-0.6509166666666827,-0.04700294142101319
extension_TiO2baddeleyite_mp-430,mp-430,TiO2,extension,ionic,False,False,0.03948350083333452,-1.879997500000016,-0.6266658333333387,-0.060232189872536146
extension_Tl3Au_mp-1080569,mp-1080569,Tl3Au,extension,metallic,True,True,0.06940479416666534,-24.546684999999993,-6.136671249999998,-0.15980492429158544
extension_TlAs_mp-1007770,mp-1007770,TlAs,extension,metallic,True,True,0.11668702583332902,-1.0286550000000112,-0.5143275000000056,0.03844958955223848
extension_TlAu3_mp-1187508,mp-1187508,TlAu3,extension,metallic,True,True,0.12302775499999541,-44.56907000000001,-11.142267500000003,-0.07421279714912293
extension_TlC_anchor_mp-567465,mp-567465,TlC,extension,metallic,True,False,2.10802690958333,-6.2807450000000244,-3.1403725000000122,-0.09341607882882919
extension_TlC_poly_mp-1058887,mp-1058887,TlC,extension,metallic,True,True,2.375719474583331,-6.7276450000000025,-3.3638225000000013,-0.09154975000000004
extension_TlN_anchor_mp-1017982,mp-1017982,TlN,extension,metallic,True,False,0.7334453533333338,-2.5759199999999964,-1.2879599999999982,-0.7219944240317775
extension_TlN_poly_mp-1002222,mp-1002222,TlN,extension,metallic,True,True,0.9711865358333327,0.27806500000000156,0.13903250000000078,-0.7820158748221906
extension_TlN_poly_mp-1007778,mp-1007778,TlN,extension,metallic,True,True,0.733738815833334,-1.465994999999996,-0.732997499999998,-0.7643626315789473
extension_W9C4_mp-684989,mp-684989,W9C4,extension,metallic,True,True,0.07193477384615221,-178.44483000000005,-13.726525384615389,0.04365716052074414
extension_WBr5_mp-1436789,mp-1436789,WBr5,extension,metallic,True,True,0.9777983063888893,-10.936189999999996,-1.8226983333333326,0.3352511876006441
extension_WC_anchor_mp-13136,mp-13136,WC,extension,metallic,True,False,0.4476605100000022,-12.536875000000023,-6.268437500000012,-0.05502337522768702
extension_WC_poly_mp-1008630,mp-1008630,WC,extension,metallic,True,True,0.8989987500000005,-11.880084999999973,-5.940042499999986,-0.04362938888888879
extension_WC_poly_mp-1008635,mp-1008635,WC,extension,metallic,True,True,0.6728768300000034,-15.463095000000017,-7.7315475000000085,-0.049432109126984425
extension_Y3Co_mp-1105598,mp-1105598,Y3Co,extension,metallic,True,False,0.0,-11.638662500000002,-2.9096656250000006,0.13071964361496913
extension_Zn13Rh_mp-13447,mp-13447,Zn13Rh,extension,metallic,True,False,0.0,-95.48866500000011,-6.820618928571436,-0.01739254654578204
extension_Zn2Ag_mp-1093999,mp-1093999,Zn2Ag,extension,metallic,True,True,0.0,-21.452300000000022,-7.150766666666674,-0.05070645219347608
extension_Zn3Au_mp-1188000,mp-1188000,Zn3Au,extension,metallic,True,True,0.027401257187502637,-34.661235,-8.66530875,-0.03171606550141237
extension_Zn3N2_mp-1524551,mp-1524551,Zn3N2,extension,metallic,True,True,0.014135124999999249,-21.480339999999934,-4.296067999999987,-0.15863799576125526
extension_Zn3N2_mp-9460,mp-9460,Zn3N2,extension,metallic,True,False,0.0,-22.139373749999926,-4.427874749999985,-0.15323772773959538
extension_Zn7Tc_mp-1206378,mp-1206378,Zn7Tc,extension,metallic,True,True,0.0825775456249982,-49.86276999999994,-6.232846249999993,-0.020978783840947424
extension_Zr3Fe_mp-31205,mp-31205,Zr3Fe,extension,metallic,True,False,0.0,-6.334280000000007,-1.5835700000000017,0.008418307900116773
extension_ZrHg3_mp-1608,mp-1608,ZrHg3,extension,metallic,True,False,0.02171306624999403,4.430874999999972,1.107718749999993,-0.0163490550261588
gasref_ZnSn_NiAs,,ZnSn,extension,metallic,True,True,,-10.027494999999995,-5.013747499999997,0.04382587646872038
hull_ionic_NaCl_mp-22862,,NaCl,hull,ionic,False,,0.0,0.7470950000000007,0.37354750000000037,-0.03645674237288134
hull_metallic_AlNi_mp-1487,,AlNi,hull,metallic,True,,0.0,6.039460000000009,3.0197300000000045,0.1336121780303031
metastable_ionic_LiBr_mp-23259,,LiBr,metastable,ionic,False,,0.009895712500000542,8.116458333333341,4.0582291666666706,0.14916924238410612
metastable_metallic_BeCu_mp-2323,,BeCu,metastable,metallic,True,,0.005036342500000401,10.074172499999989,5.037086249999994,0.02271671341463405
theo_metastable_Al4Si_mp-1228120,mp-1228120,Al4Si,theo_metastable,metallic,True,True,0.11491430399999913,3.3015649999999965,0.6603129999999993,0.732627205908289
theo_metastable_AlSb_mp-1023918,mp-1023918,AlSb,theo_metastable,metallic,True,True,0.18779470750000016,-8.332870000000007,-4.166435000000003,0.014707084328714592
theo_metastable_B3Ir2_mp-1228647,mp-1228647,B3Ir2,theo_metastable,metallic,True,True,0.06085322616666744,-32.19562000000002,-6.439124000000004,0.10365035695006419
theo_metastable_B6Pb_mp-1096825,mp-1096825,B6Pb,theo_metastable,ionic,False,True,0.115100015000003,-14.713149999999999,-2.1018785714285713,0.007335298412124297
theo_metastable_BPd5_mp-1228665,mp-1228665,BPd5,theo_metastable,metallic,True,True,0.13249513083333042,-43.94649666666665,-7.324416111111108,0.19740484015594548
theo_metastable_BeAu3_mp-983539,mp-983539,BeAu3,theo_metastable,metallic,True,True,0.18183134000000178,-45.04971750000004,-11.26242937500001,0.045156837044534215
theo_metastable_BeCl2_mp-1190080,mp-1190080,BeCl2,theo_metastable,covalent,False,True,0.01870443305555547,5.9612275,1.9870758333333332,0.34182535771144296
theo_metastable_CaGe2_mp-643542,mp-643542,CaGe2,theo_metastable,metallic,True,True,0.0978748566666674,-4.35205,-1.4506833333333333,-0.11571985875706214
theo_metastable_CoSe2_mp-1390196,mp-1390196,CoSe2,theo_metastable,metallic,True,True,0.07343032750000056,-1.8924499999999895,-0.6308166666666631,0.10423490996243051
theo_metastable_Cr2C_mp-1226378,mp-1226378,Cr2C,theo_metastable,metallic,True,True,0.06254013708333694,-0.7770250000000161,-0.25900833333333867,-0.08057291121047605
theo_metastable_CrMo_mp-1226200,mp-1226200,CrMo,theo_metastable,metallic,True,True,0.11631646000000018,-2.6793750000000003,-1.3396875000000001,0.042232207792207765
theo_metastable_Ga2Se3_mp-1224809,mp-1224809,Ga2Se3,theo_metastable,covalent,False,True,0.006252534999998005,7.033145000000026,1.4066290000000052,0.11274165002627456
theo_metastable_GeS_mp-12910,mp-12910,GeS,theo_metastable,ionic,False,True,0.0761541225000002,-2.5113031249999924,-1.2556515624999962,-0.13385774893115107
theo_metastable_HCl_mp-684609,mp-684609,HCl,theo_metastable,covalent,False,True,0.053566722500000274,1.9809349999999988,0.9904674999999994,-0.0610502816901409
theo_metastable_HfMo_mp-1224314,mp-1224314,HfMo,theo_metastable,metallic,True,True,0.19909284749999756,-4.630750000000003,-2.3153750000000013,-0.025609713364993236
theo_metastable_IN2_mp-1097011,mp-1097011,IN2,theo_metastable,metallic,True,True,0.07299064583333248,-0.23576500000000777,-0.07858833333333592,-0.10096325478645074
theo_metastable_InSe2_mp-1232036,mp-1232036,InSe2,theo_metastable,metallic,True,True,0.17326202766492926,-4.322729999999993,-1.4409099999999977,0.022346736507936726
theo_metastable_IrCl3_mp-729507,mp-729507,IrCl3,theo_metastable,covalent,False,True,0.030088630624999446,-7.582097500000003,-1.8955243750000008,0.1765782224065242
theo_metastable_K5As4_mp-684799,mp-684799,K5As4,theo_metastable,metallic,True,True,0.05643723222222263,-4.4306200000000295,-0.4922911111111144,0.028993957406229898
theo_metastable_KSn3_mp-1185151,mp-1185151,KSn3,theo_metastable,metallic,True,True,0.05729916087053466,-15.119199999999992,-3.779799999999998,0.11437523923444981
theo_metastable_Li3Ag_mp-976408,mp-976408,Li3Ag,theo_metastable,metallic,True,True,0.0013151149999997003,-2.6126700000000156,-0.6531675000000039,-0.018454617181883626
theo_metastable_LiTl3_mp-1185253,mp-1185253,LiTl3,theo_metastable,metallic,True,True,0.046669947499999864,-5.769486666666641,-1.4423716666666602,-0.172563293727253
theo_metastable_Mg15B_mp-1023515,mp-1023515,Mg15B,theo_metastable,metallic,True,True,0.19432971906249996,-11.486796666666663,-0.7179247916666665,-0.10369630196078429
theo_metastable_MgF2_mp-560236,mp-560236,MgF2,theo_metastable,ionic,False,True,0.10763880333333375,-1.17185,-0.39061666666666667,-0.0028456986729118033
theo_metastable_MgSn_mp-1094669,mp-1094669,MgSn,theo_metastable,metallic,True,True,0.0559883787500004,-2.770729999999996,-1.385364999999998,0.05486528012684995
theo_metastable_MgSn_mp-1094801,mp-1094801,MgSn,theo_metastable,metallic,True,True,0.021182148749999463,-1.7922799999999963,-0.8961399999999982,0.023622658914728714
theo_metastable_MnN_mp-1009130,mp-1009130,MnN,theo_metastable,covalent,False,True,0.01508596781249949,4.244658793103429,2.1223293965517147,-0.022895406630783766
theo_metastable_Na2Cl_mp-990084,mp-990084,Na2Cl,theo_metastable,metallic,True,True,0.1105395928735633,-0.7417050000000023,-0.24723500000000076,-0.009641750158528917
theo_metastable_Na3Cl_mp-1064484,mp-1064484,Na3Cl,theo_metastable,metallic,True,True,0.145649899310345,-0.5529950000000019,-0.13824875000000048,-0.04122296475622118
theo_metastable_NbRh2_mp-1220414,mp-1220414,NbRh2,theo_metastable,metallic,True,True,0.10426935750000332,-15.820194999999991,-5.27339833333333,-0.0018310333169411497
theo_metastable_NbS2_mp-774873,mp-774873,NbS2,theo_metastable,metallic,True,True,0.05761998666666823,-5.99028624999999,-1.99676208333333,0.03004966926516134
theo_metastable_PtCl2_mp-1219748,mp-1219748,PtCl2,theo_metastable,covalent,False,True,0.04902293166666505,-5.523364999999998,-1.841121666666666,0.2658057096774194
theo_metastable_Sc2O3_mp-755313,mp-755313,Sc2O3,theo_metastable,ionic,False,True,0.03639289474999963,0.4147837500000833,0.08295675000001665,-0.061006794800188446
theo_metastable_ScTc3_mp-867262,mp-867262,ScTc3,theo_metastable,metallic,True,True,0.11536893812500004,-9.778769999999987,-2.444692499999997,-0.03401194394213369
theo_metastable_SiAu3_mp-1186998,mp-1186998,SiAu3,theo_metastable,metallic,True,True,0.16429186749999758,-43.49370500000003,-10.873426250000007,-0.12028158533501909
theo_metastable_Sn7Pd5_mp-1219006,mp-1219006,Sn7Pd5,theo_metastable,metallic,True,True,0.04139117625000566,-33.00643999999991,-2.7505366666666595,0.20118443992888013
theo_metastable_SnBr2_mp-978985,mp-978985,SnBr2,theo_metastable,ionic,False,True,0.040465399999999985,-4.586289999999984,-1.528763333333328,0.09582004663557667
theo_metastable_Sr3As4_mp-678007,mp-678007,Sr3As4,theo_metastable,mixed,False,True,0.006247547857142877,-5.221885000000032,-0.7459835714285761,-0.0028601400392796184
theo_metastable_Sr3Sn_mp-1187136,mp-1187136,Sr3Sn,theo_metastable,metallic,True,True,0.11112304583333454,-6.405574999999995,-1.6013937499999988,-0.03380571969696966
theo_metastable_SrTl3_mp-1206636,mp-1206636,SrTl3,theo_metastable,metallic,True,True,0.029404816250000465,-8.822685,-2.20567125,-0.1487261274509804
theo_metastable_Ta4C3_mp-1218000,mp-1218000,Ta4C3,theo_metastable,metallic,True,True,0.03350051428571277,-38.893215000000026,-5.556173571428575,0.27183169015993464
theo_metastable_TaP_mp-1187244,mp-1187244,TaP,theo_metastable,metallic,True,True,0.0032522499999991794,-2.4079677380952305,-1.2039838690476152,-0.12206153640175049
theo_metastable_TaRe_mp-1217894,mp-1217894,TaRe,theo_metastable,metallic,True,True,0.11133223291667349,-5.216265000000007,-2.6081325000000035,-0.005015463885429672
theo_metastable_TcW_mp-1217337,mp-1217337,TcW,theo_metastable,metallic,True,True,0.10564943749999856,-7.423384999999982,-3.711692499999991,0.0560357067247822
theo_metastable_TiMo2_mp-1216675,mp-1216675,TiMo2,theo_metastable,metallic,True,True,0.061337100370366215,-10.126795000000008,-3.375598333333336,0.1745891844919785
theo_metastable_TiNi_mp-1067248,mp-1067248,TiNi,theo_metastable,metallic,True,True,0.0020067824999996375,-3.3174300000000088,-1.6587150000000044,0.013475265863453656
theo_metastable_TiSi2_mp-570991,mp-570991,TiSi2,theo_metastable,metallic,True,True,0.17960538666666537,4.002004999999993,1.3340016666666645,0.009051009259259168
theo_metastable_TiW_mp-1216621,mp-1216621,TiW,theo_metastable,metallic,True,True,0.022547341666665943,-6.920194999999985,-3.4600974999999927,0.0731800202366128
theo_metastable_Tl3Ga_mp-1187539,mp-1187539,Tl3Ga,theo_metastable,metallic,True,True,0.09724636562500422,-13.506927499999993,-3.376731874999998,-0.21842195275119614
theo_metastable_Tl4Sn_mp-1216560,mp-1216560,Tl4Sn,theo_metastable,metallic,True,True,0.045918155999999044,9.181490000000004,1.8362980000000007,0.3240726940639269
theo_metastable_VCo3_mp-1095057,mp-1095057,VCo3,theo_metastable,metallic,True,True,0.09418410500000007,-35.35142999999995,-8.837857499999988,0.002189770057962448
theo_metastable_VN_mp-1017532,mp-1017532,VN,theo_metastable,metallic,True,True,0.10796184249999996,-3.2582050000000216,-1.6291025000000108,-0.24207003277665065
theo_metastable_Y3Co_mp-1189329,mp-1189329,Y3Co,theo_metastable,metallic,True,True,0.0015564962500009827,-11.533915000000007,-2.883478750000002,0.12333936657169986
theo_metastable_YAg3_mp-1187811,mp-1187811,YAg3,theo_metastable,metallic,True,True,0.059440931413043074,-20.83183499999997,-5.207958749999992,-0.07930458270676666
theo_metastable_ZnPb3_mp-1187949,mp-1187949,ZnPb3,theo_metastable,metallic,True,True,0.11069147749999786,-23.305644999999995,-5.826411249999999,-0.09895439849624055
theo_metastable_Zr3Be_mp-1188016,mp-1188016,Zr3Be,theo_metastable,metallic,True,True,0.14302901249999955,-7.518172500000048,-1.879543125000012,0.08701975542041218
theo_metastable_Zr3Ge_mp-1188039,mp-1188039,Zr3Ge,theo_metastable,metallic,True,True,0.18508675843749955,-6.669504999999994,-1.6673762499999984,-0.06412985576923069
theo_metastable_ZrO2_mp-775909,mp-775909,ZrO2,theo_metastable,covalent,False,True,0.06265508166666578,-1.6550074999999893,-0.5516691666666631,0.036362153457910384
theo_metastable_ZrTi_mp-1215236,mp-1215236,ZrTi,theo_metastable,metallic,True,True,0.0883353483333309,-0.506560000000011,-0.2532800000000055,0.03962788095238079
