kpoint_fail_frac,max_band_deviation,charge_spilling_pct,compound_id,delta_per_atom_eV,robust_z
0.5972222222222222,9.53044,1.58,extension_C3N4_mp-567885,2.903288571428545,1.8528678926119546
0.282798833819242,9.73441,1.58,extension_C3N4_mp-570572,2.886362142857132,1.844990843240431
,,1.58,extension_C3N4_mp-971683,3.2291516666666604,2.0045147494027216
1.0,0.930221,1.59,extension_C3N4_poly_mp-1182484,-0.8263635714285706,0.11720026822527353
,,1.36,extension_C3N4_poly_mp-2852,4.659178571428604,2.670006142574798
0.004629629629629629,0.000236651,1.21,extension_C3N4_poly_mp-563,2.3637157142857217,1.6017669579217846
,,0.96,extension_CMcarbon_mp-1080826,,
,,0.95,extension_CWcarbon_mp-1190171,,
0.008,4.88031,3.02,extension_Ca3N2_exp_mp-1047,-2.518586,0.6703090141504356
0.25925925925925924,8.28705,2.96,extension_Ca3N2_mp-844,-2.467930000000002,0.6467352394890875
