compound_id,structure_file,n_sites,n_bonds_icohp,n_bonds_icobi,error,warnings,icohp_n_bonds_used,icohp_coord_bound,icohp_percolation_weight_min,icohp_percolation_direction,icohp_percolation_weight_a,icohp_percolation_status_a,icohp_percolation_weight_b,icohp_percolation_status_b,icohp_percolation_weight_c,icohp_percolation_status_c,icohp_sum,icohp_mean,icohp_min,icohp_max,icobi_n_bonds_used,icobi_coord_bound,icobi_percolation_weight_min,icobi_percolation_direction,icobi_percolation_weight_a,icobi_percolation_status_a,icobi_percolation_weight_b,icobi_percolation_status_b,icobi_percolation_weight_c,icobi_percolation_status_c,icobi_sum,icobi_mean,icobi_min,icobi_max
exp_metastable_Ti3Ge_mp-1189044,mp_dataset/structures/exp_metastable_Ti3Ge_mp-1189044/CONTCAR,16,451,451,,,451,3,0.013989999999999999,c,0.01452,ok,0.01413,ok,0.013989999999999999,ok,-106.94012999999994,-0.23711780487804865,-1.90006,-0.00184,451,3,0.0119,c,0.01191,ok,0.012029999999999999,ok,0.0119,ok,33.52406999999997,0.07433274944567622,0.00106,0.46204
exp_metastable_Y2O3_mp-558573,mp_dataset/structures/exp_metastable_Y2O3_mp-558573/CONTCAR,15,517,517,,,517,5,5e-05,a,5e-05,ok,0.00015000000000000001,ok,0.00022999999999999998,ok,-146.7362,-0.28382243713733074,-4.07965,0.01349,517,5,8e-05,a,8e-05,ok,0.00011999999999999999,ok,0.00015,ok,19.88075999999998,0.03845408123791099,4e-05,0.55074
exp_metastable_ZnAg_mp-1912,mp_dataset/structures/exp_metastable_ZnAg_mp-1912/CONTCAR,2,84,84,,,84,5,0.00967,b,0.01052,ok,0.00967,ok,0.01035,ok,-25.461210000000012,-0.303109642857143,-1.89545,0.02377,84,5,0.00489,b,0.0049099999999999994,ok,0.00489,ok,0.00499,ok,3.6073399999999993,0.0429445238095238,0.00136,0.20493
exp_metastable_ZrBr_mp-1065846,mp_dataset/structures/exp_metastable_ZrBr_mp-1065846/CONTCAR,4,80,80,,,80,5,0.00788,b,0.0079,ok,0.00788,ok,0.02668,ok,-28.445439999999998,-0.355568,-2.02926,-7e-05,80,5,0.0008600000000000001,a,0.0008600000000000001,ok,0.0008600000000000001,ok,0.01205,ok,7.604680000000001,0.09505850000000002,2e-05,0.6016
exp_metastable_ZrGa3_mp-30685,mp_dataset/structures/exp_metastable_ZrGa3_mp-30685/CONTCAR,4,140,140,,,140,5,0.00764,c,0.01534,ok,0.01515,ok,0.00764,ok,-46.22906000000001,-0.3302075714285715,-2.68639,-0.00688,140,5,0.00334,c,0.00642,ok,0.00642,ok,0.00334,ok,8.170959999999997,0.05836399999999998,0.00241,0.37537
exp_metastable_ZrRh_mp-2808,mp_dataset/structures/exp_metastable_ZrRh_mp-2808/CONTCAR,2,84,84,,,84,5,0.035,a,0.035,ok,0.037099999999999994,ok,0.03549,ok,-20.64423,-0.24576464285714286,-1.49621,-0.00974,84,5,0.019229999999999997,c,0.02009,ok,0.01942,ok,0.019229999999999997,ok,4.9204799999999995,0.05857714285714285,0.00955,0.30773
exp_stable_As2S3_mp-1189572,mp_dataset/structures/exp_stable_As2S3_mp-1189572/CONTCAR,20,368,368,,,368,3,1e-05,a,1e-05,ok,0.00079,ok,0.0009,ok,-119.06003000000004,-0.3235326902173914,-4.83656,0.00013,368,3,0.00035000000000000005,a,0.00035000000000000005,ok,0.00102,ok,0.00081,ok,25.12989999999999,0.0682877717391304,2e-05,0.9327
exp_stable_AsF3_mp-28027,mp_dataset/structures/exp_stable_AsF3_mp-28027/CONTCAR,16,480,480,,,480,5,0.0,c,3.0000000000000004e-05,ok,3.0000000000000004e-05,ok,0.0,ok,-82.78325000000011,-0.17246510416666688,-6.42265,4e-05,480,5,0.0,a,0.0,ok,0.0,ok,0.0,ok,9.839800000000006,0.020499583333333345,0.0,0.70666
exp_stable_BI3_mp-23189,mp_dataset/structures/exp_stable_BI3_mp-23189/CONTCAR,8,78,78,,,78,3,1e-05,c,0.00113,ok,0.00121,ok,1e-05,ok,-41.67015999999997,-0.5342328205128201,-6.80643,1e-05,78,3,0.00048,c,0.00084,ok,0.0008500000000000001,ok,0.00048,ok,8.364320000000003,0.10723487179487183,0.00024,1.27271
exp_stable_BW_mp-7832,mp_dataset/structures/exp_stable_BW_mp-7832/CONTCAR,8,374,374,,,374,5,0.00019,a,0.00019,ok,0.00026000000000000003,ok,0.00085,ok,-153.42438999999996,-0.4102256417112298,-3.96246,0.00759,374,5,0.00065,b,0.00066,ok,0.00065,ok,0.00066,ok,22.212380000000007,0.05939139037433157,0.00032,0.4282
exp_stable_BaAu2_mp-30363,mp_dataset/structures/exp_stable_BaAu2_mp-30363/CONTCAR,3,60,60,,,60,5,0.05189,b,0.05234,ok,0.05189,ok,0.05635,ok,-24.558259999999994,-0.4093043333333332,-3.09436,0.00827,60,5,0.00717,c,0.00856,ok,0.00856,ok,0.00717,ok,4.284330000000001,0.07140550000000001,0.00716,0.6194
exp_stable_BaCl2_mp-568662,mp_dataset/structures/exp_stable_BaCl2_mp-568662/CONTCAR,3,50,50,,,50,3,0.01314,c,0.01322,ok,0.01319,ok,0.01314,ok,-5.695409999999996,-0.11390819999999993,-0.50574,-0.01311,50,3,0.0024,c,0.00243,ok,0.00242,ok,0.0024,ok,0.77914,0.0155828,0.0024,0.07607
exp_stable_BaH2_mp-23715,mp_dataset/structures/exp_stable_BaH2_mp-23715/CONTCAR,12,296,296,,,296,3,0.00024,a,0.00024,ok,0.00075,ok,0.00048,ok,-15.344099999999994,-0.051838175675675655,-0.46561,0.00026,296,3,0.0,a,0.0,ok,0.00026999999999999995,ok,0.00026,ok,3.5212399999999966,0.01189608108108107,0.0,0.0859
exp_stable_Be2Cu_mp-2031,mp_dataset/structures/exp_stable_Be2Cu_mp-2031/CONTCAR,6,384,384,,,384,5,0.00115,b,0.00118,ok,0.00115,ok,0.0012799999999999999,ok,-54.23028000000003,-0.14122468750000008,-3.09901,0.00073,384,5,0.00146,b,0.00147,ok,0.00146,ok,0.00147,ok,7.755099999999995,0.020195572916666654,0.00017,0.3618
exp_stable_Be2Nb3_mp-11272,mp_dataset/structures/exp_stable_Be2Nb3_mp-11272/CONTCAR,10,342,342,,,342,5,0.00636,b,0.01134,ok,0.00636,ok,0.00642,ok,-101.50272999999996,-0.2967916081871344,-3.54363,-0.00316,342,5,0.00376,c,0.00879,ok,0.00377,ok,0.00376,ok,22.61356000000001,0.06612152046783629,0.00188,0.42005
exp_stable_Be2V_mp-11281,mp_dataset/structures/exp_stable_Be2V_mp-11281/CONTCAR,12,624,624,,,624,5,0.0006799999999999999,b,0.0006900000000000001,ok,0.0006799999999999999,ok,0.00093,ok,-124.87985999999991,-0.20012798076923063,-3.42854,0.01152,624,5,0.00125,b,0.00126,ok,0.00125,ok,0.00144,ok,22.59957,0.03621725961538461,0.00063,0.47771
exp_stable_CaAl4_mp-1749,mp_dataset/structures/exp_stable_CaAl4_mp-1749/CONTCAR,5,101,101,,,101,5,0.01027,c,0.01424,ok,0.01432,ok,0.01027,ok,-28.716510000000003,-0.28432188118811885,-3.40918,0.00776,101,5,0.00284,a,0.00284,ok,0.00284,ok,0.00357,ok,7.004550000000004,0.06935198019801984,0.00158,0.81937
exp_stable_CaSn_mp-2450,mp_dataset/structures/exp_stable_CaSn_mp-2450/CONTCAR,4,66,66,,,66,3,0.00523,b,0.00864,ok,0.00523,ok,0.00903,ok,-11.578689999999998,-0.17543469696969693,-2.19874,-0.00158,66,3,0.00033,a,0.00033,ok,0.0033499999999999997,ok,0.00808,ok,3.47173,0.052601969696969696,0.00033,0.70474
exp_stable_CdPd_mp-1696,mp_dataset/structures/exp_stable_CdPd_mp-1696/CONTCAR,4,144,144,,,144,5,8.999999999999999e-05,b,0.0029,ok,8.999999999999999e-05,ok,0.00018999999999999998,ok,-39.636970000000005,-0.2752567361111111,-1.64057,0.00421,144,5,0.00371,b,0.00592,ok,0.00371,ok,0.00372,ok,5.952830000000003,0.041339097222222246,0.00185,0.20234
exp_stable_CoB_mp-20857,mp_dataset/structures/exp_stable_CoB_mp-20857/CONTCAR,8,520,520,,,520,5,6.000000000000001e-05,c,0.00016999999999999999,ok,7.999999999999999e-05,ok,6.000000000000001e-05,ok,-123.77905000000011,-0.23803663461538482,-4.61693,0.00352,520,5,0.00029,b,0.00042,ok,0.00029,ok,0.00034,ok,18.171449999999997,0.034945096153846146,8e-05,0.45704
exp_stable_Cs2As3_mp-15557,mp_dataset/structures/exp_stable_Cs2As3_mp-15557/CONTCAR,10,113,113,,,113,3,0.020220000000000002,c,0.02103,ok,0.02102,ok,0.020220000000000002,ok,-41.43429000000001,-0.36667513274336294,-4.4381,0.01261,113,3,0.00617,a,0.00617,ok,0.00618,ok,0.00641,ok,9.91506,0.08774389380530974,0.0019,1.05068
exp_stable_FeS_mp-505531,mp_dataset/structures/exp_stable_FeS_mp-505531/CONTCAR,4,124,124,,,124,5,0.00305,a,0.00305,ok,0.0032500000000000003,ok,0.00333,ok,-25.810960000000016,-0.20815290322580657,-2.64226,-0.00144,124,5,0.001,c,0.00147,ok,0.00141,ok,0.001,ok,7.475000000000003,0.060282258064516155,0.0007,0.50508
exp_stable_Ge2Os_mp-10032,mp_dataset/structures/exp_stable_Ge2Os_mp-10032/CONTCAR,6,187,187,,,187,5,0.01212,a,0.01212,ok,0.0195,ok,0.01235,ok,-63.51890000000001,-0.3396732620320856,-4.75429,0.00178,187,5,0.0035399999999999997,c,0.007089999999999999,ok,0.00722,ok,0.0035399999999999997,ok,12.961520000000005,0.06931294117647062,0.00062,0.71948
exp_stable_HfTc2_mp-1095669,mp_dataset/structures/exp_stable_HfTc2_mp-1095669/CONTCAR,12,354,354,,,354,5,0.01767,a,0.01767,ok,0.01801,ok,0.03291,ok,-103.11783000000008,-0.291293305084746,-1.97884,-0.01643,354,5,0.00739,a,0.00739,ok,0.0074,ok,0.01116,ok,29.807849999999988,0.08420296610169488,0.00556,0.54338
exp_stable_Hg4Pt_mp-936,mp_dataset/structures/exp_stable_Hg4Pt_mp-936/CONTCAR,5,108,108,,,108,3,0.00336,a,0.00336,ok,0.00451,ok,0.00479,ok,-47.38755,-0.4387736111111111,-3.58465,0.00515,108,3,0.00272,c,0.00274,ok,0.00273,ok,0.00272,ok,7.688770000000001,0.07119231481481482,0.00266,0.54821
exp_stable_HgF2_mp-8177,mp_dataset/structures/exp_stable_HgF2_mp-8177/CONTCAR,3,100,100,,,100,5,0.00895,c,0.00897,ok,0.00901,ok,0.00895,ok,-18.89969000000001,-0.1889969000000001,-1.87499,-0.00051,100,5,0.00364,c,0.00365,ok,0.00365,ok,0.00364,ok,2.3729999999999984,0.023729999999999984,0.00046,0.23208
exp_stable_InBr_mp-22870,mp_dataset/structures/exp_stable_InBr_mp-22870/CONTCAR,4,54,54,,,54,3,0.01022,b,0.01062,ok,0.01022,ok,0.025709999999999997,ok,-16.227399999999996,-0.30050740740740733,-1.97906,-0.00079,54,3,0.00372,b,0.00422,ok,0.00372,ok,0.01089,ok,3.487120000000003,0.06457629629629635,0.00042,0.3925
exp_stable_KI_mp-22898,mp_dataset/structures/exp_stable_KI_mp-22898/CONTCAR,2,30,30,,,30,3,0.02264,b,0.02269,ok,0.02264,ok,0.02394,ok,-3.723,-0.1241,-0.45679,-0.02264,30,3,0.00391,b,0.00392,ok,0.00391,ok,0.00395,ok,0.66886,0.022295333333333334,0.00391,0.08971
exp_stable_KN3_mp-827,mp_dataset/structures/exp_stable_KN3_mp-827/CONTCAR,8,258,258,,,258,5,0.00028,c,0.0004,ok,0.00039,ok,0.00028,ok,-85.50082000000005,-0.33139852713178314,-18.50972,0.00069,258,5,6e-05,a,6e-05,ok,6e-05,ok,6e-05,ok,10.171939999999987,0.0394261240310077,6e-05,1.8894
exp_stable_Li2Se_mp-2286,mp_dataset/structures/exp_stable_Li2Se_mp-2286/CONTCAR,3,100,100,,,100,5,0.011649999999999999,c,0.011720000000000001,ok,0.01181,ok,0.011649999999999999,ok,-25.065440000000006,-0.25065440000000005,-2.27221,0.10801,100,5,0.0015999999999999999,b,0.00163,ok,0.0015999999999999999,ok,0.00165,ok,3.5640699999999996,0.0356407,0.00063,0.34399
exp_stable_LiB_mp-1001835,mp_dataset/structures/exp_stable_LiB_mp-1001835/CONTCAR,4,186,186,,,186,5,0.0029100000000000003,c,0.00356,ok,0.0032199999999999998,ok,0.0029100000000000003,ok,-41.39096999999998,-0.22253209677419344,-9.98365,0.01439,186,5,0.0006399999999999999,c,0.00152,ok,0.00154,ok,0.0006399999999999999,ok,5.121950000000001,0.027537365591397855,0.00031,1.15719
exp_stable_Mg2Ni_mp-2137,mp_dataset/structures/exp_stable_Mg2Ni_mp-2137/CONTCAR,18,540,540,,,540,5,0.00016,b,0.00027,ok,0.00016,ok,0.00071,ok,-14.289439999999999,-0.026461925925925923,-0.25285,0.0016,540,5,1e-05,a,1e-05,ok,1e-05,ok,0.00031,ok,5.110290000000001,0.009463500000000001,0.0,0.08379
exp_stable_MgP4_mp-384,mp_dataset/structures/exp_stable_MgP4_mp-384/CONTCAR,10,244,244,,,244,3,0.0,a,0.0,ok,0.0015,ok,0.00098,ok,-61.825230000000026,-0.25338209016393454,-5.26131,0.00017,244,3,0.00014,b,0.00035,ok,0.00014,ok,0.00059,ok,12.471980000000002,0.05111467213114755,0.00013,0.95183
exp_stable_MnAl12_mp-1104165,mp_dataset/structures/exp_stable_MnAl12_mp-1104165/CONTCAR,13,366,366,,,366,3,0.014249999999999999,b,0.01447,ok,0.014249999999999999,ok,0.01441,ok,-118.34457999999994,-0.32334584699453534,-1.81556,0.0006,366,3,0.00787,b,0.0079,ok,0.00787,ok,0.00789,ok,22.417619999999996,0.06125032786885245,0.00196,0.30987
exp_stable_MoSe2_mp-1634,mp_dataset/structures/exp_stable_MoSe2_mp-1634/CONTCAR,6,150,150,,,150,5,0.00116,a,0.00116,ok,0.00117,ok,0.02792,ok,-47.29102000000001,-0.3152734666666667,-2.85131,-0.00032,150,5,0.00129,a,0.00129,ok,0.00129,ok,0.0101,ok,12.853830000000007,0.08569220000000005,0.00028,0.64226
exp_stable_NaS_mp-2400,mp_dataset/structures/exp_stable_NaS_mp-2400/CONTCAR,8,206,206,,,206,5,0.0,b,3e-05,ok,0.0,ok,2e-05,ok,-23.49327999999999,-0.11404504854368928,-4.72364,0.00281,206,5,0.00015000000000000001,a,0.00015000000000000001,ok,0.00016,ok,0.00015000000000000001,ok,4.52693,0.021975388349514565,7e-05,0.95101
exp_stable_Na_mp-10172,mp_dataset/structures/exp_stable_Na_mp-10172/CONTCAR,2,24,24,,,24,3,0.00197,c,0.06729,ok,0.06725,ok,0.00197,ok,-1.5040200000000004,-0.06266750000000001,-0.09269,0.00101,24,3,0.00141,c,0.03388,ok,0.0339,ok,0.00141,ok,0.8499599999999998,0.035414999999999995,0.0007,0.0539
exp_stable_Nb3Ir_mp-1458,mp_dataset/structures/exp_stable_Nb3Ir_mp-1458/CONTCAR,8,254,254,,,254,3,0.00902,a,0.00902,ok,0.00918,ok,0.00922,ok,-87.73991000000001,-0.3454327165354331,-2.55406,-0.00367,254,3,0.01185,a,0.01185,ok,0.01188,ok,0.01188,ok,22.331320000000012,0.0879185826771654,0.00413,0.63111
exp_stable_NbGa3_mp-1973,mp_dataset/structures/exp_stable_NbGa3_mp-1973/CONTCAR,4,140,140,,,140,5,0.00858,c,0.01706,ok,0.017,ok,0.00858,ok,-43.12708999999999,-0.3080506428571428,-2.44841,0.00661,140,5,0.00206,c,0.00414,ok,0.00415,ok,0.00206,ok,8.487280000000002,0.060623428571428585,0.00206,0.38593
exp_stable_PI2_mp-29443,mp_dataset/structures/exp_stable_PI2_mp-29443/CONTCAR,6,70,70,,,70,3,0.00023,b,0.00065,ok,0.00023,ok,0.00102,ok,-21.82672999999998,-0.31181042857142827,-4.80053,0.00794,70,3,0.00016,b,0.00071,ok,0.00016,ok,0.00054,ok,5.312619999999999,0.07589457142857141,4e-05,0.95857
exp_stable_PbSe_mp-2201,mp_dataset/structures/exp_stable_PbSe_mp-2201/CONTCAR,2,38,38,,,38,5,0.01657,b,0.01677,ok,0.01657,ok,0.01673,ok,-9.806199999999999,-0.2580578947368421,-1.46165,-0.0011,38,5,0.0101,a,0.0101,ok,0.01012,ok,0.0101,ok,2.3342100000000006,0.061426578947368436,0.00062,0.34573
exp_stable_RbI_mp-22903,mp_dataset/structures/exp_stable_RbI_mp-22903/CONTCAR,2,30,30,,,30,3,0.01997,c,0.02106,ok,0.02031,ok,0.01997,ok,-3.8227199999999995,-0.12742399999999998,-0.41822,-0.01997,30,3,0.0059,c,0.00616,ok,0.006,ok,0.0059,ok,0.6536100000000002,0.021787000000000008,0.0059,0.08461
exp_stable_Sc5Ge3_mp-17190,mp_dataset/structures/exp_stable_Sc5Ge3_mp-17190/CONTCAR,16,384,384,,,384,3,0.00053,c,0.011139999999999999,ok,0.01096,ok,0.00053,ok,-111.92614000000009,-0.2914743229166669,-2.09317,0.00045,384,3,0.00567,c,0.0157,ok,0.015560000000000001,ok,0.00567,ok,26.22792,0.068301875,0.005,0.42566
exp_stable_ScAg2_mp-1018128,mp_dataset/structures/exp_stable_ScAg2_mp-1018128/CONTCAR,3,114,114,,,114,5,0.00017,c,0.00147,ok,0.00141,ok,0.00017,ok,-32.84158999999999,-0.28808412280701745,-3.41004,0.00542,114,5,0.00669,a,0.00669,ok,0.006699999999999999,ok,0.00748,ok,5.500010000000002,0.048245701754385986,0.00331,0.4019
exp_stable_ScTe_mp-10026,mp_dataset/structures/exp_stable_ScTe_mp-10026/CONTCAR,4,86,86,,,86,5,0.00712,c,0.013900000000000001,ok,0.01405,ok,0.00712,ok,-23.326760000000004,-0.27124139534883723,-1.5719,-0.00166,86,5,0.0055899999999999995,c,0.00644,ok,0.00642,ok,0.0055899999999999995,ok,6.087279999999999,0.07078232558139534,0.00138,0.33744
exp_stable_SnPt_mp-19856,mp_dataset/structures/exp_stable_SnPt_mp-19856/CONTCAR,4,94,94,,,94,5,0.01291,c,0.03415,ok,0.03401,ok,0.01291,ok,-50.328199999999995,-0.5354063829787233,-3.26116,0.01963,94,5,0.01067,c,0.01824,ok,0.01826,ok,0.01067,ok,8.322639999999998,0.0885387234042553,0.00637,0.4615
exp_stable_SrO2_mp-2697,mp_dataset/structures/exp_stable_SrO2_mp-2697/CONTCAR,3,126,126,,,126,5,0.00044,b,0.0005399999999999999,ok,0.00044,ok,0.00195,ok,-15.520259999999992,-0.1231766666666666,-7.05734,0.00025,126,5,8e-05,b,0.0001,ok,8e-05,ok,0.00096,ok,1.8014899999999998,0.01429753968253968,3e-05,0.98352
exp_stable_SrSi_mp-2661,mp_dataset/structures/exp_stable_SrSi_mp-2661/CONTCAR,4,66,66,,,66,5,7e-05,a,7e-05,ok,0.01497,ok,0.01575,ok,-13.558639999999995,-0.2054339393939393,-2.8884,7e-05,66,5,0.00174,b,0.00901,ok,0.00174,ok,0.015290000000000002,ok,3.6951300000000007,0.05598681818181819,0.00174,0.80771
exp_stable_Ta5Ge3_mp-17593,mp_dataset/structures/exp_stable_Ta5Ge3_mp-17593/CONTCAR,16,410,410,,,410,3,0.03464,b,0.03483,ok,0.03464,ok,0.03993,ok,-169.44591999999997,-0.413282731707317,-2.67657,-0.01194,410,3,0.01541,b,0.01549,ok,0.01541,ok,0.0163,ok,36.15615999999998,0.08818575609756092,0.00653,0.52265
exp_stable_TaP_mp-1067587,mp_dataset/structures/exp_stable_TaP_mp-1067587/CONTCAR,4,126,126,,,126,5,0.03142,a,0.03142,ok,0.03142,ok,0.03292,ok,-45.655930000000005,-0.3623486507936508,-2.7816,-0.00011,126,5,0.01262,a,0.01262,ok,0.01262,ok,0.015050000000000001,ok,9.66084000000001,0.07667333333333341,0.0002,0.4822
exp_stable_TaSb2_mp-11697,mp_dataset/structures/exp_stable_TaSb2_mp-11697/CONTCAR,6,140,140,,,140,5,0.01174,b,0.017,ok,0.01174,ok,0.01752,ok,-48.93800999999999,-0.34955721428571424,-3.02436,-0.00058,140,5,0.01519,b,0.01906,ok,0.01519,ok,0.01756,ok,12.377870000000003,0.08841335714285717,0.00041,0.59138
exp_stable_Te2Pd_mp-782,mp_dataset/structures/exp_stable_Te2Pd_mp-782/CONTCAR,3,54,54,,,54,5,0.01444,c,0.08774,ok,0.0876,ok,0.01444,ok,-28.461079999999995,-0.527057037037037,-3.51581,-0.00574,54,5,0.00281,c,0.021429999999999998,ok,0.021449999999999997,ok,0.00281,ok,5.26657,0.09752907407407407,0.00258,0.58162
exp_stable_Te2Ru_mp-267,mp_dataset/structures/exp_stable_Te2Ru_mp-267/CONTCAR,6,120,120,,,120,3,0.00434,b,0.004710000000000001,ok,0.00434,ok,0.00968,ok,-38.187260000000016,-0.3182271666666668,-2.33689,-0.0008,120,3,0.00267,b,0.00768,ok,0.00267,ok,0.00839,ok,9.586699999999999,0.07988916666666665,0.00048,0.49757
exp_stable_TeO2_mp-8377,mp_dataset/structures/exp_stable_TeO2_mp-8377/CONTCAR,12,360,360,,,360,5,4e-05,b,6e-05,ok,4e-05,ok,7.000000000000001e-05,ok,-83.50709000000013,-0.23196413888888925,-6.69472,0.00206,360,5,0.0002,b,0.00045,ok,0.0002,ok,0.00038,ok,12.421100000000008,0.03450305555555558,3e-05,0.87422
exp_stable_Ti3In_mp-866046,mp_dataset/structures/exp_stable_Ti3In_mp-866046/CONTCAR,8,256,256,,,256,3,0.00501,c,0.00614,ok,0.00556,ok,0.00501,ok,-52.90306000000003,-0.20665257812500012,-1.19203,-0.0037,256,3,0.00716,c,0.00855,ok,0.00854,ok,0.00716,ok,17.341609999999996,0.06774066406249998,0.00225,0.32116
exp_stable_Ti3Pt_mp-2339,mp_dataset/structures/exp_stable_Ti3Pt_mp-2339/CONTCAR,8,278,278,,,278,3,0.00178,a,0.00178,ok,0.00189,ok,0.00187,ok,-66.48618,-0.23915892086330937,-1.77737,-0.00178,278,3,0.0052899999999999996,b,0.0053100000000000005,ok,0.0052899999999999996,ok,0.0053,ok,18.77892,0.06755007194244604,0.0026,0.44821
exp_stable_TiBe12_mp-1104067,mp_dataset/structures/exp_stable_TiBe12_mp-1104067/CONTCAR,13,762,762,,,762,5,0.00024,b,0.0007999999999999999,ok,0.00024,ok,0.00031,ok,-145.06691000000004,-0.19037652230971133,-2.71402,0.04817,762,5,0.00037,b,0.0007000000000000001,ok,0.00037,ok,0.00037,ok,19.300800000000002,0.02532913385826772,0.0003,0.27472
exp_stable_TiNi_mp-1048,mp_dataset/structures/exp_stable_TiNi_mp-1048/CONTCAR,4,150,150,,,150,5,0.00391,b,0.01448,ok,0.00391,ok,0.01699,ok,-22.015110000000007,-0.14676740000000005,-0.9152,-0.00195,150,5,0.00224,b,0.008660000000000001,ok,0.00224,ok,0.00934,ok,8.109679999999999,0.054064533333333324,0.00111,0.30214
exp_stable_TiO_mp-1071163,mp_dataset/structures/exp_stable_TiO_mp-1071163/CONTCAR,6,336,336,,,336,5,0.0006399999999999999,a,0.0006399999999999999,ok,0.00071,ok,0.00073,ok,-48.93890999999994,-0.1456515178571427,-3.18841,-4e-05,336,5,0.00019,b,0.00027,ok,0.00019,ok,0.00019,ok,10.267770000000025,0.030558839285714363,8e-05,0.48618
exp_stable_TiSi2_mp-1077503,mp_dataset/structures/exp_stable_TiSi2_mp-1077503/CONTCAR,6,232,232,,,232,5,0.00618,b,0.00718,ok,0.00618,ok,0.011909999999999999,ok,-57.76688000000004,-0.2489951724137933,-3.6615,0.00235,232,5,0.00494,b,0.00523,ok,0.00494,ok,0.00559,ok,12.465140000000023,0.05372905172413803,0.0008,0.55503
exp_stable_TlCl_mp-571079,mp_dataset/structures/exp_stable_TlCl_mp-571079/CONTCAR,4,54,54,,,54,3,0.00717,b,0.00982,ok,0.00717,ok,0.03161,ok,-15.684240000000004,-0.290448888888889,-1.65554,-0.00079,54,3,0.00278,b,0.00377,ok,0.00278,ok,0.010709999999999999,ok,3.0910600000000006,0.05724185185185186,0.00049,0.32443
exp_stable_VNi2_mp-11531,mp_dataset/structures/exp_stable_VNi2_mp-11531/CONTCAR,3,156,156,,,156,7,0.0038799999999999998,a,0.0038799999999999998,ok,0.00496,ok,0.00647,ok,-17.33766,-0.11113884615384616,-1.40292,-0.00171,156,7,0.00213,a,0.00213,ok,0.0031,ok,0.0036699999999999997,ok,6.24173,0.04001108974358974,0.00105,0.47686
exp_stable_WO2_mp-1524394,mp_dataset/structures/exp_stable_WO2_mp-1524394/CONTCAR,12,552,552,,,552,5,0.00022,c,0.00044,ok,0.00042,ok,0.00022,ok,-166.84879999999973,-0.3022623188405792,-6.51953,3e-05,552,5,9e-05,c,0.00026000000000000003,ok,0.00027,ok,9e-05,ok,22.392530000000015,0.04056617753623191,4e-05,1.22207
exp_stable_Zr2Au_mp-2348,mp_dataset/structures/exp_stable_Zr2Au_mp-2348/CONTCAR,3,79,79,,,79,5,0.03057,a,0.03057,ok,0.032060000000000005,ok,0.03227,ok,-43.8732,-0.5553569620253164,-2.33406,-0.01458,79,5,0.0142,a,0.0142,ok,0.01488,ok,0.014339999999999999,ok,8.116499999999995,0.10274050632911386,0.0068,0.43747
exp_stable_Zr5Pb3_mp-681992,mp_dataset/structures/exp_stable_Zr5Pb3_mp-681992/CONTCAR,16,348,348,,,348,3,2e-05,c,0.023710000000000002,ok,0.02392,ok,2e-05,ok,-149.6521599999999,-0.4300349425287353,-2.57479,0.00269,348,3,0.01337,c,0.02403,ok,0.02422,ok,0.01337,ok,33.83459000000002,0.09722583333333339,0.00611,0.46729
exp_stable_ZrMo2_mp-2049,mp_dataset/structures/exp_stable_ZrMo2_mp-2049/CONTCAR,6,168,168,,,168,5,0.0105,a,0.0105,ok,0.01148,ok,0.01178,ok,-53.60926000000001,-0.31910273809523815,-1.69163,-0.0105,168,5,0.00809,c,0.00814,ok,0.00813,ok,0.00809,ok,15.79480000000001,0.09401666666666672,0.00809,0.46745
extension_Ag_mp-124,mp_dataset/structures/extension_Ag_mp-124/CONTCAR,1,54,54,,,54,5,0.05491,a,0.05491,ok,0.06009,ok,0.06984,ok,-17.216119999999997,-0.31881703703703695,-1.26598,-0.01534,54,5,0.01232,a,0.01232,ok,0.01232,ok,0.01251,ok,2.30986,0.04277518518518519,0.00324,0.15482
extension_Al_mp-134,mp_dataset/structures/extension_Al_mp-134/CONTCAR,1,54,54,,,54,5,0.01797,b,0.01798,ok,0.01797,ok,0.01797,ok,-18.333559999999995,-0.3395103703703703,-1.41955,0.00902,54,5,0.01048,a,0.01048,ok,0.01048,ok,0.01048,ok,3.1837800000000014,0.058958888888888915,0.00524,0.22704
extension_As_mp-158,mp_dataset/structures/extension_As_mp-158/CONTCAR,4,106,106,,,106,5,0.00116,b,0.00243,ok,0.00116,ok,0.00324,ok,-25.922940000000033,-0.24455603773584936,-3.98459,0.00449,106,5,0.00093,b,0.00164,ok,0.00093,ok,0.00323,ok,6.18613,0.05835971698113208,0.00081,0.88745
extension_Au_mp-81,mp_dataset/structures/extension_Au_mp-81/CONTCAR,1,54,54,,,54,5,0.07499,c,0.09703,ok,0.13238,ok,0.07499,ok,-25.295960000000004,-0.4684437037037038,-1.8597,0.12034,54,5,0.01434,b,0.01436,ok,0.01434,ok,0.01443,ok,2.8393400000000004,0.05258037037037038,0.00502,0.19657
extension_B_mp-160,mp_dataset/structures/extension_B_mp-160/CONTCAR,12,870,870,,,870,5,0.0,a,0.0,ok,8e-05,ok,4e-05,ok,-190.43455999999998,-0.21889029885057468,-7.84673,0.06607,870,5,0.00022,b,0.00023,ok,0.00022,ok,0.00022,ok,21.970909999999957,0.025253919540229836,4e-05,0.87572
