compound_id,structure_file,n_sites,n_bonds_icohp,n_bonds_icobi,error,warnings,icohp_n_bonds_used,icohp_coord_bound,icohp_percolation_weight_min,icohp_percolation_direction,icohp_percolation_weight_a,icohp_percolation_status_a,icohp_percolation_weight_b,icohp_percolation_status_b,icohp_percolation_weight_c,icohp_percolation_status_c,icohp_sum,icohp_mean,icohp_min,icohp_max,icobi_n_bonds_used,icobi_coord_bound,icobi_percolation_weight_min,icobi_percolation_direction,icobi_percolation_weight_a,icobi_percolation_status_a,icobi_percolation_weight_b,icobi_percolation_status_b,icobi_percolation_weight_c,icobi_percolation_status_c,icobi_sum,icobi_mean,icobi_min,icobi_max
extension_Ba5P4_exp_mp-17566,mp_dataset/structures/extension_Ba5P4_exp_mp-17566/CONTCAR,36,408,408,,,408,3,0.00587,a,0.00587,ok,0.0173,ok,0.08998,ok,-94.94394000000011,-0.23270573529411792,-3.49368,0.00402,408,3,0.00281,a,0.00281,ok,0.021759999999999998,ok,0.01019,ok,20.521410000000007,0.05029757352941178,0.00136,0.90476
extension_BaCl2_exp_mp-23199,mp_dataset/structures/extension_BaCl2_exp_mp-23199/CONTCAR,12,188,188,,,188,3,0.01227,a,0.01227,ok,0.019950000000000002,ok,0.01727,ok,-21.612890000000014,-0.11496218085106391,-0.50822,-0.00626,188,3,0.00166,a,0.00166,ok,0.00332,ok,0.00329,ok,2.9256100000000003,0.015561755319148938,0.0008,0.08075
extension_BaF3_exp_mp-1080821,mp_dataset/structures/extension_BaF3_exp_mp-1080821/CONTCAR,8,210,210,,,210,3,0.0007,a,0.0007,ok,0.0015400000000000001,ok,0.0020299999999999997,ok,-14.691979999999996,-0.06996180952380951,-0.7887,-0.0003,210,3,0.0004,a,0.0004,ok,0.00044,ok,0.00085,ok,2.5647700000000007,0.01221319047619048,9e-05,0.22815
extension_BaF3_theo_mp-1183303,mp_dataset/structures/extension_BaF3_theo_mp-1183303/CONTCAR,4,140,140,,,140,5,0.0001,c,0.00011,ok,0.00011,ok,0.0001,ok,-9.82046,-0.07014614285714287,-0.52775,0.00011,140,5,0.00211,a,0.00211,ok,0.00212,ok,0.00211,ok,1.1522700000000003,0.008230500000000002,0.00074,0.03688
extension_BaN2_exp_mp-1102371,mp_dataset/structures/extension_BaN2_exp_mp-1102371/CONTCAR,12,222,222,,,222,3,0.00149,c,0.0017599999999999998,ok,0.00665,ok,0.00149,ok,-28.62074000000001,-0.1289222522522523,-0.78604,-0.00013,222,3,0.00251,c,0.00476,ok,0.0029,ok,0.00251,ok,10.080540000000003,0.04540783783783785,0.00082,0.64153
extension_BaO_exp_mp-1008500,mp_dataset/structures/extension_BaO_exp_mp-1008500/CONTCAR,4,86,86,,,86,5,0.00952,c,0.00953,ok,0.00962,ok,0.00952,ok,-17.00565000000001,-0.19774011627906987,-0.73743,-0.00476,86,5,0.0025700000000000002,b,0.00258,ok,0.0025700000000000002,ok,0.0052499999999999995,ok,2.0618399999999992,0.023974883720930224,0.00128,0.07896
extension_BaO_theo_mp-1950989,mp_dataset/structures/extension_BaO_theo_mp-1950989/CONTCAR,4,96,96,,,96,3,0.00107,c,0.01696,ok,0.01706,ok,0.00107,ok,-11.842460000000006,-0.1233589583333334,-0.75891,0.00107,96,3,0.00063,c,0.0051,ok,0.00499,ok,0.00063,ok,1.8097600000000003,0.01885166666666667,0.00031,0.131
extension_BaS3_exp_mp-556296,mp_dataset/structures/extension_BaS3_exp_mp-556296/CONTCAR,16,270,270,,,270,3,0.00314,a,0.00314,ok,0.0050100000000000006,ok,0.00604,ok,-64.10555,-0.23742796296296295,-5.30791,-0.00117,270,3,0.00088,a,0.00088,ok,0.00137,ok,0.00276,ok,11.688519999999995,0.043290814814814796,0.00029,0.92338
extension_Ba_mp-122,mp_dataset/structures/extension_Ba_mp-122/CONTCAR,2,20,20,,,20,3,0.01108,a,0.01108,ok,0.01108,ok,0.02587,ok,-0.36809999999999987,-0.018404999999999994,-0.03089,-0.01108,20,3,4e-05,a,4e-05,ok,4e-05,ok,0.00066,ok,0.02627999999999999,0.0013139999999999996,4e-05,0.00395
extension_Be3N2_exp_mp-18337,mp_dataset/structures/extension_Be3N2_exp_mp-18337/CONTCAR,40,2697,0,,ICOBILIST.lobster not found; metric skipped.,2697,3,0.00038,a,0.00038,ok,0.00038,ok,0.0004,ok,-579.9519500000011,-0.21503594734890663,-5.41169,0.07109,,,,,,,,,,,,,,
extension_Be3N2_theo_mp-1017550,mp_dataset/structures/extension_Be3N2_theo_mp-1017550/CONTCAR,5,434,434,,,434,7,0.0,a,0.0,ok,0.0,ok,0.00032,ok,-74.84738000000013,-0.1724594009216593,-5.37853,0.03613,434,7,4e-05,a,4e-05,ok,4e-05,ok,0.00011,ok,7.65780000000001,0.017644700460829516,2e-05,0.51422
extension_Be3P2_exp_mp-567841,mp_dataset/structures/extension_Be3P2_exp_mp-567841/CONTCAR,40,1332,1332,,,1332,3,0.0009299999999999998,a,0.0009299999999999998,ok,0.00109,ok,0.00115,ok,-437.5150499999998,-0.3284647522522521,-4.2216,0.14584,1332,3,0.0005,b,0.00051,ok,0.0005,ok,0.00051,ok,67.34107000000013,0.05055635885885896,0.00014,0.6237
extension_Be3P2_theo_mp-1084771,mp_dataset/structures/extension_Be3P2_theo_mp-1084771/CONTCAR,10,360,360,,,360,3,0.00017,b,0.0008,ok,0.00017,ok,0.00082,ok,-109.69421999999993,-0.3047061666666665,-3.77024,0.12509,360,3,0.00027,a,0.00027,ok,0.00028,ok,0.00027,ok,16.71280000000002,0.0464244444444445,0.00027,0.55047
extension_BeCl2_exp_mp-23267,mp_dataset/structures/extension_BeCl2_exp_mp-23267/CONTCAR,6,118,118,,,118,5,0.00059,a,0.00059,ok,0.00253,ok,0.00213,ok,-49.38797,-0.4185421186440678,-5.64578,-0.00026,118,5,0.00018,a,0.00018,ok,0.00043,ok,0.00044,ok,6.454809999999992,0.054701779661016886,9e-05,0.71758
extension_BeCl2_theo_mp-1172909,mp_dataset/structures/extension_BeCl2_theo_mp-1172909/CONTCAR,36,24,24,,[icohp] direction a: No non-contractile path found in this lattice direction within the search bound (+/-3 cells). The bonding network defined by the supplied ICOHP/ICOBI cutoff is disconnected along this direction (or the bound is too tight for the input data -- increase --coord-bound).; [icohp] direction b: No non-contractile path found in this lattice direction within the search bound (+/-3 cells). The bonding network defined by the supplied ICOHP/ICOBI cutoff is disconnected along this direction (or the bound is too tight for the input data -- increase --coord-bound).; [icohp] direction c: No non-contractile path found in this lattice direction within the search bound (+/-3 cells). The bonding network defined by the supplied ICOHP/ICOBI cutoff is disconnected along this direction (or the bound is too tight for the input data -- increase --coord-bound).; [icobi] direction a: No non-contractile path found in this lattice direction within the search bound (+/-3 cells). The bonding network defined by the supplied ICOHP/ICOBI cutoff is disconnected along this direction (or the bound is too tight for the input data -- increase --coord-bound).; [icobi] direction b: No non-contractile path found in this lattice direction within the search bound (+/-3 cells). The bonding network defined by the supplied ICOHP/ICOBI cutoff is disconnected along this direction (or the bound is too tight for the input data -- increase --coord-bound).; [icobi] direction c: No non-contractile path found in this lattice direction within the search bound (+/-3 cells). The bonding network defined by the supplied ICOHP/ICOBI cutoff is disconnected along this direction (or the bound is too tight for the input data -- increase --coord-bound).,24,3,,,,disconnected,,disconnected,,disconnected,-22.689980000000002,-0.9454158333333335,-0.95007,-0.9352,24,3,,,,disconnected,,disconnected,,disconnected,8.87272,0.3696966666666666,0.36187,0.3729
extension_BeF2_exp_mp-15951,mp_dataset/structures/extension_BeF2_exp_mp-15951/CONTCAR,9,396,396,,,396,5,4e-05,c,8e-05,ok,8e-05,ok,4e-05,ok,-89.65170999999981,-0.2263932070707066,-6.86487,-1e-05,396,5,0.0,c,1e-05,ok,1e-05,ok,0.0,ok,7.040119999999992,0.017778080808080788,0.0,0.52888
extension_BeF2_theo_mp-975644,mp_dataset/structures/extension_BeF2_theo_mp-975644/CONTCAR,3,180,180,,,180,5,0.0,a,0.0,ok,0.0,ok,8e-05,ok,-18.385020000000054,-0.1021390000000003,-1.6978,0.07175,180,5,0.00014,a,0.00014,ok,0.00014,ok,0.00037,ok,2.640630000000001,0.014670166666666673,7e-05,0.1548
extension_BeO_exp_mp-7599,mp_dataset/structures/extension_BeO_exp_mp-7599/CONTCAR,8,576,576,,,576,5,8e-05,a,8e-05,ok,8e-05,ok,8e-05,ok,-111.50482000000018,-0.19358475694444477,-6.22092,0.00031,576,5,4e-05,a,4e-05,ok,4e-05,ok,4e-05,ok,9.894179999999979,0.017177395833333296,1e-05,0.55096
extension_BeO_theo_mp-1778,mp_dataset/structures/extension_BeO_theo_mp-1778/CONTCAR,2,176,176,,,176,5,0.00031,a,0.00031,ok,0.00031,ok,0.00031999999999999997,ok,-31.181719999999984,-0.17716886363636355,-5.85193,0.00028,176,5,8e-05,a,8e-05,ok,8e-05,ok,8e-05,ok,2.7295300000000062,0.015508693181818217,3e-05,0.52335
extension_Be_mp-87,mp_dataset/structures/extension_Be_mp-87/CONTCAR,4,332,332,,,332,7,8e-05,b,0.00045,ok,8e-05,ok,0.0004,ok,-53.361990000000034,-0.16072888554216877,-2.05287,0.04971,332,7,0.00106,b,0.00198,ok,0.00106,ok,0.00204,ok,6.561309999999997,0.019762981927710834,0.00047,0.21294
extension_Br_mp-23154,mp_dataset/structures/extension_Br_mp-23154/CONTCAR,4,62,62,,,62,5,0.00017,b,0.00034,ok,0.00017,ok,0.00104,ok,-8.652459999999998,-0.13955580645161286,-3.53622,0.00153,62,5,0.00013,b,0.00026,ok,0.00013,ok,0.00054,ok,2.3324800000000003,0.03762064516129033,3e-05,0.78268
extension_CMcarbon_mp-1080826,mp_dataset/structures/extension_CMcarbon_mp-1080826/CONTCAR,8,712,712,,,712,7,1e-05,a,1e-05,ok,2e-05,ok,1e-05,ok,-157.5588399999997,-0.22129050561797708,-10.30903,0.02676,712,7,0.0,a,0.0,ok,2e-05,ok,1e-05,ok,15.967550000000012,0.022426334269662937,0.0,0.97876
extension_CWcarbon_mp-1190171,mp_dataset/structures/extension_CWcarbon_mp-1190171/CONTCAR,16,1320,1320,,,1320,5,1e-05,a,1e-05,ok,2e-05,ok,2e-05,ok,-315.30823999999944,-0.23886987878787835,-10.23996,0.02211,1320,5,0.0,a,0.0,ok,2e-05,ok,1e-05,ok,31.925270000000037,0.024185810606060634,0.0,0.97346
extension_Ca3N2_exp_mp-1047,mp_dataset/structures/extension_Ca3N2_exp_mp-1047/CONTCAR,10,235,235,,,235,3,0.00444,c,0.00446,ok,0.00446,ok,0.00444,ok,-22.53052,-0.09587455319148935,-0.66823,0.00462,235,3,0.00046,a,0.00046,ok,0.00046,ok,0.00046,ok,5.737849999999997,0.02441638297872339,0.00012,0.20174
extension_Ca3N2_mp-844,mp_dataset/structures/extension_Ca3N2_mp-844/CONTCAR,40,900,900,,,900,3,0.0037600000000000003,b,0.0037800000000000004,ok,0.0037600000000000003,ok,0.0037800000000000004,ok,-92.14831999999991,-0.10238702222222212,-0.65982,0.00719,900,3,0.00184,b,0.00186,ok,0.00184,ok,0.00185,ok,23.397629999999992,0.025997366666666657,0.0003,0.19785
extension_Ca3N2_theo_mp-1013524,mp_dataset/structures/extension_Ca3N2_theo_mp-1013524/CONTCAR,5,140,140,,,140,3,0.00091,a,0.00091,ok,0.00091,ok,0.00091,ok,-11.256669999999996,-0.08040478571428569,-0.55122,0.00919,140,3,0.00042,a,0.00042,ok,0.00042,ok,0.00044,ok,2.8293599999999994,0.020209714285714282,0.00042,0.12404
extension_CaCl2_exp_mp-23214,mp_dataset/structures/extension_CaCl2_exp_mp-23214/CONTCAR,6,96,96,,,96,3,0.00202,a,0.00202,ok,0.00387,ok,0.00349,ok,-10.438640000000003,-0.10873583333333336,-0.79465,-0.0005,96,3,0.00058,a,0.00058,ok,0.0008900000000000001,ok,0.00076,ok,1.4820000000000004,0.015437500000000005,0.00011,0.10914
extension_CaCl2_theo_mp-1120739,mp_dataset/structures/extension_CaCl2_theo_mp-1120739/CONTCAR,3,82,82,,,82,5,0.00367,a,0.00367,ok,0.0038799999999999998,ok,0.0037,ok,-5.516469999999999,-0.0672740243902439,-0.57428,-0.00038,82,5,0.00068,a,0.00068,ok,0.00074,ok,0.0006900000000000001,ok,0.8042700000000005,0.009808170731707323,0.00011,0.08215
extension_CaF2_exp_mp-10464,mp_dataset/structures/extension_CaF2_exp_mp-10464/CONTCAR,12,476,476,,,476,5,0.00012,b,0.00071,ok,0.00012,ok,0.00079,ok,-26.831320000000016,-0.05636831932773113,-0.71899,-0.00012,476,5,2e-05,b,0.00011,ok,2e-05,ok,0.0001,ok,2.5965700000000056,0.00545497899159665,2e-05,0.07303
extension_CaF2_theo_mp-554355,mp_dataset/structures/extension_CaF2_theo_mp-554355/CONTCAR,3,114,114,,,114,5,0.00172,b,0.00174,ok,0.00172,ok,0.003,ok,-6.8316199999999965,-0.059926491228070145,-0.65109,-0.00057,114,5,0.00028,a,0.00028,ok,0.00028,ok,0.00053,ok,0.6644700000000006,0.005828684210526321,8e-05,0.05911
extension_CaN_mp-1058549,mp_dataset/structures/extension_CaN_mp-1058549/CONTCAR,2,74,74,,,74,5,0.00562,a,0.00562,ok,0.007390000000000001,ok,0.0072499999999999995,ok,-6.872879999999995,-0.09287675675675669,-0.69988,0.00575,74,5,0.00184,b,0.0020299999999999997,ok,0.00184,ok,0.00199,ok,1.6845400000000001,0.022764054054054055,0.00088,0.12253
extension_CaO_exp_mp-1079707,mp_dataset/structures/extension_CaO_exp_mp-1079707/CONTCAR,8,196,196,,[icohp] direction c: No non-contractile path found in this lattice direction within the search bound (+/-5 cells). The bonding network defined by the supplied ICOHP/ICOBI cutoff is disconnected along this direction (or the bound is too tight for the input data -- increase --coord-bound).; [icobi] direction c: No non-contractile path found in this lattice direction within the search bound (+/-5 cells). The bonding network defined by the supplied ICOHP/ICOBI cutoff is disconnected along this direction (or the bound is too tight for the input data -- increase --coord-bound).,196,5,0.00063,a,0.00063,ok,0.00065,ok,,disconnected,-19.296999999999993,-0.09845408163265303,-0.63727,-0.00029,196,5,0.00018,a,0.00018,ok,0.00019,ok,,disconnected,2.6712200000000017,0.013628673469387764,8e-05,0.11022
extension_CaO_mp-2605,mp_dataset/structures/extension_CaO_mp-2605/CONTCAR,2,122,122,,,122,5,0.00215,c,0.00224,ok,0.00334,ok,0.00215,ok,-7.3447,-0.06020245901639344,-0.71116,0.00833,122,5,0.00018,a,0.00018,ok,0.00018,ok,0.00021,ok,1.01516,0.008320983606557378,9e-05,0.11597
extension_CaO_theo_mp-1181903,mp_dataset/structures/extension_CaO_theo_mp-1181903/CONTCAR,8,264,264,,,264,3,0.00042,a,0.00042,ok,0.00044,ok,0.00045,ok,-13.021759999999997,-0.04932484848484847,-0.55325,0.0036,264,3,0.00089,c,0.00092,ok,0.00098,ok,0.00089,ok,3.60035,0.013637689393939395,0.00054,0.07314
extension_Ca_mp-21,mp_dataset/structures/extension_Ca_mp-21/CONTCAR,1,14,14,,,14,3,0.03023,a,0.03023,ok,0.03062,ok,0.03062,ok,-0.28664,-0.020474285714285716,-0.03062,-0.00703,14,3,0.00253,a,0.00253,ok,0.00253,ok,0.00253,ok,0.024600000000000004,0.0017571428571428575,0.00071,0.00253
extension_Cd_mp-94,mp_dataset/structures/extension_Cd_mp-94/CONTCAR,2,64,64,,,64,5,0.00073,c,0.00782,ok,0.00902,ok,0.00073,ok,-29.253199999999993,-0.4570812499999999,-2.03453,0.02917,64,5,0.00341,c,0.0065,ok,0.00649,ok,0.00341,ok,4.6724499999999995,0.07300703124999999,0.00178,0.3
extension_Cdiamond_mp-66,mp_dataset/structures/extension_Cdiamond_mp-66/CONTCAR,2,236,236,,,236,7,2e-05,a,2e-05,ok,2e-05,ok,2e-05,ok,-40.173910000000085,-0.17022843220339018,-9.66019,0.01191,236,7,2e-05,a,2e-05,ok,2e-05,ok,2e-05,ok,4.022079999999991,0.017042711864406743,1e-05,0.94974
extension_Cgraphite_mp-48,mp_dataset/structures/extension_Cgraphite_mp-48/CONTCAR,4,212,212,,,212,7,0.00037,b,0.00042,ok,0.00037,ok,0.00039,ok,-73.19410000000005,-0.34525518867924554,-11.55068,0.03449,212,7,4e-05,a,4e-05,ok,5e-05,ok,4e-05,ok,7.874950000000007,0.03714599056603777,2e-05,1.21988
extension_Cl_mp-22848,mp_dataset/structures/extension_Cl_mp-22848/CONTCAR,4,70,70,,,70,5,0.00011,b,0.00022,ok,0.00011,ok,0.00126,ok,-11.78474,-0.16835342857142857,-5.57283,0.00036,70,5,0.00015999999999999999,c,0.00033,ok,0.00018,ok,0.00015999999999999999,ok,2.12168,0.030309714285714287,1e-05,0.92543
extension_Clonsdaleite_mp-47,mp_dataset/structures/extension_Clonsdaleite_mp-47/CONTCAR,4,356,356,,,356,7,0.0,c,1e-05,ok,1e-05,ok,0.0,ok,-80.51609000000008,-0.22616879213483168,-9.88643,0.11157,356,7,2e-05,a,2e-05,ok,2e-05,ok,2e-05,ok,8.019040000000006,0.022525393258426982,1e-05,0.95325
extension_Co_mp-102,mp_dataset/structures/extension_Co_mp-102/CONTCAR,1,78,78,,,78,5,0.00217,b,0.0025800000000000003,ok,0.00217,ok,0.00415,ok,-24.582079999999994,-0.3151548717948717,-2.02179,0.00445,78,5,0.00445,b,0.00458,ok,0.00445,ok,0.00456,ok,3.80966,0.04884179487179487,0.00209,0.27076
extension_Cr_mp-90,mp_dataset/structures/extension_Cr_mp-90/CONTCAR,2,96,96,,,96,5,0.03186,c,0.03517,ok,0.03221,ok,0.03186,ok,-15.026429999999998,-0.15652531249999999,-1.0928499999999999,-0.01523,96,5,0.03286,c,0.03402,ok,0.03295,ok,0.03286,ok,6.537260000000002,0.06809645833333335,0.01427,0.47202
extension_Cs2S_exp_mp-1077814,mp_dataset/structures/extension_Cs2S_exp_mp-1077814/CONTCAR,6,84,84,,,84,3,0.02068,a,0.02068,ok,0.02089,ok,0.058249999999999996,ok,-21.89212,-0.2606204761904762,-1.05551,-0.02068,84,3,0.00695,a,0.00695,ok,0.00701,ok,0.01285,ok,2.847340000000001,0.033896904761904774,0.0064,0.08502
extension_CsCl_exp_mp-573697,mp_dataset/structures/extension_CsCl_exp_mp-573697/CONTCAR,2,30,30,,,30,3,0.01441,b,0.0147,ok,0.01441,ok,0.01469,ok,-5.69615,-0.1898716666666667,-0.34721,-0.01439,30,3,0.00295,b,0.00299,ok,0.00295,ok,0.00299,ok,0.6934600000000003,0.023115333333333342,0.00295,0.06004
extension_CsF_exp_mp-8455,mp_dataset/structures/extension_CsF_exp_mp-8455/CONTCAR,2,44,44,,,44,3,0.00931,b,0.00998,ok,0.00931,ok,0.00978,ok,-12.221400000000006,-0.27775909090909107,-1.51929,-0.00289,44,3,0.00124,b,0.00136,ok,0.00124,ok,0.00132,ok,1.0625099999999998,0.024147954545454542,0.00048,0.12375
extension_CsN3_exp_mp-510557,mp_dataset/structures/extension_CsN3_exp_mp-510557/CONTCAR,8,138,138,,,138,3,0.0017200000000000002,a,0.0017200000000000002,ok,0.00189,ok,0.00187,ok,-82.18242,-0.5955247826086956,-17.77627,0.00032,138,3,0.00018,b,0.00022,ok,0.00018,ok,0.00018,ok,10.155359999999998,0.0735895652173913,6e-05,1.88969
extension_CsN3_theo_mp-1225892,mp_dataset/structures/extension_CsN3_theo_mp-1225892/CONTCAR,4,94,94,,,94,3,0.00107,b,0.00227,ok,0.00107,ok,0.00226,ok,-43.586810000000014,-0.4636894680851065,-17.58216,-0.00029,94,3,0.00016,a,0.00016,ok,0.00017,ok,0.00016,ok,5.327189999999998,0.05667223404255317,7e-05,1.89843
extension_CsO2_exp_mp-1441,mp_dataset/structures/extension_CsO2_exp_mp-1441/CONTCAR,3,70,70,,,70,5,0.00365,b,0.00489,ok,0.00365,ok,0.00442,ok,-19.10988,-0.2729982857142857,-11.46266,-0.0022199999999999998,70,5,0.00113,b,0.0014199999999999998,ok,0.00113,ok,0.007899999999999999,ok,2.00157,0.028593857142857143,0.00083,1.0941999999999998
extension_CsO2_theo_mp-1096936,mp_dataset/structures/extension_CsO2_theo_mp-1096936/CONTCAR,3,86,86,,,86,5,0.005980000000000001,b,0.006,ok,0.005980000000000001,ok,0.00749,ok,-21.232990000000015,-0.24689523255813972,-11.05564,-0.0012,86,5,0.00336,c,0.004200000000000001,ok,0.004200000000000001,ok,0.00336,ok,2.2412900000000002,0.02606151162790698,0.00084,1.12984
extension_CsP7_exp_mp-1201790,mp_dataset/structures/extension_CsP7_exp_mp-1201790/CONTCAR,32,468,468,,,468,3,0.00106,c,0.00682,ok,0.00283,ok,0.00106,ok,-214.53208000000018,-0.45840188034188073,-5.90255,0.04955,468,3,0.0005,c,0.00227,ok,0.00075,ok,0.0005,ok,44.19276000000001,0.09442897435897438,0.00025,1.12104
extension_CsP7_theo_mp-1213206,mp_dataset/structures/extension_CsP7_theo_mp-1213206/CONTCAR,32,480,480,,,480,3,0.00122,c,0.00745,ok,0.00292,ok,0.00122,ok,-215.5276700000002,-0.4490159791666671,-5.90768,0.05009,480,3,0.00056,c,0.0017499999999999998,ok,0.00081,ok,0.00056,ok,44.21252000000002,0.09210941666666671,0.00028,1.12077
extension_Cs_mp-1,mp_dataset/structures/extension_Cs_mp-1/CONTCAR,1,8,8,,,8,3,0.12297,a,0.12297,ok,0.12299,ok,0.12298,ok,-0.984,-0.123,-0.12306,-0.12297,8,3,0.05562,a,0.05562,ok,0.05563,ok,0.05563,ok,0.44502,0.0556275,0.05562,0.05563
extension_Cu_mp-30,mp_dataset/structures/extension_Cu_mp-30/CONTCAR,1,78,78,,,78,5,0.00324,a,0.00324,ok,0.00349,ok,0.004059999999999999,ok,-3.84102,-0.04924384615384615,-0.2585,-0.00153,78,5,0.00223,a,0.00223,ok,0.0023,ok,0.00249,ok,0.9440200000000001,0.012102820512820514,0.00101,0.048
extension_F_mp-561203,mp_dataset/structures/extension_F_mp-561203/CONTCAR,4,158,158,,,158,5,0.0,a,0.0,ok,0.0,ok,0.0,ok,-14.178399999999991,-0.08973670886075943,-6.95357,7e-05,158,5,0.0,a,0.0,ok,0.0,ok,0.0,ok,2.052400000000001,0.012989873417721525,0.0,0.97312
extension_Fe_mp-13,mp_dataset/structures/extension_Fe_mp-13/CONTCAR,2,100,100,,,100,5,0.0258,a,0.0258,ok,0.02717,ok,0.04098,ok,-12.854139999999997,-0.12854139999999997,-0.7432799999999999,-0.00689,100,5,0.015220000000000001,c,0.01641,ok,0.016989999999999998,ok,0.015220000000000001,ok,3.81742,0.0381742,0.00605,0.19935
extension_Ga_mp-142,mp_dataset/structures/extension_Ga_mp-142/CONTCAR,4,92,92,,,92,5,0.00322,c,0.00469,ok,0.00457,ok,0.00322,ok,-38.36347,-0.41699423913043476,-4.39542,0.01903,92,5,0.0043,c,0.00455,ok,0.00454,ok,0.0043,ok,6.664060000000001,0.0724354347826087,0.00152,0.72686
extension_Ge_mp-32,mp_dataset/structures/extension_Ge_mp-32/CONTCAR,2,52,52,,,52,5,0.00237,a,0.00237,ok,0.00237,ok,0.00237,ok,-18.569209999999998,-0.3571001923076923,-4.64504,0.00237,52,5,0.0016,a,0.0016,ok,0.0016,ok,0.0016,ok,3.740359999999998,0.07192999999999997,0.00023,0.89558
extension_H_mp-730101,mp_dataset/structures/extension_H_mp-730101/CONTCAR,8,72,72,,,72,3,4e-05,b,8e-05,ok,4e-05,ok,0.00016,ok,-20.530240000000003,-0.28514222222222224,-5.12216,0.00011,72,3,0.0,a,0.0,ok,0.0,ok,0.0,ok,3.9900499999999983,0.05541736111111109,0.0,0.99544
extension_Hf_mp-103,mp_dataset/structures/extension_Hf_mp-103/CONTCAR,2,76,76,,,76,5,0.03898,b,0.04033,ok,0.03898,ok,0.05495,ok,-23.007400000000004,-0.3027289473684211,-1.25652,-0.01691,76,5,0.01639,c,0.02536,ok,0.02455,ok,0.01639,ok,6.623269999999999,0.08714828947368419,0.00734,0.33102
extension_Hg_mp-10861,mp_dataset/structures/extension_Hg_mp-10861/CONTCAR,3,57,57,,,57,5,0.01281,a,0.01281,ok,0.01287,ok,0.15619,ok,-26.574850000000012,-0.46622543859649146,-1.85766,-0.01133,57,5,0.00876,a,0.00876,ok,0.00877,ok,0.057569999999999996,ok,4.7425599999999974,0.08320280701754382,0.00876,0.28934
extension_I_mp-23153,mp_dataset/structures/extension_I_mp-23153/CONTCAR,4,48,48,,,48,5,1e-05,b,2e-05,ok,1e-05,ok,0.0037999999999999996,ok,-6.61754,-0.13786541666666666,-2.51583,0.00225,48,5,0.0001,b,0.0002,ok,0.0001,ok,0.001,ok,1.95572,0.040744166666666665,3e-05,0.6896
extension_In_mp-1055994,mp_dataset/structures/extension_In_mp-1055994/CONTCAR,1,42,42,,,42,5,0.00836,c,0.008369999999999999,ok,0.008369999999999999,ok,0.00836,ok,-13.941680000000003,-0.33194476190476196,-1.44929,0.00471,42,5,0.00671,a,0.00671,ok,0.00671,ok,0.00671,ok,2.799299999999999,0.06664999999999997,0.0026,0.26491
extension_Ir_mp-101,mp_dataset/structures/extension_Ir_mp-101/CONTCAR,1,54,54,,,54,5,0.0591,a,0.0591,ok,0.06051,ok,0.061880000000000004,ok,-32.207919999999994,-0.5964429629629628,-2.42334,-0.02771,54,5,0.028589999999999997,a,0.028589999999999997,ok,0.02883,ok,0.02873,ok,5.209859999999999,0.09647888888888888,0.01428,0.34748
extension_K2O_exp_mp-971,mp_dataset/structures/extension_K2O_exp_mp-971/CONTCAR,6,140,140,,,140,5,0.01448,a,0.01448,ok,0.01971,ok,0.02023,ok,-19.187779999999986,-0.13705557142857133,-0.89117,-0.00195,140,5,0.0016,a,0.0016,ok,0.00246,ok,0.00259,ok,2.576209999999999,0.01840149999999999,0.00063,0.10334
extension_K2O_theo_mp-1223784,mp_dataset/structures/extension_K2O_theo_mp-1223784/CONTCAR,3,60,60,,,60,3,0.00013,c,0.01156,ok,0.01157,ok,0.00013,ok,-6.209509999999999,-0.10349183333333331,-0.45312,0.00013,60,3,0.00214,c,0.00304,ok,0.0030499999999999998,ok,0.00214,ok,1.30213,0.021702166666666668,0.00095,0.16735
extension_K2S_exp_mp-1022,mp_dataset/structures/extension_K2S_exp_mp-1022/CONTCAR,3,50,50,,,50,3,0.01248,b,0.01257,ok,0.01248,ok,0.01248,ok,-7.042090000000001,-0.14084180000000002,-0.47698,-0.01248,50,3,0.00079,b,0.00081,ok,0.00079,ok,0.00082,ok,1.3410000000000004,0.026820000000000007,0.00079,0.12213
extension_KCl_exp_mp-23289,mp_dataset/structures/extension_KCl_exp_mp-23289/CONTCAR,2,44,44,,,44,3,0.02297,a,0.02297,ok,0.02297,ok,0.02297,ok,-5.4384399999999955,-0.12360090909090898,-0.40783,-0.00969,44,3,0.00695,a,0.00695,ok,0.00695,ok,0.00695,ok,0.6375600000000006,0.014490000000000013,0.00061,0.05103
extension_KF3_exp_mp-1544557,mp_dataset/structures/extension_KF3_exp_mp-1544557/CONTCAR,32,912,912,,,912,3,6e-05,a,6e-05,ok,0.00019999999999999998,ok,0.0008499999999999998,ok,-55.986050000000006,-0.06138821271929825,-1.00817,0.00042,912,3,0.00029,c,0.00031,ok,0.00032,ok,0.00029,ok,12.932649999999992,0.014180537280701745,0.00011,0.39852
extension_KF3_theo_mp-2749823,mp_dataset/structures/extension_KF3_theo_mp-2749823/CONTCAR,32,928,928,,,928,3,5e-05,a,5e-05,ok,0.00018,ok,0.0006,ok,-56.00615999999997,-0.06035146551724135,-1.00895,0.00069,928,3,0.00025,c,0.00027,ok,0.00031,ok,0.00025,ok,12.941669999999977,0.013945765086206872,6e-05,0.40221
